Article,Vedette,Type vedette,Candidat,INSEE,Définition
DT14-08901,"Lignerolles,",hameau,baronnie de Creully,non,"
hameau, commune de Planquery, fief relevant de la baronnie de Creully, 1711 (fiefs de la vic. de Caen)."
DT14-11337,"Patry,",fief,baronnie de Douvre,non,"
fief assis à 
Arry
, relevant de la baronnie de Douvre, 1475 (temp. de l’év. de Bayeux)."
DT14-10422,"Mont-Gautier,",huitième de fief,"baronnie de Douvre
",non,"
huitième de fief de la baronnie de Douvre
, sis à Mondrainville, 1460 (av. du temp. de l’év. de Bayeux)."
DT14-10767,"Moulineaux (Les),",fief,"baronnie de Douvre
",non,"
fief de la baronnie de Douvre
, sis à Bernières, 1460 (temp. de l’év. de Bayeux)."
DT14-00598,"Bayeux,",fief,"baronnie de Douvres
",non,"
fief de la baronnie de Douvres
, sis à Cully, 1460 (temporel de l’évêché de Bayeux)."
DT14-00603,"Bazenville,",quart de fief,baronnie de Giberville,non,"
quart de fief, sis en la paroisse de Saint-Louet
, relevait du roi à cause de la baronnie de Giberville, 1674 (aveux de la vicomté de Bayeux)."
DT14-11150,"Ostur,",fief,"baronnie de la Ferrière-Harang
",non,"
fief de la baronnie de la Ferrière-Harang
."
DT14-11168,"Ouistreham,",fief,"baronnie de Neuilly
",non,"
fief de la baronnie de Neuilly
, sis à Vouilly, 1460 (av. du temp. de l’év. de Bayeux)."
DT14-05602,"Fontaines (Les),",fief,"baronnie de Neuilly-l’Évêque
",non,"
fief de la baronnie de Neuilly-l’Évêque
, à Isigny, 1460 (temp. de l’évêché de Bayeux)."
DT14-13702,"Saussay,",fief,baronnie de Neuville,non,"membre de fief assis à 
Argouges-sur-Mosles
, relevant de la baronnie de Neuville."
DT14-07402,"Heuland-Silly,",quart de fief,"baronnie de Roncheville
",non,"
quart de fief de la baronnie de Roncheville
."
DT14-07269,"Haye-Millon (La),",delle,"baronnie de Rots
",non,"
delle de la baronnie de Rots
, 1666 (papier terrier de Rots)."
DT14-09070,"Longueraie,",delle,"baronnie de Rots
",non,"
delle de la baronnie de Rots
, 1666 (papier terrier de Rots)."
DT14-12985,"Roquette (La),",delle,"baronnie de Rots
",non,"
delle de la baronnie de Rots
, 1660 (papier terr. de Rots)."
DT14-14058,"Thuile (La),",delle,"baronnie de Rots
",non,"
delle de la baronnie de Rots
 ; — 1666 (papier terrier de Rots)."
DT14-15299,"Voie-aux-Moines (La),",delle,"baronnie de Rots
",non,"
delle de la baronnie de Rots
, 1666 (papier terrier de Rots)."
DT14-01965,"Brunville,",fief,"baronnie de Saint-Vigor
",non,"
fief de la baronnie de Saint-Vigor
, sis à Tour, 1475 (temp. de l’évêché de Bayeux)."
DT14-06809,"Hable (Le),",fief,"baronnie de Saint-Vigor
",non,"
fief de la baronnie de Saint-Vigor
, sis à Cricqueville, 1460 (temp. de l’évêché de Bayeux)."
DT14-11169,"Ouistreham-le-Perroux,",plein fief,"baronnie de Saint-Vigor
",non,"
plein fief de la baronnie de Saint-Vigor
, s’étendait à Mosles, Russy, Colleville, Hutteville, Argouges, Bazenville, 1460 (aveu du temp. de l’év. de Bayeux)."
DT14-11903,"Poildoue,",fief,"baronnie de Saint-Vigor
",non,"
fief de la baronnie de Saint-Vigor
, sis à Agy, 1475 (temp. de l’év. de Bayeux)."
DT14-13656,"Sallenelles,",fief,"baronnie de Saint-Vigor
",non,"
fief de la baronnie de Saint-Vigor
, sis à Asnieres, 1475 (temp. de l’évêque de Bayeux) ; autre fief du même nom, à Isigny, relevant de la même baronnie."
DT14-14956,"Vergues (Les),",fief,"baronnie de Saint-Vigor
",non,"
fief de la baronnie de Saint-Vigor
, 1475 (av. du temp. de Bayeux)."
DT14-00443,"Bardel,",fief,"baronnie de Torteval
",non,"
fief de la baronnie de Torteval
, 1778 (Journal des rentes de la baronnie)."
DT14-00572,"Baudin,",fief,"baronnie de Torteval
",non,"
fief de la baronnie de Torteval
, 1778 (rentes de la baronnie)."
DT14-07511,"Hongre (Le),",fief,"baronnie de Torteval
",non,"
fief de la baronnie de Torteval
, 1778 (rentes de la baronnie)."
DT14-11329,"Pasteur (Le),",fief,"baronnie de Torteval
",non,"
fief de la baronnie de Torteval
."
DT14-12991,"Roquettes (Les),","hameau, fief","baronnie de Torteval
",non,"
hameau, fief de la baronnie de Torteval
, 1778 (rentes de la baronnie)."
DT14-11461,"Périers (Les),",fief,baronnie de Tournebu,non,"
hameau, commune de Trungy, fief de la baronnie de Tournebu, vicomté de Falaise."
DT14-12368,"Puant (Le),",fief,baronnie de Tournebu,non,"
hameau et fief, commune d’Acqueville, fief relevant de la baronnie de Tournebu et ressortissant à la vicomté de Falaise."
DT14-04964,"Drounel,",fief,"baronnie de Vassy
",non,"
fief de la baronnie de Vassy
, 1679 (aveux de la vic. de Vire)."
DT14-11209,"Pallicet,",fief,"baronnie de Vassy
",non,"
fief de la baronnie de Vassy
 d’où relevait le fief Gourguesson, 
1680 (fiefs de la vicomté de Vire)."
DT14-12183,"Pottier,",fief,"baronnie de Vassy
",non,"
fief de la baronnie de Vassy
, 1680 (av. de la vicomté de Vire)."
DT14-07921,"Lamberville,",fief,"baronnie du Bois-d’Elle
",non,"
fief de la baronnie du Bois-d’Elle
, sis à Bricqueville, 1475 (temp. de l’évêché de Bayeux)."
DT14-11674,"Pierrays,",fief,baronnie du Plessis-Grimoult,non,"
fief sis à Saint-Jean-le-Blanc, relevant de la baronnie du Plessis-Grimoult, 1460 (temp. de l’évêché de Bayeux)."
DT14-11964,"Pont (Le),",fief,baronnie du Plessis-Grimoult,non,"
fief assis à Lassy, relevant de la baronnie du Plessis-Grimoult, 1460 (temporel de l’évêché de Bayeux)."
DT14-01392,"Boon,",fief,"baronnie du Plessis-Grimoult
",non,"
fief de la baronnie du Plessis-Grimoult
, sis à Lassy, 1460 (temporel de l’abbaye)."
DT14-00324,"Angerville,",fiefs,baronnies de Méry et de Cléville,non,"
fiefs de la vicomté d’Auge
, incorporés aux terres et baronnie de Beaufou, Beuvron, Druval et Saint-Aubin-de-Lebizay, avec les deux baronnies de Méry et de Cléville, furent érigés en marquisat sous le nom de marquisat de Beuvron, en faveur de Pierre d’Harcourt, 1593 
(chambre des comptes de Rouen, t. III, p. 123)."
DT14-02973,"Chapelle-Yvon (La),",commune,Benneray,non,"
canton d’Orbec, commune accrue de Benneray en 1825."
DT14-07729,"Îles de Bernières (Les),",partie du rocher,Bernières,14066,"nom donné à une partie du rocher du 
Calvados
 devant Bernières."
DT14-10767,"Moulineaux (Les),",fief,Bernières,14066,"
fief de la baronnie de Douvre
, sis à Bernières, 1460 (temp. de l’év. de Bayeux)."
DT14-01256,"Bois de la Verrerie (Le),",,bois de Hamars,14324,faisant partie du bois de Hamars.
DT14-13613,"Saint-Quentin-Tassilly,",commune,Bons,14088,"
commune partagée en deux sections, dont l’une (Saint-Quentin) est réunie à 
Soûmont
, sous le nom de Soûmont-Saint-Quentin, l’autre (Tassilly) est réunie à Bons, qui prend le nom de Bons-Tassilly.
      "
DT14-11016,"Noire-Mare (La),",chapelle,bord du chemin de Moult,non,"
chapelle construite au 
xvi
e siècle sur le bord du chemin de Moult à Fervaques, commune du Mesnil-Germain."
DT14-00970,"Beuvronnet,",quart de fief,Bray,14268,"
quart de fief assis à Brocottes et à Bray, 1620 
(rôles de la vicomté d’Auge, p. 351)."
DT14-03556,"Cornet-aux-Brebis (Le),",quartier,Caen,14118,"
quartier de la paroisse de Saint-Étienne-le-Vieux
, à Caen."
DT14-04477,"Crèvecœur,",un des moulins,Caen,14118,"nom d’un des moulins de 
Montaigu
, à Caen."
DT14-11025,"Nombril-Dieu (Le),",chapelle,Caen,14118,"
chapelle, hameau de la Maladrerie, à Caen."
DT14-13577,"Saint-Ouen-de-Villers,",paroisse,Caen,14118,"
paroisse du 
Bourg-l’Abbé
 à Caen."
DT14-05445,"Filaine (La),",rivière,"Calvados, Vignats, Fourches, Beaumont",/14751/14283/14055,"
rivière, affluent de la Dive à gauche, prend sa source dans le département de l’Orne, traverse, dans celui du Calvados, Vignats, Fourches, Beaumont, et se jette dans la Dive à Crocy."
DT14-06635,"Grisy,",fief,Carel,non,"
canton de Morteaux-Coulibœuf, réuni pour le culte à Carel."
DT14-10553,"Morières,",commune,Carel,non,"
canton de Coulibœuf, commune réunie pour le culte à Carel."
DT14-02656,"Cartigny,",commune,Cartigny-l’Épinay,14138,"
canton d’Isigny, commune réunie à l’Épinay-Tesson pour former avec celle-ci deux communes sous les noms de Cartigny-l’Épinay et de Cartigny-Tesson, 1826."
DT14-05095,"Épinay-Tesson (L’),",communes,Cartigny-l’Épinay et de Cartigny-Tesson,14138/14614,"réuni dès 1826 à la commune de Cartigny ; il forme avec celle-ci deux communes, sous les noms de Cartigny-l’Épinay et de Cartigny-Tesson."
DT14-02656,"Cartigny,",commune,Cartigny-Tesson,14614,"
canton d’Isigny, commune réunie à l’Épinay-Tesson pour former avec celle-ci deux communes sous les noms de Cartigny-l’Épinay et de Cartigny-Tesson, 1826."
DT14-13524,"Sainte-Marguerite-d’Elle,",ancienne paroisse,Cartigny-Tesson,non,"
canton d’Isigny, ancienne paroisse de Cartigny-Tesson."
DT14-04461,"Cresseveuille,",,Caudemuche,non,"
commune de Dozulé, réunie en 1827 à Caudemuche."
DT14-12365,"Provence (La),",petit ruisseau,chapelle Saint-Gerbold,non,"
petit ruisseau qui prend sa source à Crepon, traverse Ver et se jette à la mer à peu de distance d’un monticule auprès duquel se trouvait la chapelle Saint-Gerbold."
DT14-02976,"Chaquelière (La),",fief,Chapelle-Haute-Grue,14153,"
fief assis sur la Breviere ; il s’étendait sur la Chapelle-Haute-Grue et Montgommery."
DT14-07968,"Lande-de-Coulonces (La),",fief,"châtellenie de Vire
",non,"
fief de la châtellenie de Vire
."
DT14-07969,"Lande-de-Martigny (La),",fief,"châtellenie de Vire
",non,"
fief de la châtellenie de Vire
."
DT14-12634,"Reié (Esseau de la),",,"chaussées de Troarn
",non,"
1297 (enquête sur les chaussées de Troarn
)."
DT14-02971,"Chapelle-Saint-Thomas (La),",chapelle détruite,chemin d’Ouistreham,non,"
chapelle détruite, commune de Langrune, chemin d’Ouistreham."
DT14-12861,"Rocher-Germain (Le),",plateau,chenal de la Seulle,non,"nom donné au plateau du 
Calvados
, devant le chenal de la Seulle."
DT14-05814,"Fosse de Courseulles (La),",passage maritime,côte du Calvados,non,"
passage maritime, sur la côte du Calvados."
DT14-05109,"Épiney (L’),",fief,Couvrechef,non,"
fief, commune de Campigny, accrue de Couvrechef, hameau de Caen."
DT14-00381,"Baize (La),","rivière, affluent",département de l’Orne,non,"
rivière, affluent de l’Orne (rive droite), s’y réunit entre les Isles-Bardel et Rapilly, après avoir séparé, sur les communes des Loges-Saulces et des Fourneaux, le Calvados du département de l’Orne, où elle prend sa source au hameau de Baize."
