Article,Vedette,Type vedette,Candidat,INSEE,Définition
DT24-15830,"Saint-Pierre-ès-Liens,",ancienne église,"
Cité
",24322,"
ancienne église à la 
Cité
, au sud-est de Saint-Étienne, dans l'ancien cimetière des Pendus, rue Saint-Pierre-ès-Liens."
DT24-18220,"Justices (Place des),",,"
Clérans
",24088,"à 
Clérans
."
DT24-05215,"Crouzilladas (Las),",terre,"
Colonges
",non,"
terre à 
Colonges
, commune de Génis (A. Jud.)."
DT24-07973,"Got (Garenne du),",futaie,"
Corbiac
",non,"
futaie à 
Corbiac
, commune de Bergerac (A. Jud.)."
DT24-03763,"Charpenet,",village,"
Courbe
",non,"ancien nom du village de 
Courbe
, commune de Chalagnac (Dives)."
DT24-14070,"Queue-d'Ane,",ruisseau,"
Courtazel
",non,"
ruisseau dont la source est à 
Courtazel
, commune de Saint-Jory-de-Chalais, et qui, après un cours à peu près parallèle à celui de la Cole, se jette dans cette rivière près de Saint-Martin-de-Fressengeas."
DT24-10236,"Marcourive (Le),",ruisseau,"
Crayte
",non,"
ruisseau qui prend sa source à la 
Crayte
, près d’Étouars, et se jette dans le Bandiat près de Teyjat."
DT24-11531,"Mouzem (Les),",taillis,"
Cubas
",24120,"
taillis, à 
Cubas
 (A. Jud.)."
DT24-03050,"Case-du-Loup,",dolmen,"
Cugnac
",non,"
dolmen à 
Cugnac
, commune de Saint-Léon ; détruit depuis peu."
DT24-17878,"Beaufort,",ancien repaire noble,"
d'Agonac
",24002,"
ancien repaire noble sur la motte 
d'Agonac
."
DT24-00004,"Abbaye (L'),",ruines,"
Dives
",non,"
ruines à 
Dives
, commune de Manzac."
DT24-17892,"Bergerac,",pont,"
Dordogne
",non,"
après 
pont sur la 
Dordogne
 au 
xiii
e siècle, lire : 
1209 (bulle d'Innocent II en faveur de Cadouin)."
DT24-02809,Camacor ?,,"
Double
",non,"dans la 
Double
."
DT24-14688,"Rode (La),",hameau et étang,"
Double
",non,"
hameau et étang dans la 
Double
."
DT24-17136,"Tuquet (Le),",étang,"
Double
",non,"
étang dans la 
Double
."
DT24-13218,Pont Pastoul ?,,"
Drone
",non,"sur la 
Drone
."
DT24-16177,"Saut-du-Chalard (Le),",belle cascade,"
Drône
",non,"
belle cascade sur la 
Drône
."
DT24-12823,"Peyrouteu (Lou),",bloc,"
Écornebeuf
",non,"
bloc à 
Écornebeuf
, commune de Coulounieix."
DT24-14440,"Reste-Saume (La),",chemin,"
Fargennerye
",non,"nom d'un chemin de la 
Fargennerye
 à Saint-Pierre-de-Chignac."
DT24-04800,"Couliou (Le),",ruisseau,"
Fénis
",non,"
ruisseau qui prend sa source à 
Fénis
, commune de Faux, et se jette dans la Dordogne près des Séjournats, commune de Saint-Germain."
DT24-10844,"Merigaude,",fontaine,"
Fenix
",non,"
fontaine à 
Fenix
, commune de t-Germain-et-MonsS."
DT24-14448,"Reveillon (Le),",ruisseau,"
Font-Close
",non,"
ruisseau, affluent du Drot, qui prend sa source à 
Font-Close
 et forme le vallon entre Font-Roque et Montguyard."
DT24-05224,"Cruzet (Le),",ruisseau,"
Font-de-Lauche
",non,"
ruisseau, affluent de l'Ille, dont la source est à 
Font-de-Lauche
, commune de Léguillac."
DT24-10630,"Maurou (Le),",ruisseau,"
Gabarroux
",non,"
ruisseau, affluent du Drot, dont la source est aux 
Gabarroux
, commune d’Eyrenville."
DT24-07411,"Gane (La),","lieu, ténement","
Gaillardie
",non,"
lieu, ténement de la 
Gaillardie
, commune de Lenquais."
DT24-13452,"Pouyau,",ruisseau,"
Gammarey
",non,"
ruisseau qui vient de 
Gammarey
 et se jette dans la Crempse en face d'Issac."
DT24-12018,"Paurias (Les),",lieu-dit,"
Garavetie
",non,"
lieu-dit à la 
Garavetie
, commune de Saint-Germain-des-Prés (A. Jud.)."
DT24-07479,"Garde (Pré de la),",pré,"
Garavétie
",non,"
pré à la 
Garavétie
, commune de Saint-Germain-des-Prés (A. Jud.)."
DT24-05537,"Duche (Petite-),",ruisseau,"
Gardedeuil
",24165,"
ruisseau qui passe à 
Gardedeuil
 et à Eygurande et afflue à la Grande-Duche (B.)."
DT24-01649,"Borie (La),",château,"
Gaubertie
",non,"ancien nom du château de la 
Gaubertie
, commune de Saint-Félix-la-Linde."
DT24-01765,"Bos-Negre,",lieu-dit,"
Genèbre
",non,"
lieu-dit à la 
Genèbre
, commune de Faux."
DT24-02753,"Caillaudière (La),",lieu-dit,"
Genèbre
",non,"
lieu-dit, à la 
Genèbre
, commune de Faux."
DT24-03180,"Caux,",village,"
Genebrièras
",non,"ancien nom du village de 
Genebrièras
, commune de Manzac (Dives)."
DT24-08224,"Grezalou (Al),",,"
Ger
",non,"dép. du 
Ger
, commune d’Ales 
(état de 1777)."
DT24-08070,"Gouttes (Les),",ruisseau,"
Grands-Briands
",non,"
ruisseau qui se jette dans le Moiron aux 
Grands-Briands
."
DT24-15014,"Rousseau,",hameau et moulin,"
Ille
",non,"
hameau et moulin sur l'
Ille
."
DT24-14358,"Reillac,",village,"
Jeansille
",non,"ancien nom du village de 
Jeansille
, commune de Manzac (communic. de M. de Dives)."
DT24-04874,"Cousau (Le),",ruisseau,"
Ley-Dou
",non,"
ruisseau qui a ses sources à 
Ley-Dou
, commune de Naussanes, et à Grand-Ayral, commune de Bardou, arrose le vallon de Lanquais et se jette dans la Dordogne non loin de Varennes, après un cours d'environ 12 kilomètres en ligne droite, du S. au N."
DT24-02140,"Bracou,",moulin,"
Lidoire
",non,"
moulin sur la 
Lidoire
 (Cass.)."
DT24-00358,"Auvezère (L'),",rivière,"
Limousin
",non,"
rivière qui prend sa source en 
Limousin
, entre dans le département à Cubas, passe à Tourtoyrac, à la Boissiere-d'Ans et au Change et se réunit à la Vézère un peu au-dessous d'Antone."
DT24-13144,"Pompeigne,",gué,"
Lisone
",non,"
gué sur la 
Lisone
."
DT24-15656,"Sainte-Madeleine,",ancienne chapelle,"
Longa
",24407,"
ancienne chapelle à 
Longa
."
DT24-01978,"Bourgougnagues,",,"
Lot-et-Garonne
",non,"aujourd'hui 
Lot-et-Garonne
, canton de Lauzun."
DT24-11126,"Monfet (Au Bourg de),",taillis de chênes,"
Maret
",non,"
taillis de chênes, à 
Maret
, commune d’Agonac (A. Jud.)."
DT24-00889,"Belaygue (La),",ruisseau,"
Margnac
",non,"
ruisseau, affluent du Boulou, qui prend sa source à 
Margnac
, commune de Cantillac, et arrose la vallée où est Belaygue-et-Boulouneix."
DT24-02977,"Carac,",terre,"
Monbayol
",non,"
terre à 
Monbayol
, commune de Cubjat (A. Jud.)."
DT24-03654,"Chapelle (La),",chenevière,"
Monbayol
",non,"
chenevière à 
Monbayol
, commune de Cubjat (A. Jud.)."
DT24-05782,"Eychatie (L'),",terre,"
Monnerie
",non,"
terre à 
Monnerie
, commune de Sourzac (A. Jud.)."
DT24-00992,"Béone (La Petite-),",ruisseau,"
Montaignac
",non,"
ruisseau qui vient de 
Montaignac
 et se jette dans la Béone en face de Sireuil."
DT24-05516,"Drouille,",hameau et coteau,"
Montignac-sur-Vézère
",24291,"
hameau et coteau escarpé à un demi-kilomètre de 
Montignac-sur-Vézère
."
DT24-15894,"Saint-Sépulchre,",chapelle,"
Montrevel
",non,"
chapelle à 
Montrevel
."
DT24-14363,"Reillac (Saint-Félix-de-),",,"
Mortemart
",non,"réuni à 
Mortemart
, commune, canton du Bugue."
DT24-14632,"Roche (La),",ancien fief,"
Moruscles
",non,"
ancien fief relevant de 
Moruscles
."
DT24-02011,"Bournègue (La),",ruisseau,"
Nojals
",24310,"
ruisseau qui a sa source à 
Nojals
, passe à Cugnac, Faurilles, Roquepine, et se joint au Drot."
DT24-06592,"Font Chaude,",source minérale,"
Panassou
",non,"
source minérale de 
Panassou
, canton de Saint-Cyprien."
DT24-11780,"Ormes (Les),",un des quartiers,"
Pelvezy
",non,"à 
Pelvezy
, commune de Saint-Geniès."
DT24-15394,"Sainte-Catherine,",ancienne chapelle,"
Perel
",non,"
ancienne chapelle dont relevait un pré, à 
Perel
, commune de Saint-Marcel."
DT24-11702,"Notre-Dame-de-la-Croix,",chapelle domestique,"
Périer-Saint-Valery
",non,"
chapelle domestique au 
Périer-Saint-Valery
 ? (Lesp. vol. 27)."
DT24-00696,"Bastides-Royales,",,"
Périgord
",non,"en 
Périgord
."
DT24-04573,Commanderies,,"
Périgord
",non,"de l'ordre de Saint-Jean de Jérusalem en 
Périgord
."
DT24-07017,Forêts,,"
Périgord
",non,"en 
Périgord
."
DT24-12342,"Haut-Périgord,",partie,"
Périgord
",non,"
partie du 
Périgord
 où sont situées les villes de Périgueux et de Bergerac ; c'est celle qui, lors de la création de l'évêché de Sarlat, a formé le nouveau diocèse de Périgueux, qui se termine au midi à la Vézère et à la Dordogne."
DT24-15986,"Sale-au-Comte (La),",château,"
Périgord
",non,"ancien nom du château du comte de 
Périgord
."
DT24-00109,"Aiguillerie,",rue et ancienne porte de ville,"
Périgueux
",24322,"
rue et ancienne porte de ville à 
Périgueux
."
DT24-00220,"Arbre (Bel),",ancienne maison,"
Périgueux
",24322,"
ancienne maison à 
Périgueux
."
DT24-00302,"Aubergerie,",rue et ancienne porte de ville,"
Périgueux
",24322,"
rue et ancienne porte de ville à 
Périgueux
."
DT24-00518,"Barbacane (Porte de la),",,"
Périgueux
",24322,"à 
Périgueux
."
DT24-00651,"Barris (Les),",faubourg,"
Périgueux
",24322,"
faubourg de 
Périgueux
 qui descend à la rivière."
DT24-01833,"Boucherie (La),",anc. porte de ville et rue,"
Périgueux
",24322,"
anc. porte de ville et rue à 
Périgueux
."
DT24-02331,"Bride (La),",rue,"
Périgueux
",24322,"
rue à 
Périgueux
."
DT24-02507,"Brunet,",hôpital,"
Périgueux
",24322,"
hôpital à 
Périgueux
."
DT24-02707,"Cadouin,",ancienne maison conventuelle,"
Périgueux
",24322,"
ancienne maison conventuelle à 
Périgueux
, dép. de l'abbaye de Cadouin."
DT24-02720,"Cafourche-Nafachat (La),",ancien carrefour,"
Périgueux
",24322,"
ancien carrefour à 
Périgueux
."
DT24-02872,"Campniac,",emplacement,"
Périgueux
",24322,"
emplacement rue de l'Aubergerie, à 
Périgueux
."
DT24-03739,"Chapusier (Le),",ancienne place publique,"
Périgueux
",24322,"
ancienne place publique à 
Périgueux
."
DT24-04181,"Cimetière de la Cité,",,"
Périgueux
",24322,"à 
Périgueux
."
DT24-04183,"Cimetière des Pauvres,",,"
Périgueux
",24322,"à 
Périgueux
, dans la paroisse Saint-Silain, 
xii
e siècle (reg. de la Charité)."
DT24-04230,"Claud-de-Veyssière,",,"
Périgueux
",24322,"à 
Périgueux
, confront. à la Maladrerie de Salvanjou, 1480 (ch. Mourcin)."
DT24-04241,"Clautre (La),",place devant l'église de Saint-Front,"
Périgueux
",24322,"
place devant l'église de Saint-Front, à 
Périgueux
."
DT24-04285,"Clos Saint-Gervais,",banlieue,"
Périgueux
",24322,"
banlieue de 
Périgueux
."
DT24-04344,"Codert (Le),",place,"
Périgueux
",24322,"
place à 
Périgueux
."
DT24-04633,"Consulat (Maison du),",,"
Périgueux
",24322,"à 
Périgueux
."
DT24-04658,"Cornador,",ruelle,"
Périgueux
",24322,"
ruelle à 
Périgueux
 (Dénom. au 
xiv
e siècle)."
DT24-05665,Eschala (La) ?,ancienne rue,"
Périgueux
",24322,"
ancienne rue à 
Périgueux
."
DT24-05766,"Évêque (Pierre de l'),",,"
Périgueux
",24322,"à 
Périgueux
."
DT24-05769,Évêque (Rue de l'),,"
Périgueux
",24322,"à 
Périgueux
."
DT24-06679,"Font de Saint-Front,",faubourg,"
Périgueux
",24322,"
faubourg de 
Périgueux
."
DT24-06915,"Font Saint-Georges,",banlieue,"
Périgueux
",24322,"
banlieue de 
Périgueux
."
DT24-07100,Foulcra ?,ancienne maison,"
Périgueux
",24322,"
ancienne maison à 
Périgueux
."
DT24-07751,"Gauvents (Carrefour de),",,"
Périgueux
",24322,"à 
Périgueux
, du côté de Saint-Georges (Lesp. Dénom. au 
   xiv
   e siècle)."
DT24-07931,"Godoffre (Château de),",un des châteaux,"
Périgueux
",24322,"
un des châteaux qui entouraient 
Périgueux
, au sud de la cité."
DT24-08129,"Gras (Le),",place,"
Périgueux
",24322,"
place de 
Périgueux
, improprement nommée du Greffe ; cimetière de Saint-Front jusqu'à l'année 1584."
DT24-08161,"Graule (Port de),",ancien port,"
Périgueux
",24322,"
ancien port sur l'Ille, à 
Périgueux
."
DT24-08596,"Hieras,",place publique,"
Périgueux
",24322,"
place publique à 
Périgueux
."
DT24-08725,"Japhet (Pont de),",ancien pont,"
Périgueux
",24322,"nom d'un ancien pont de 
Périgueux
 qu'on présume avoir existé dans le lieu où est le pont situé sur la route de Lyon."
DT24-08913,"Jésuites (Établissement des),",,"
Périgueux
",24322,"à 
Périgueux
."
DT24-09487,"Léguillerie,",rue,"
Périgueux
",24322,"
rue de 
Périgueux
."
DT24-09721,"Limeuil,",un des anciens châteaux,"
Périgueux
",24322,"
un des anciens châteaux construits sur l'enceinte romaine de la Cité, à 
Périgueux
 ; il confrontait, à l'est, le château dit de Bourdeilles, 
1679 (Dénombr. de Périg.), et occupait la place du dépôt de mendicité auprès de la porte Romaine.
      "
DT24-09722,Limeuil ?,ruisseau,"
Périgueux
",24322,"
ruisseau qui se jette dans l'Ille à 
Périgueux
."
DT24-09729,"Limogeane,",rue,"
Périgueux
",24322,"
rue à 
Périgueux
."
DT24-10318,"Marquès,",place,"
Périgueux
",24322,"
place à 
Périgueux
."
DT24-10344,"Marsal,",ancienne place,"
Périgueux
",24322,"
ancienne place de 
Périgueux
."
DT24-10828,Mercière ?,,"
Périgueux
",24322,"à 
Périgueux
."
DT24-11695,"Normande (Porte),",une des portes de la Cité,"
Périgueux
",24322,"
une des portes de la Cité, à 
Périgueux
."
DT24-11941,Pariarias ?,ancienne rue,"
Périgueux
",24322,"
ancienne rue à 
Périgueux
."
DT24-12810,"Peyrouse,",ancien four,"
Périgueux
",24322,"
ancien four à 
Périgueux
, près de la rue Limogeanne."
DT24-13262,"Porte d'Itier,",,"
Périgueux
",24322,"à 
Périgueux
."
DT24-13267,"Porte Normande,",,"
Périgueux
",24322,"à 
Périgueux
."
DT24-13268,"Porte Romaine,",,"
Périgueux
",24322,"à 
Périgueux
."
DT24-13629,"Puy (Le),",place,"
Périgueux
",24322,"
place à 
Périgueux
 devant la cathédrale, autrement le Puy Saint-Front."
DT24-14124,"Quinte,",archiprêtré,"
Périgueux
",24322,"nom de l'archiprêtré dont 
Périgueux
 est le chef-lieu."
DT24-14796,"Rosses,",ancienne maison,"
Périgueux
",24322,"
ancienne maison à 
Périgueux
."
DT24-15287,"Sahuc,",ancien faubourg,"
Périgueux
",24322,"nom d'un ancien faubourg de 
Périgueux
, au delà de la porte de l'Aubergerie."
DT24-15331,"Saint-André,",ancien cimetière,"
Périgueux
",24322,"
ancien cimetière à 
Périgueux
."
DT24-15454,"Saint-Étienne,",église de la Cité,"
Périgueux
",24322,"
église de la Cité, à 
Périgueux
."
DT24-15461,"Sainte-Eulalie,",église,"
Périgueux
",24322,"
église de 
Périgueux
, située où est le collége (Antiq. de Vés.)."
DT24-15464,"Saint-Eumays,",église,"
Périgueux
",24322,"
église de 
Périgueux
, aujourd'hui détruite."
DT24-15492,"Saint-Front (Moulin de),",,"
Périgueux
",24322,"sur l'Ille, devant 
Périgueux
."
DT24-15512,"Saint-Georges,",faubourg,"
Périgueux
",24322,"
faubourg de 
Périgueux
, à l'extrémité de celui des Barris."
DT24-15532,"Saint-Gervais,",rue,"
Périgueux
",24322,"
rue à 
Périgueux
, ayant le nom d'une ancienne paroisse de la ville."
DT24-15545,"Saint-Hilaire,",banlieue,"
Périgueux
",24322,"
banlieue de 
Périgueux
, au N.E. et près de Saint-Jacques."
DT24-15645,"Saint-Louis,",ancienne chapelle,"
Périgueux
",24322,"
ancienne chapelle à 
Périgueux
, dans la rue qui en porte le nom (Antiq. de Vésone, II, 583)."
DT24-15686,"Sainte-Marie-de-la-Garde,",,"
Périgueux
",24322,"à 
Périgueux
."
DT24-15736,"Saint-Martinet,",ancienne église,"
Périgueux
",24322,"
ancienne église de 
Périgueux
."
DT24-15914,"Saint-Silain,",ancienne paroisse,"
Périgueux
",24322,"
ancienne paroisse de 
Périgueux
, qui avait donné son nom à un hôpital, à une porte et à une tour du Puy-Saint-Front."
DT24-15928,"Sainte-Ursule,",faubourg,"
Périgueux
",24322,"
faubourg de 
Périgueux
 qui a pris son nom d'un ancien couvent dont l'église sert d'annexe à la manutention militaire."
DT24-16042,Salinières ?,une des trois places,"
Périgueux
",24322,"
une des trois places de 
Périgueux
 où se faisaient les criées publiques."
DT24-16147,"Sarrazins (Mur des),",,"
Périgueux
",24322,"à 
Périgueux
."
DT24-16196,"Sauvajou,",banlieue,"
Périgueux
",24322,"
banlieue de 
Périgueux
."
DT24-16644,"Taillefer,",anc. porte de ville et rue,"
Périgueux
",24322,"
anc. porte de ville et rue à 
Périgueux
."
DT24-16849,"Torel,",enceinte,"
Périgueux
",24322,"
enceinte de 
Périgueux
."
DT24-16861,"Touin (Le),",porche de l'église Saint-Front,"
Périgueux
",24322,"
porche de l'église Saint-Front, à 
Périgueux
, façade du sud."
DT24-16887,"Tour de Buxo,",enceinte,"
Périgueux
",24322,"
enceinte de 
Périgueux
."
DT24-16890,"Tour de l'Aiguillerie,",enceinte fortifiée,"
Périgueux
",24322,"
enceinte fortifiée de 
Périgueux
."
DT24-16895,"Tour de Riolfol,",enceinte,"
Périgueux
",24322,"
enceinte de 
Périgueux
, entre les portes de Taillefer et de l'Aubergerie (Lesp. 50)."
DT24-16900,"Tour de Vésone,",,"
Périgueux
",24322,"à 
Périgueux
."
DT24-16916,"Tourne-Piche,",faubourg,"
Périgueux
",24322,"
faubourg de 
Périgueux
, aujourd'hui les Barris.
      "
DT24-17035,"Trébuchet,",rue,"
Périgueux
",24322,"
rue à 
Périgueux
."
DT24-17564,"Vésone,",,"
Périgueux
",24322,"nom antique de 
Périgueux
."
DT24-17952,"Cadouin,",,"
Périgueux
",24322,"à 
Périgueux
."
DT24-18042,"Cimetière des Pauvres,",,"
Périgueux
",24322,"à 
Périgueux
."
DT24-18077,"Coutz-de-Meymi (Las),",jardins,"
Périgueux
",24322,"
jardins à 
Périgueux
, derrière la route de Sarlat 
(Lesp. Dénomin. au 
   xiv
   e siècle)."
DT24-14068,"Queu (Bois de la),",,"
Petite-Tamiserie
",non,"à la 
Petite-Tamiserie
, commune de Château-l'Évêque (A. Jud.)."
DT24-17696,"Vigueyral (Moulin),",,"
Pillac
",16260,"à 
Pillac
, ancien diocèse de Périgueux."
DT24-12906,"Pialades (Les),",terre,"
Pommier
",non,"
terre à 
Pommier
, commune de Savignac-les-Églises (A. Jud.)."
DT24-04614,"Cone (La),",ruisseau,"
Poujol
",non,"
ruisseau qui prend sa source à 
Poujol
, passe 85à la Barde et se jette dans la Dordogne."
DT24-03090,"Castel-la-Mote,",lieu-dit,"
Pouleille
",non,"
lieu-dit, à la 
Pouleille
, commune de Saint-Félix."
DT24-06311,"Ferrières,",taillis,"
Pouleille
",non,"
taillis à la 
Pouleille
, commune de Saint-Félix-la-Linde (cad.)."
DT24-09277,"Larbougne,",taillis,"
Pouleille
",non,"
taillis à la 
Pouleille
, commune de Saint-Félix (cad.)."
DT24-14190,"Rat (Combe du),",taillis,"
Pouleille
",non,"
taillis à la 
Pouleille
, commune de Saint-Félix-de-la-Linde."
DT24-16801,"Theobon (Forêt de),",forêt,"
Puy-Guilhem.
",non,"continuation de la forêt de 
Puy-Guilhem.

      "
DT24-16897,"Tour de Saint-Silain,",enceinte fortifiée,"
Puy-Saint-Front
",24322,"
enceinte fortifiée du 
Puy-Saint-Front
."
DT24-03593,"Chantelauvette,",lieu,"
Puyviroulent
",non,"ancien nom de 
Puyviroulent
, commune de Manzac (Dives)."
DT24-00388,Bacoulat ?,fief,"
Ribérac
",non,"
fief dépend. de 
Ribérac
, 1550 (châtellenie de Ribérac)."
DT24-07929,"Goaudie (La),",arrondissement,"
Ribérac
",non,"
arrondissement de 
Ribérac
, près de la Drone."
DT24-15678,"Sainte-Marie (Fontaine),",faubourg,"
Rigaudie
",non,"dans le faubourg de la 
Rigaudie
, à Sarlat ; a pris son nom d'un ancien prieuré."
DT24-05063,"Croix (Quatre-),","lieu, ténement","
Roqual
",non,"
lieu, ténement du 
Roqual
, commune de Montmadalès."
DT24-16940,"Touron (Le),",source,"
Rouquète-d'Eymet
",24167,"
source jaillissante du rocher à la 
Rouquète-d'Eymet
."
DT24-15580,"Saint-Jean,",chapelle,"
Saint-Dizier
",non,"
chapelle, à 
Saint-Dizier
 (panc. de l'év.)."
DT24-12382,"Pètre,",hameau,"
Saint-Germain-de-Berbiguières
",24416,"
hameau, de 
Saint-Germain-de-Berbiguières
 (B.)."
DT24-04682,Cosaias ?,lieu,"
Saint-Maurice
",non,"
lieu à 
Saint-Maurice
, commune de Saint-Laurent-des-Bâtons."
DT24-14238,"Raure (La),",moulin,"
Saint-Mayme-de-Rauzan
",non,"
moulin, à 
Saint-Mayme-de-Rauzan
, commune de Mauzac."
DT24-09724,"Limeuil,",écart,"
Saint-Médard-de-Mussidan
",24462,"ancien nom de 
Saint-Médard-de-Mussidan
."
DT24-15313,"Sainte-Agathe,",ancienne église,"
Sainte-Aulaire-de-l'Angle
",non,"
ancienne église à 
Sainte-Aulaire-de-l'Angle
, commune d’Eymet (tradition à la Rouquète)."
DT24-04660,Cornale ?,,"
Sainte-Eulalie-de-Breuil
",24370,"à 
Sainte-Eulalie-de-Breuil
."
DT24-01200,"Beuse (La),",ruisseau,"
Sainte-Foi-de-Belvez
",24406,"
ruisseau qui passe à 
Sainte-Foi-de-Belvez
 et se jette dans la Nause en amont de Larzac."
DT24-01465,"Boisnet,",,"
Saintonge
",non,"nom en 
Saintonge
 du chemin que 29suit la voie romaine qui allait de Vésone à Saintes (Michon, Statistique de l'Angoumois)."
DT24-17871,"Bataille,",ruisseau,"
Salembre
",non,"
ruisseau, affluent du 
Salembre
 (B.)."
DT24-03551,Chancelade (Forêt de) :,,"
Sallegourde
",non,"elle était de 400 hectares en 1807 (état d'assiette) ; réunie maintenant à 
Sallegourde
."
DT24-14427,"Repaire (Le),",hameau,"
Salvie
",non,"à la 
Salvie
, commune de Saint-Julien-de-Lampon."
DT24-06167,"Basse),",,"
Sauvebeuf
",non,"à 
Sauvebeuf
 et à la Linde."
DT24-12030,"Pauvres (Taillis des),",bois,"
Scarpat
",non,"
bois au 
Scarpat
, commune de Cabans (A. Jud.)."
DT24-18536,"Trichaudie (La),",bois,"
St-Jean-d'Estissac
",24426,"
bois, à 
St-Jean-d'Estissac
."
DT24-05456,"Dourdaine,",ruisseau,"
Touron-de-Fonroque
",non,"
ruisseau qui coule du 
Touron-de-Fonroque
 et se jette dans le Drot ; direct. N.S."
DT24-04806,"Coulour (Le),",ruisseau,"
Trigonan
",24011,"
ruisseau qui se jette dans la Vézère à 
Trigonan
 (Lesp.)."
DT24-14235,"Raumel (Le),",ruisseau,"
Valadésie
",non,"
ruisseau venant de 
Valadésie
, qui passe au Buisson et se jette dans la Dordogne en face de Bigaroque."
DT24-17883,"Beaurone (La),",ruisseau,"
Vergne
",non,"
ruisseau de la Double qui prend sa source à la 
Vergne
, commune de Saint-Sulpice-de-Romagnac, se dirige du N. au S., passe à Saint-Vincent et à Beaurone et se jette dans l'Ille près de Saint-Front, après avoir reçu un seul affluent, l'Astaudel, et parcouru 17,500 mètres."
DT24-06859,"Font Peyrine,",fontaine,"
Vernelle
",non,"
fontaine à la 
Vernelle
, commune de Saint-Félix."
