Article,Vedette,Type vedette,Candidat,INSEE,Définition
DT21-03270,"Gourmerault (Le),",ruisseau,"
d’Arcelot
",non,"
ruisseau venant du bois 
d’Arcelot
 ; il traverse les territoires d’Arc-sur-Tille, de Bressey-sur-Tille, d’Izier, et se jette dans la Norge en aval de Magny-sur-Tille"
DT21-00113,"Arconcey,",ancien village,"
d’Esbarres
",21249,"
ancien village, incorporé à celui 
d’Esbarres
"
DT21-05140,"Orsans,",partie,"
d’Esbarres
",21249,"
partie 

d’Esbarres
 ; ancien village"
DT21-07471,"Ville-sur-Arce,",fief,"
d’Orain
",21468,"
fief qui relevait 
d’Orain
 ; cité dès 1675 
(B 10822)"
DT21-02155,"Coupe-Charme (Le),",ruisseau,"
Faverolles
",21262,"
ruisseau, affluent de l’Aube, rive gauche, qui vient de 
Faverolles
 et arrose Lucey et La Chaume"
DT21-07004,"Trouhans,",fief,"
Fixey
",21265,"
fief relevant de 
Fixey
 ; 1710 
(B 10933)"
DT21-06131,"Saint-Clément,",faubourg,"
Flavigny
",21271,"
faubourg de 
Flavigny
 
(Courtépée, III, 103)"
DT21-06305,"Saint-Jacques,",faubourg,"
Flavigny
",21271,"
faubourg de 
Flavigny
, av chapelle ; ancienne maladière (Courtépée, III, 503) ; indiqué par Cassini"
DT21-05527,"Pouget (Le),",fief,"
Grenant
",21306,"
fief, à 
Grenant
, érigé en 1628"
DT21-05834,"Rhénot (Le),",rivière,"
Mailly-la-Ville
",21371,"
rivière, dérivation de l’Ouche, affluent de la Saône dans laquelle elle se jette en aval de 
Mailly-la-Ville
"
DT21-06349,"Saint-Julien,",fief,"
Marcey-sur-Tille
",21385,"
fief qui était à 
Marcey-sur-Tille
 et de la mouvance de Grancey-le-Château"
DT21-03515,"Haute-Roche,",ancien fief,"
Marey-sur-Ville
",21385,"
ancien fief, à 
Marey-sur-Ville
, qui relevait de Grancey-le-Château"
DT21-03471,"Guillon,",moulin détruit,"
Melin-sous-Orches
",21037,"
moulin détruit, à 
Melin-sous-Orches
"
DT21-03659,"Judas,",moulin détruit,"
Melin-sous-Orches
",21037,"
moulin détruit, à 
Melin-sous-Orches
"
DT21-05150,"Oudot,",moulin détruit,"
Melin-sous-Orches
",21037,"
moulin détruit, à 
Melin-sous-Orches
"
DT21-02346,"Danvin,",ancien fief,"
Mirebeau
",21416,"
ancien fief, qui relevait de 
Mirebeau
"
DT21-03723,"Lasçois (Le),",pagus et comté,"
Mont-Lasçois
",non,"
pagus et comté, qui avait pour chef-lieu Latiscon, sur le 
Mont-Lasçois
 ; c’était aussi le nom d’un archidiaconé et d’un doyenné du diocèse de Langres, dont le siège était à Chatillon-sur-Seine"
DT21-06078,"Saint-Antoine,",ancienne commanderie,"
Norges-le-Pont
",21462,"
ancienne commanderie de l’ordre de Saint-Antoine, à 
Norges-le-Pont
"
DT21-04675,"« Motte de Ballay » (La),",lieu-dit,"
Nuits
",21464,"
lieu-dit, à 
Nuits
 ou dans le voisinage"
DT21-06196,"Saint-Éloi,","chapelle détruite, quartier","
Pontailler-sur-Saône
",21496,"
chapelle détruite, quartier, à 
Pontailler-sur-Saône
, dans la partie qui dépendait des comté et bailliage d’Auxonne, et du diocèse de Besançon"
DT21-05540,"Pradine,",fief,"
Renèves
",21522,"
fief, à 
Renèves
"
DT21-02250,"Crissey,",ancien fief,"
Roche-Pot
",21527,"
ancien fief, à la 
Roche-Pot
"
DT21-06952,"Tour-Sarnay (La),",fief et meix,"
Roche-Pot
",21527,"
fief et meix, à la 
Roche-Pot
"
DT21-03442,"Grouesme (La),",ruisseau,"
Romprey
",non,"
ruisseau, affluent de l’Ource, qui vient de 
Romprey
, passe à Terre-Fondrée, et se jette dans l’Ource, sur la rive gauche, en aval de Recey"
DT21-03780,"Levée-de-César (La),",chemin de la forge,"
Rougemont-sur-Armançon
",21530,"
chemin de la forge de 
Rougemont-sur-Armançon
"
DT21-06933,"Tour (La),","fief, ancien donjon","
Rougemont-sur-Armançon
",21530,"
fief, ancien donjon, à 
Rougemont-sur-Armançon
"
DT21-01234,"Cernay,",fief,"
Saint-Jean-de-Narrosse
",non,"
fief, qui était à 
Saint-Jean-de-Narrosse
"
DT21-03650,"Jouhe (Bief de),",ruisseau,"
Sampans
",39501,"
ruisseau, venant de 
Sampans
 (Jura), qui se jette dans la Vèze, à l’Abergement-lez-Auxonne"
DT21-02373,"Dheune (La),",rivière,"
Saône-et-Loire
",non,"
rivière, affluent de la Saône, venant du département de 
Saône-et-Loire
"
DT21-06024,"Rue-Chaude (La),",anc éc,"
Semur
",21603,"
anc éc de 
Semur
"
DT21-07232,"Vaux (Les),",aujourd’hui faubourg,"
Semur
",21603,"
aujourd’hui faubourg de 
Semur
"
DT21-05085,"Nouot,",moulin,"
Tart-le-Château
",21622,"ancien nom de moulin, à 
Tart-le-Château
"
DT21-03758,"Lentive (La),",ruisseau,"
Val-des-Choux
",non,"
ruisseau, affluent de l’Ource, qui coule du 
Val-des-Choux
 à Villiers-le-Duc (Garnier, n° 740)"
DT21-06187,"Saint-Edme,",chapelle détruite,abbaye de Cîteaux,non,"
chapelle détruite, du premier emplacement de l’abbaye de Cîteaux 
(Voyage litt, 1re partie, 223-224)"
DT21-01109,"Bussière (La),",lieu indéterminé,abbaye de Saint-Seine,non,"
lieu indéterminé, ancienne possession de l’abbaye de Saint-Seine"
DT21-07500,"Visain,",ancien village,"agglomération d’Esbarres
",21249,"
ancien village, aujourd’hui compris dans l’agglomération d’Esbarres
"
DT21-01045,"« Brucialis »,",lieu inconnu,après ,non,"
lieu inconnu, cité au 
vi
e siècle 
après Linerolus, et avant Bressey-sur-Tille 
(Chron S-Bénigne, édit, p 16)"
DT21-03674,"« Juvenadus »,",lieu indéterminé,après « Bonacurtis » et avant Longchamp,21351,"
lieu indéterminé, cité au 
vi
e siècle 
après « Bonacurtis » et avant Longchamp 
(Chron de S-Bénigne, édit, p 16)"
DT21-01230,"« Cernadus »,",lieu inconnu,après Bressey-sur-Tille et avant Vaux-sur-Crosne,21105,"
lieu inconnu, cité au 
vi
e siècle 
après Bressey-sur-Tille et avant Vaux-sur-Crosne 
(Chron S-Bénigne, édit, p 16)"
DT21-02317,"« Curtis Romanisca »,",lieu indéterminé,après Lusigny et avant Détain,21360/21228,"
lieu indéterminé, cité en 1004, après Lusigny et avant Détain 
(Chron de S-Bénigne, édit, p 50)"
DT21-00703,"« Bonacurtis »,",lieu inconnu,après Vaux-sur-Crosne et avant ,non,"
lieu inconnu, cité au 
vi
e siècle 
après Vaux-sur-Crosne et avant Juvenadus
 
(Chron S-Bénigne, édit, p 16)"
DT21-06891,"« Tileriæ »,",lieu de situation indéterminée,après Viévigne et avant Beire,21682/21056,"
lieu de situation indéterminée, cité en 630 
après Viévigne et avant Beire 
(Chron de Bèze, édit, p 235)"
DT21-06605,"Saucey,",lieu indéterminé,"archiprêtré de Beaune
",non,"
lieu indéterminé, qu’un pouillé du diocèse d’Autun met à l’archiprêtré de Beaune
"
DT21-07113,"Uncey,",lieu détruit,"archiprêtré de Beaune
",non,"
lieu détruit, de situation peu déterminée, indiqué dans un pouillé du diocèse d’Autun, de la fin du xiii
e siècle ou du ct du xiv
e
, comme étant le siège d’une cure de l’archiprêtré de Beaune
, à la présentation de l’abbé de Sainte-Marguerite"
DT21-01097,"Bureteaul,",ancien moulin,"au dessous de Vergy
",21523,"
ancien moulin, qui était au dessous de Vergy
"
DT21-03289,"Grand-Chemin (Le),",ancien chemin,Avallon à Cussey-les-Forges et à Saulieu,89025/21220/21584,"
ancien chemin d’Avallon à Cussey-les-Forges et à Saulieu"
DT21-07234,"Vaux-Courbon,",lieu détruit,bailliage de Châtillon,non,"
lieu détruit en 1630, qui était au bailliage de Châtillon 
(Courtépée, IV, 194)"
DT21-01577,"Chassevert,",lieu détruit,bailliage de la Montagne,non,"
lieu détruit, au bailliage de la Montagne 
(Courtépée, IV, 194)"
DT21-05384,"Pitance (La),",ferme détruite,bailliage de la Montagne,non,"
ferme détruite, qui était au bailliage de la Montagne"
DT21-06765,"« Strata Publica »,",voie ancienne,Beaune à Dijon,21054/21231,"
voie ancienne, de Beaune à Dijon"
DT21-07520,"Voie-Blanche (La),",vieux chemin,Belan-sur-Ource à Chaumont-le-Bois,21058/21161,"
vieux chemin, de Belan-sur-Ource à Chaumont-le-Bois 
(Matruchot, Voies, I, p 13 ou 181)"
DT21-01819,"Chemin-des-Romains (Le),",ancienne voie,Beneuvre à Barjon,21063/21049,"
ancienne voie, qui va de Beneuvre à Barjon 
(Simonnet et Liénard, p 39)"
DT21-06948,"Tour-des-Champs (La),",fief,Bissey la-Pierre,21078,"
fief, à Bissey la-Pierre, qui relevait de Larrey ; cité en 1458 
(B 10578)"
DT21-04170,"Marcevaux,",fontaine,"bois d’Is-sur-Tille
",21317,"
fontaine, dans le bois d’Is-sur-Tille
 (Intérieur)"
DT21-01823,"Chemin-Ferré (Le),",ancienne voie,"bois de Flammerans
",21269,"
ancienne voie, dans le bois de Flammerans
"
DT21-05906,"Roche-Pot (La),",,cant de Nolay,21461,"
cant de Nolay"
DT21-06942,"Tour-Bourgeoise (La),",fief,"château de Forléans
",21282,"
fief qui était assis sur une tour du château de Forléans
 ; cité en 1718 
(B 10749)"
DT21-06369,"Saint-Louis,",chapelle,"château de Lantenay
",21339,"
chapelle qui était au château de Lantenay
"
DT21-06370,"Saint-Louis,",chapelle,"château de Montbard
",21425,"
chapelle, au château de Montbard
"
DT21-04657,"Motte (La),",emplacement,"château de Pouilly-en-Auxois
",21501,"
emplacement du château de Pouilly-en-Auxois
, qui continua d’être habité après la démolition du château ; il y avait neuf feux en 1461 ; on y signalait encore des « masières » en 1668 
(B 10804)"
DT21-03440,"Grosne (Le),",ruisseau,"combe de Chambolle
",21133,"
ruisseau, affluent de la Vouge, sortant de la combe de Chambolle
"
DT21-01530,"Charmoy,",ferme,commune Clémencey,21178,"
ferme, commune Clémencey"
DT21-01727,"Chaume-Dessus (La),",hameau,commune Magnien,21363,"
hameau, commune Magnien"
DT21-00479,"« Belrubrius »,",lieu détruit,"comté de Duesme
",non,"
lieu détruit, au comté de Duesme
"
DT21-03530,"« Hesia »,",lieu détruit,"Cunfin (Aube), Lanty (Haute-Marne), Autricourt et Riel-les-Eaux",10119/52272/21034/21524,"
lieu détruit, vers Cunfin (Aube), Lanty (Haute-Marne), Autricourt et Riel-les-Eaux"
DT21-01762,"Chaussée-Brunehaut (La),",voie ancienne,d’Arnay-le-Duc à Chalon-sur-Saône,21023/71076,"nom d’une voie ancienne, d’Arnay-le-Duc à Chalon-sur-Saône, passant à Maligny, La Canche, Champignolles, Rouvray, Molinot et Nolay (Simonnet et Liénard, p 31-32)"
DT21-01764,"Chaussée-des-Gens-d’Armes (La),",voie ancienne,d’Autun à Dijon,71014/21231,"
voie ancienne, d’Autun à Dijon, passant par Bligny-sur-Ouche (Simonnet et Liénard, p 32)"
DT21-03668,"Jumeaux (Les),",deux monticules,de Prusly-sur-Ource,21510,"
deux monticules, l’un de la commune de Massingy-lez-Châtillon, l’autre de celle de Prusly-sur-Ource, entre lesquels passe la voie romaine de Châtillon à Langres"
DT21-03110,"Fromenteau,",hameau,de Trouhaut,21646,"
hameau situé en partie sur la commune de Saint-Martin-du-Mont et en partie sur celle de Trouhaut"
DT21-00333,"Batis (Les),",bois ducal,"domaine d’Argilly
",21022,"
bois ducal, du domaine d’Argilly
"
DT21-02634,"Faux,",forêt ducale,"domaine d’Argilly
",21022,"
forêt ducale, qui dépendait du domaine d’Argilly
"
DT21-03098,"Frétois,",bois ducal,"domaine d’Argilly
",21022,"
bois ducal, qui dépendait du domaine d’Argilly
"
DT21-07384,"Vieille-Oreille,",bois ducal,"domaine d’Arnay-le-Duc
",21023,"
bois ducal, qui dépendait du domaine d’Arnay-le-Duc
"
DT21-00282,"Barotte (La),",bois ducal,"domaine de Brazey-en-Plaine
",21103,"
bois ducal, du domaine de Brazey-en-Plaine
"
DT21-03521,"Haye-Bousson,",bois ducal,"domaine de Brazey-en-Plaine
",21103,"
bois ducal, du domaine de Brazey-en-Plaine
"
DT21-03482,"« Gutis »,",bois ducal,"domaine de Fouchanges
",21016,"
bois ducal, qui dépendait du domaine de Fouchanges
"
DT21-00675,"Bois-le-Duc,",ancien bois ducal,"domaine de Rouvres-en-Plaine
",21532,"
ancien bois ducal, du domaine de Rouvres-en-Plaine
"
DT21-00865,"Bouleuse (La),",bois ducal,"domaine de Rouvres-en-Plaine
",21532,"
bois ducal, du domaine de Rouvres-en-Plaine
"
DT21-04138,"Malessart,",bois ducal,"domaine de Saint-Romain
",21569,"
bois ducal, du domaine de Saint-Romain
"
DT21-01388,"Champmoron,",bois et étang,domaine de Talant,21617,"
ferme, commune de Daix ; ancien village, avec maison-forte, puis grange des Chartreux de Dijon ; bois et étang du duc de Bourgogne, de son domaine de Talant"
DT21-00693,"Boissière (La),",bois ducal,"domaine de Talant
",21617,"
bois ducal, du domaine de Talant
"
DT21-03517,"« Haute-Silve »,",bois ducal,"domaine de Talant
",21617,"
bois ducal, qui dépendait du domaine de Talant
"
DT21-00916,"« Boutières »,",bois ducal,"domaine de Vergy
",21523,"
bois ducal, du domaine de Vergy
"
DT21-02681,"Ferté (La),",bois,"domaine ducal de la Perrière-sur-Saône
",21342,"
bois qui dépendait du domaine ducal de la Perrière-sur-Saône
"
DT21-02648,"Fée (La),",bois,"domaine ducal de Saint-Romain
",21569,"
bois qui dépendait du domaine ducal de Saint-Romain
"
DT21-02977,"Foulot (Le),",bois,"domaine ducal de Saint-Romain
",21569,"
bois qui dépendait du domaine ducal de Saint-Romain
"
DT21-03840,"Loges (Les),",ancien étang,"domaine ducal de Villiers-le-Duc
",21704,"
ancien étang du domaine ducal de Villiers-le-Duc
"
DT21-00384,"Beaumont,",lieu-dit,entre Aloxe et Beaune,21010/21054,"
lieu-dit, entre Aloxe et Beaune"
DT21-05137,"Ormoy,",lieu détruit,entre Arnay-le-Duc et Saint-Prix,21023/21567,"
lieu détruit, qui était entre Arnay-le-Duc et Saint-Prix"
DT21-01818,"Chemin-des-Auvergnats (Le),",chemin,entre Auxant et Veilly,21036/21660,nom d’un chemin qui sert de limite entre Auxant et Veilly
DT21-06142,"Saint-Désiré,",ermitage détruit,entre Beaune et Pommard,21054/21492,"
ermitage détruit, qui était entre Beaune et Pommard 
(Courtépée, II, 278)"
DT21-06563,"Sanvignes,",lieu détruit,entre Beaune et Savigny-lez-Beaune,21054/21590,"
lieu détruit, entre Beaune et Savigny-lez-Beaune (Garnier), ou entre Beaune et Aloxe"
DT21-02144,"Couchot,",ferme détruite,entre Bèze et Noiron,21071/21459,"
ferme détruite, entre Bèze et Noiron"
DT21-05801,"Rêpe (La),",chapelle détruite,entre Bligny-sous-Beaune et Tailly,21086/21616,"
chapelle détruite, entre Bligny-sous-Beaune et Tailly"
DT21-03801,"« Linerolus »,",lieu indéterminé,entre Chambeire et « Brucialis »,21130/,"
lieu indéterminé, cité au 
vi
e siècle 
entre Chambeire et « Brucialis » 
(Chron de S-Bénigne, édit, p 16)"
DT21-06727,"Sivry,",lieu détruit,entre Chevannay et Charencey,21168/21144,"
lieu détruit, entre Chevannay et Charencey"
DT21-01822,"Chemin-Ferré (Le),",ancienne voie,entre Cîteaux et Villebichot,/21691,"
ancienne voie, entre Cîteaux et Villebichot"
DT21-06981,"Trémolois,",village détruit,entre Dijon et Chenoves,21231/21166,"
village détruit, qui était entre Dijon et Chenoves, et où il y avait un prieuré-cure dépendant de l’abbaye de Saint-Étienne de Dijon ; son église, sous le vocable de Saint-Jacques, était l’église-mère de celle de N-D de Dijon (Fyot, p 267-268)"
DT21-04752,"Moulin-à-Vent (Le),",détr,entre Échalot et Larçon,21237/,"
détr, qui était sur la montagne, entre Échalot et Larçon"
DT21-05555,"Pré (Le),",lieu détruit,entre Époisses et Vieux-Château,21247/21681,"
lieu détruit, paraissant situé entre Époisses et Vieux-Château 
(Garnier, n° 591)"
DT21-00027,"Âges (Les),",lieu-dit,entre Fontaine-lez-Dijon et Talant,21278/21617,"
lieu-dit, entre Fontaine-lez-Dijon et Talant"
DT21-06894,"Tille (Moulin-de-la-),",détr (?),entre Genlis et Varanges,21292/21656,"
détr (?), qui était entre Genlis et Varanges"
DT21-06700,"Sarrigny,",village détruit,"entre Gissey-le-Vieil, Beurey et Soussey",21298/21068/21613,"serait un village détruit, situé entre Gissey-le-Vieil, Beurey et Soussey 
(Garnier, n° 705)"
DT21-01133,"Caillier (Le),",ferme détruite,entre Lantilly et Champdoiseau,21341/21137,"
ferme détruite, entre Lantilly et Champdoiseau"
DT21-00412,"Beauvoir,",ferme détruite,entre Longecourt et Marliens,21353/21388,"
ferme détruite, qui était entre Longecourt et Marliens"
DT21-06556,"Sampigny,",lieu détruit,entre Marsannay-la-Côte et Gevrey,21390/21295,"
lieu détruit, entre Marsannay-la-Côte et Gevrey 
(Pérard, p 129), peut-être près de Couchey"
DT21-07413,"Vigne-Rouget (La),",forêt domaniale,entre Riel-les-Eaulx et Gevrolles,21524/21296,"
forêt domaniale, entre Riel-les-Eaulx et Gevrolles ; elle provient de l’évêché de Langres"
DT21-03285,"Grand’Borne (La),",lieu-dit,entre Savoisy et Nesle,21594/21451,"
lieu-dit, entre Savoisy et Nesle, sur la voie romaine"
DT21-03648,"Jouancey,",lieu détruit,entre Savoisy et Puits,21594/21511,"
lieu détruit, entre Savoisy et Puits, au nord"
DT21-01643,"Château-Naudet,",lieu détruit,entre Véronnes-les-Grandes et Orville,21667/21472,"
lieu détruit, entre Véronnes-les-Grandes et Orville 
(Courtépée, add, IV, p 685)"
DT21-01146,"Calvaire (Le),",lieu-dit,"est de Villers-Patras
",21700,"
lieu-dit, à l’est de Villers-Patras
 
(Denis, n° XXXII, p 31-32)"
DT21-06387,"Saint-Martin,",anc éc,"faubourg de Beaune
",21054,"
anc éc, faubourg de Beaune
 ; ancienne église et abbaye"
DT21-06430,"Saint-Michel,",chapelle,"faubourg de Montbard
",21425,"
chapelle, au faubourg de Montbard
, au nord, indiquée par Cassini"
DT21-00234,"Banlot (Le),",ruisseau,"finage de Beaunotte
",21055,"
ruisseau, au finage de Beaunotte
 
(Garnier, n° 498)"
DT21-00015,"Abîme (L’),",ruisseau,"finage de Bourberain
",21094,"
ruisseau qui coule sur le finage de Bourberain
 
(Garnier, n° 63)"
DT21-00320,"Bassot (Le),",ruisseau,"finage de Bressey-sur-Tille
",21105,"
ruisseau, qui coule au finage de Bressey-sur-Tille
 et vient de la fontaine du Charmoy"
DT21-00977,"Breuil (Ruisseau du),",,"finage de Foissy
",21274,"affluent de l’Arroux, qui prend sa source au finage de Foissy
, traverse les territoires de Saint-Prix-lez-Arnay, de Magnien, où il donne son nom à un étang et à un moulin ; à la ferme de Lauronne, qui porte l’ancien nom de ce ruisseau, puis au territoire de Voudenay, et se jette dans l’Arroux en aval de ce village, après avoir passé au finage de Villeneuve, d’où il est appelé quelquefois 60
Ruisseau de Villeneuve
"
DT21-01263,"Chairon,",ruisseau,"finage de Gevrey
",21295,"
ruisseau affluent de la Vouge, rive gauche, qui vient du finage de Gevrey
, alimente les étangs de Satenay, passe à Barges, Noiron-sous-Gevrey, et se joint à la Vouge au territoire d’Izeure"
DT21-00089,"Anneau (L’),",ruisseau,"finage de Martrois
",21392,"
ruisseau, affluent de l’Armançon, rive dr, qui coule au finage de Martrois
 
(Garnier, n° 419)"
DT21-04300,"Meix-Riger (Le),",ancien fief,"finage de Morteuil
",21405,"
ancien fief, finage de Morteuil
"
DT21-00239,"Banotte (La),",ruisseau,"finage de Pluvet
",21487,"
ruisseau, qui coule au finage de Pluvet
"
DT21-00198,"Avau (Rû d’),",ruisseau,"finage de Vic-de-Chassenay
",21676,"
ruisseau, au finage de Vic-de-Chassenay
 
(Garnier, n° 608)"
DT21-06766,"« Strata Publica »,",voie ancienne,Fleurey-sur-Ouche à Saint-Seine-l’Abbaye,21273/21573,"
voie ancienne, de Fleurey-sur-Ouche à Saint-Seine-l’Abbaye"
DT21-01626,"Châtelet (Le),",lieu-dit,"forêt communale de Bouilland
",21092,"
lieu-dit, dans la forêt communale de Bouilland
"
DT21-06782,"Sussey,",canton de bois,"forêt communale de Faverolles-lez-Lucey
",21262,"
canton de bois de la forêt communale de Faverolles-lez-Lucey
"
DT21-01603,"Château-Manchard (Le),",canton de bois,"forêt communale de Saint-Martin-du-Mont
",21561,"
canton de bois de la forêt communale de Saint-Martin-du-Mont
"
DT21-03834,"Loge-Pierre (La),",canton de bois,forêt domaniale de Détain,21228,"
canton de bois de la forêt domaniale de Détain"
DT21-04000,"Maison-Neuve (La),",maison forestière,forêt domaniale de Lugny,non,"
maison forestière, dans la forêt domaniale de Lugny"
DT21-05468,"Pont-Boudin (Le),",maison forestière,forêt domaniale de Saint-Léger,21556,"
maison forestière, dans la forêt domaniale de Saint-Léger"
DT21-05112,"Oncey,",canton de bois,forêt domaniale des Laverottes,non,"
canton de bois, dans la forêt domaniale des Laverottes"
DT21-03334,"Grands-Chemins (Les),",bois,"gruerie de Pontailler
",non,"
bois qui était de la gruerie de Pontailler
"
DT21-01028,"Brosse-aux-Moines (La),",bois,"gruerie de Salmaise
",non,"
bois qui était en la gruerie de Salmaise
"
DT21-06307,"Saint-Jacques,",ancienne chapelle,léproserie de Montbard,21425,"
ancienne chapelle de la léproserie de Montbard 
(Arch nat, Zin 6, f° 434)"
DT21-06397,"Saint-Martin,",fontaine,limite de Fénay et de Saulon-la-Rue,21263/21586,"
fontaine, à la limite de Fénay et de Saulon-la-Rue"
DT21-01308,"Champagny,",village détruit,Maillys et Tillenay,21371/21639,"
village détruit, entre les Maillys et Tillenay ; ancienne possession de la Sainte-Chapelle de Dijon"
DT21-01647,"Châtellenot,",bois,"marquisat d’Époisses
",non,"
bois du marquisat d’Époisses
"
DT21-05176,"« Panerias »,",lieu indéterminé,Marsannay-la-Côte et après Fénay,21390/21263,"
lieu indéterminé, cité en 1066 (sous la date de 1015), avant Marsannay-la-Côte et après Fénay 
(P Gautier, p 277)"
DT21-01964,"Clous (Les),",rivière,"Melin-sous-Orches, Auxey, Meursault et Merceuil",/21037/21412/21405,"
rivière affluent de la Dheune, rive gauche, qui passe à Melin-sous-Orches, Auxey, Meursault et Merceuil"
DT21-01825,"Chemin-Ferré (Le),",lieu-dit,"montagne de Sainte-Colombe-lez-Vitteaux
",non,"
lieu-dit, sur la montagne de Sainte-Colombe-lez-Vitteaux
 
(L Matruchot, Voies rom, I, p 22)"
DT21-00961,"Brenne (La),",rivière,"montagne de Sombernon
",non,"
rivière, affluent de l’Armançon, rive droite, qui sort au pied de la montagne de Sombernon
 ; elle passe à Aubigny-lez-Sombernon, Grosbois-en-Montagne, Uncey-le-Franc, Vitteaux, Posanges, Arnay-sous-Vitteaux, Brain, Pouillenay, Seigny, Courcelles-lez-Montbard, Fain-lez-Montbard, Nogent, Montbard, et se jette dans l’Armançon en aval de Saint-Remy, où elle donne son nom à un moulin"
DT21-01816,"Chemin-des-Allemands (Le),",ancienne voie,Moutier-Saint-Jean à Vignes,21446/89448,"
ancienne voie, de Moutier-Saint-Jean à Vignes (Yonne)"
DT21-00531,"Bertaud,","lieu détruit, ancien fief",ou de Fontaine-Française,21277,"
lieu détruit, ancien fief, commune de Fontenelle 
(Courtépée, II, 196), ou de Fontaine-Française (Nouv état général)"
DT21-00625,"« Blandoniacus »,",lieu indéterminé,"pagus d’Atuyer
",non,"
lieu indéterminé, au pagus d’Atuyer
"
DT21-02315,"« Curtis Bunciana »,",lieu indéterminé,"pagus d’Atuyer
",non,"
lieu indéterminé, au pagus d’Atuyer
, cité en 679 
(cartul de S-Bénigne, ch 30)"
DT21-02316,"« Curtis Mulinensis »,",lieu indéterminé,"pagus d’Oscheret
",non,"
lieu indéterminé, au pagus d’Oscheret
 ; on l’a identifié avec Crimolois"
DT21-06746,"« Sorelgiæ »,",lieu détruit,"pagus d’Oscheret
",non,"
lieu détruit, au pagus d’Oscheret
"
DT21-02006,"« Colonicæ »,",lieu détruit,"pagus de Duesme
",non,"
lieu détruit, qui était au pagus de Duesme
 ; peut-être Montceaux, près de Billy-lez-Chanceaux"
DT21-00050,Alba Terra,lieu détruit,"pagus de Mémont
",non,"
lieu détruit, au pagus de Mémont
"
DT21-05512,"« Posciacum »,",lieu indéterminé,"pagus du Lasçois
",non,"
lieu indéterminé, au pagus du Lasçois
, cité avec Laignes en 632 
(Chron de S-Bénigne, édit, p 50)"
DT21-04264,"Maufoux,",ancien fief,"paroisse d’Arcenant
",21017,"
ancien fief, en la paroisse d’Arcenant
 
(Courtépée, II, 373)"
