Article,Vedette,Type vedette,Candidat,INSEE,Définition
DT30-06164,"Sainte-Pasque,",église entièrement disparue aujourd'hui,"
Beaucaire
",30032,"
église entièrement disparue aujourd'hui, à 
Beaucaire
."
DT30-06167,"Saint-Esprit,",chapelle de confrérie,"
Beaucaire
",30032,"
chapelle de confrérie, à 
Beaucaire
, sur la place de l'église paroissiale de Notre-Dame-des-Pommiers."
DT30-06344,"Saint-Nazaire,",église,"
Beaucaire
",30032,"
église à 
Beaucaire
."
DT30-06353,"Saint-Paul,",église paroissiale,"
Beaucaire
",30032,"
église paroissiale à 
Beaucaire
."
DT30-02143,"Crouzet (Le),",ruisseau,"
Bidousses
",non,"
ruisseau qui prend sa source aux 
Bidousses
, commune du Vigan, et se jette dans l'Arre sur le territoire de la même commune."
DT30-00266,"Arrigas (L'),",ruisseau,"
Bonnal
",non,"
ruisseau qui prend sa source à 
Bonnal
, ferme de la commune d’Arrigas, au mont Lengas, et se jette dans l'Arre sur le territoire de la même commune."
DT30-02713,"Font-des-Ladres,",source,"
Caissargues
",non,"
source à 
Caissargues
, commune de Bouillargues, dans une terre qui appartenait à la léproserie de Nimes."
DT30-00617,"Bedous (Le),",ruisseau,"
Cap-des-Mourèses
",non,"
ruisseau qui prend sa source au 
Cap-des-Mourèses
, commune du Vigan, traverse la commune de Mandagout et se jette dans l'Arre sur le Saint-André-de-Majencoulesterritoire de la commune de ."
DT30-04348,"Merlière (La),",ruisseau,"
Cap-des-Mourèses
",non,"
ruisseau qui descend du 
Cap-des-Mourèses
, commune du Vigan, et se jette dans l'Arre, à l'extrémité du pré de la Condamine, sur le territoire de la même commune."
DT30-00396,"Balcouze (La),",ruisseau,"
Col-du-Bez
",non,"
ruisseau qui prend sa source au 
Col-du-Bez
, commune de Saint-Martial, et se jette dans le Rieutort ou Ensumène sur le territoire de la même commune."
DT30-01791,"Colcrubairol (Le),",ruisseau,"
Combe-des-Pors
",non,"
ruisseau qui a sa source à la 
Combe-des-Pors
, commune de Cannes-et-Clairan, et se jette dans la Courme sur le territoire de la même commune."
DT30-01701,"Claou (Le),",ruisseau,"
Combe-Sourdière
",non,"
ruisseau qui prend sa source à 
Combe-Sourdière
, commune de Puechredon, et se jette dans la Reyanne sur le territoire de la même commune."
DT30-02284,"Elbec (L'),",ruisseau,"
Coulisse
",non,"
ruisseau qui prend sa source à la 
Coulisse
, commune de la Rouvière (le Vigan), et va se jeter dans l'Hérault sur le territoire de la même commune."
DT30-02635,"Fontanouille (La),",ruisseau,"
Cratoul
",non,"
ruisseau qui prend sa source à 
Cratoul
, commune de Saint-Christol-de-Rodières, et se jette dans le More sur le territoire de la même commune."
DT30-02244,"Doulibre (Le),",ruisseau,"
Font-de-Grazilhes
",non,"
ruisseau qui prend sa source à la 
Font-de-Grazilhes
, commune de Crespian, et se jette dans le 75Vidourle sur le Vic-le-Fesqterritoire de la commune de ."
DT30-05790,"Rieu-Public (Le),",ruisseau,"
Font-des-Codes
",non,"
ruisseau qui a sa source à la 
Font-des-Codes
, commune de Bellegarde, et se perd dans le canal de Beaucaire à Aiguesmortes."
DT30-00505,"Bastardel (Le),",ruisseau,"
Font-du-Pigeon
",non,"
ruisseau qui a sa source à la 
Font-du-Pigeon
, commune de Manduel, et se jette dans le Buffalon sur le territoire de la même commune."
DT30-00390,"Baissasse (La),",ruisseau,"
Fontbonne
",non,"
ruisseau qui prend sa source à 
Fontbonne
, commune de Villevieille, et se jette dans le Vidourle sur le territoire de Sommière."
DT30-04371,"Milange,",moulin,"
Hérault
",non,"
moulin sur l'
Hérault
, commune de Valleraugue."
DT30-01380,"Cantarène (La),",ruisseau,"
Labau
",non,"
ruisseau qui prend sa source à 
Labau
, commune d’Anduze, et se jette dans le Gardon sur le territoire de la même commune."
DT30-01468,"Cassanas (Le),",ruisseau,"
Lengas
",non,"
ruisseau qui prend sa source au mont 
Lengas
, sur la ferme dite la Grandès-Haute, commune de Dourbie, et se jette dans la Dourbie sur le territoire de la même commune."
DT30-00272,"Asclié (Col de l'),",montagne,"
Liron
",non,"dans la montagne du 
Liron
, entre les communes de la Rouvière et de Saint-Martin-de-Corconac."
DT30-06933,"Tourriès (Le),",ruisseau,"
Mas-d'Ezort
",non,"
ruisseau qui prend sa source au 
Mas-d'Ezort
, sur la commune de Souvignargues, et se jette dans l'Aigalade sur le territoire de la même commune."
DT30-06720,"Souls (Les),",ruisseau,"
Minier
",non,"
ruisseau qui a sa source au 
Minier
, commune de Bréau-et-Salagosse, et se jette dans le Coudouloux ou rivière d'Aulas à la limite du territoire de Bréau."
DT30-02924,"Galeizon (Le),",ruisseau,"
Pendédis
",non,"
ruisseau qui prend sa source au 
Pendédis
, commune de Saint-Michel-de-Dèzes (Lozère), entre dans le département du Gard par la commune de la Melouse, traverse celle de Saint-Paul-la-Coste et se jette dans le Gardon sur le Cendrasterritoire de la commune de ."
DT30-06144,"Sainte-Croix,",église ruinée,"
Prés-Rasclaux
",non,"
église ruinée, aux 
Prés-Rasclaux
, commune d’Alais. — (Rech. hist. sur Alais, p. 265)."
DT30-00057,"Aigalade (L'),",ruisseau,"
Puits-de-Revessat
",non,"
ruisseau qui prend sa source au 
Puits-de-Revessat
, commune de Combas, et se jette dans le Vidourle sur le Villevieilleterritoire de la commune de , après avoir traversé celles de Montpezat et de Souvignargues."
DT30-02210,"Devèze (La),",ruisseau,"
Quier
",non,"
ruisseau qui prend sa source au 
Quier
, commune de Mars, et se jette dans le Rat sur le Bréauterritoire de la commune de ."
DT30-01469,"Cassande (La),",ruisseau,"
Roquette
",non,"
ruisseau qui a sa source à la 
Roquette
, au territoire de Générac, et se perd dans les marais de Saint-Gilles."
DT30-01579,"Cèze (La),",rivière,"
Saint-André-de-Capcèze
",48135,"
rivière qui prend sa source à 
Saint-André-de-Capcèze
 (Lozère), entre dans le département sur 54le Ponteilsterritoire de la commune de  et, après en avoir arrosé toute la partie septentrionale, se jette dans le Rhône sur le Codoletterritoire de la commune de ."
DT30-06226,"Saint-Jacques,","église, aujourd'hui détruite","
Saint-Gilles
",30258,"
église, aujourd'hui détruite, dans 
Saint-Gilles
 
(Rivoire, Statist. du Gard, t. II, p. 595)."
DT30-06255,"Saint-Jean-l'Évangéliste,",église ruinée,"
Saint-Gilles
",30258,"
église ruinée, dans 
Saint-Gilles
. — (Rivoire, Statist. du Gard, t. II, p. 595)."
DT30-06272,"Saint-Laurent,",église paroissiale,"
Saint-Gilles
",30258,"
église paroissiale dans 
Saint-Gilles
, 215entièrement ruinée aujourd'hui. — (Rivoire, Statist. du Gard, t. II, p. 595)."
DT30-06305,"Saint-Martin,",église détruite,"
Saint-Gilles
",30258,"
église détruite à 
Saint-Gilles
."
DT30-06346,"Saint-Nicolas,",église détruite,"
Saint-Gilles
",30258,"
église détruite dans 
Saint-Gilles
. — (Rivoire, Statist. du Gard, t. II, p. 595)."
DT30-06364,"Saint-Pierre,","église, aujourd'hui détruite","
Saint-Gilles
",30258,"
église, aujourd'hui détruite, dans 
Saint-Gilles
."
DT30-06388,"Saint-Privat,",église détruite,"
Saint-Gilles
",30258,"
église détruite, dans 
Saint-Gilles
."
DT30-07240,"Verdu,",un des pic,"
Saint-Guiral
",non,"
un des pic du 
Saint-Guiral
."
DT30-00800,"Boissière (La),",ruisseau,"
Ségoussas
",non,"
ruisseau qui prend sa source à 
Ségoussas
, commune de Rousson, et se jette dans le Camelier sur le Navacelleterritoire de la commune de ."
DT30-00816,"Bonheur (Le),",ruisseau,"
Sérayrède
",non,"
ruisseau qui prend sa source à la 
Sérayrède
, commune de Valleraugue, disparaît dans l'abîme de Bramabiaou et, après avoir reparu, va se jeter dans 30le Trévezels sur la commune de Saint-Sauveur-des-Poursils."
DT30-00040,"Agau (L'),",ruisseau,"
Serre-Brugal
",non,"
ruisseau qui prend sa source au 
Serre-Brugal
, commune de Saint-Gilles, et va se perdre dans le marais de Scamandre, même commune."
DT30-06043,"Sabranenque (La),",petit pays,"
Uzége
",non,"
petit pays de l'
Uzége
."
DT30-02646,"Font-Barben,",source,"
Vallat-des-Crottes
",non,"
source du 
Vallat-des-Crottes
, sur la ferme de la Barben, commune de Nimes, à la limite N.-O. des garrigues."
DT30-05174,"Pilles-Près,",source,"
Vauvert
",30341,"
source, plus voisine de 
Vauvert
 que la précédente."
DT30-06382,"Saint-Pons,",église paroissiale,"
Villeneuve-lez-Avignon
",30351,"
église paroissiale dans 
Villeneuve-lez-Avignon
. — (Arch. départ. C. 1352)."
DT30-03233,"Hérault (L'),",fleuve,Agde,34003,"
fleuve qui a sa source au mont Aigoual, commune de Valleraugue, traverse celles de la Rouvière, Saint-André-de-Majencoules, Mandagout, Roquedur, Saint-Julien-de-la-Nef et Saint-Laurent-le-Minier et entre dans le département auquel il donne son nom pour aller se jeter à Agde dans la Méditerranée."
DT30-01406,"Capette (Canal de la),",,Aiguesmortes,non,"fait communiquer, à partir de Gallician, commune de Vauvert, le canal de Beaucaire à Aiguesmortes avec le Petit-Rhône et avec le canal de Sylvéréal."
DT30-05790,"Rieu-Public (Le),",ruisseau,Aiguesmortes,non,"
ruisseau qui a sa source à la 
Font-des-Codes
, commune de Bellegarde, et se perd dans le canal de Beaucaire à Aiguesmortes."
DT30-05678,"Razil (Le),",ruisseau,Aiguesvives de Congéniès,non,"
ruisseau formé par la réunion de trois sources descendant des collines boisées qui séparent Aiguesvives de Congéniès, et qui s'appellent en languedocien les Ouilles (les Eulalies), parce qu'elles prennent naissance sur le territoire de l'ancien prieuré de Sainte-Eulalie-de-Razil."
DT30-00148,"Amoux (L'),",ruisseau,Anduze,30010,"
ruisseau qui prend sa source sur la commune de Mialet, traverse celles de Saint-Sébastien-d'Aigrefeuille, de Générargues et d'Anduze et se jette dans le Gardon au-dessus d'Anduze."
DT30-00134,"Alzon,",,arrondissement du Vigan,non,"
arrondissement du Vigan."
DT30-05621,"Quissac,",,arrondissement du Vigan,non,"
arrondissement du Vigan."
DT30-06075,"Saint-André-de-Valborgne,",,arrondissement du Vigan,non,"
arrondissement du Vigan."
DT30-06224,"Saint-Hippolyte-du-Fort,",,arrondissement du Vigan,non,"
arrondissement du Vigan."
DT30-06466,"Salle (La),",chef-lieu de canton,arrondissement du Vigan,non,"
chef-lieu de canton, arrondissement du Vigan."
DT30-06541,"Sauve,",chef-lieu de canton,arrondissement du Vigan,non,"
chef-lieu de canton, arrondissement du Vigan."
DT30-06744,"Sumène,",,arrondissement du Vigan,non,"
arrondissement du Vigan."
DT30-06984,"Trève,",,arrondissement du Vigan,non,"
arrondissement du Vigan."
DT30-07148,"Valleraugue,",,arrondissement du Vigan,non,"
arrondissement du Vigan."
DT30-02604,"Fontaine-de-Nimes (La),",ruisseau,au pied de la colline de la Tourmagne,non,"
ruisseau qui prend sa source au pied de la colline de la Tourmagne, à Nimes, et se jette dans le Vistre sur le territoire de la même commune."
DT30-07211,"Vaunage (La),",portion du ,au-dessous de la Gardonnenque,non,"
portion du pagus
 

Nemausensis
 située au-dessous de la Gardonnenque (vallis Gardonica) et qui la sépare de la région des Marais (Litoraria)."
DT30-00031,"Agal (L'),",ruisseau,au-dessous de Quissac,30210,"
ruisseau qui prend sa source à la chaussée de Planque, commune de Liouc, et se jette dans le Vidourle un peu au-dessous de Quissac."
DT30-03622,"Loubaou (Le),",vallat ou ruisseau,au-dessous du moulin du Prieur,non,"
vallat ou ruisseau qui se détache du ruisseau de la Fontaine-de-Nimes avant l'arrivée de celui-ci au Vistre proprement dit ; il se jette dans le Vistre au-dessous du moulin du Prieur, commune de Nimes."
DT30-02682,"Font-d'Anduze,",ruisseau,au-dessus d'Anduze,30010,"
ruisseau qui prend sa source sur les pentes de la Grande-Pallière, montagne de la commune de Thoiras, et va se jeter dans le Gardon un peu au-dessus d'Anduze."
DT30-05734,"Reyanne (La),",ruisseau,au-dessus de l'Argentière,non,"
ruisseau qui prend sa source sur la commune de Saint-Théodorit et se jette dans le Baix un peu au-dessus de l'Argentière, commune de Canaules-et-Argentières."
DT30-00299,"Aubezier (L'),",ruisseau,au-dessus de la Barraque-de-Michel,non,"
ruisseau qui prend sa source dans les bois de Saint-Sauveur-des-Poursils, sur le Camprieuterritoire du village de , et se jette dans le ruisseau de Bonheur un peu au-dessus de la Barraque-de-Michel, même commune."
DT30-04582,"Moulin de la Resse,",moulin ruiné,au-dessus de la chapelle de Notre-Dame-de-Bonheur,non,"
moulin ruiné, sur le ruisseau de la Resse (voy. ce nom), au-dessus de la chapelle de Notre-Dame-de-Bonheur."
DT30-05724,"Resse (La),",ruisseau,au-dessus de la chapelle de Notre-Dame-de-Bonheur,non,"
ruisseau qui prend sa source sur la commune de Meyrueis (Lozère), dans les bois de l'Aigoual, et se jette dans la rivière de Bonheur un peu au-dessus de la chapelle de Notre-Dame-de-Bonheur."
DT30-02749,"Fontiby,",source,au-dessus de la ferme de Brignon,non,"
source, commune de Marguerittes ; elle se jette dans le Vistre au-dessus de la ferme de Brignon."
DT30-04158,"Masque (Vallat-de-la-),",ruisseau,au-dessus de la ferme de Ficou,non,"
ruisseau qui prend sa source au-dessus de la ferme de Ficou, commune du Vigan, et se jette dans l'Arre sur le territoire de la même commune."
DT30-02333,"Escattes (L'),",ruisseau,au-dessus de la ferme de Lorieux,non,"
ruisseau qui prend sa source sur la commune de Congéniès, traverse celle de Calvisson et va se jeter dans le Rhôny un peu au-dessus de la ferme de Lorieux, commune de Calvisson."
DT30-04339,"Merdanson (Le),",ruisseau,au-dessus de la ferme de Rouvergat,non,"
ruisseau qui prend sa source au-dessus de la ferme de Rouvergat, commune de Salindres, et se jette dans l'Auzonnet en face d'Auzon, commune d’Allègre."
DT30-07304,"Vidourle (Le),",fleuve,au-dessus de la ferme du Vidourle,non,"
fleuve qui prend sa source au-dessus de la ferme du Vidourle, commune de Saint-Roman-de-Codière, traverse les communes du Cros, de Cambo, Saint-Hippolyte-du-Fort, Conqueirac, Sauve, Quissac, Liouc, Hortoux-et-Quilhan, Gailhan-et-Sardan, Vic-le-Fesc, Lèques, Fontanès, Salinelles, Sommière, Aubais, Aiguesvives, Galargues, Aimargues, Saint-Laurent-d'Aigouze, et se jette dans l'étang de Repausset sur le Aiguesmortesterritoire de la commune d’."
DT30-02664,"Font-Chapelle,",source,au-dessus de la fontaine de Calvas,non,"
source, commune de Nimes, au-dessus de la fontaine de Calvas."
DT30-07217,"Vébron (Le),",ruisseau,au-dessus du hameau de Saint-Germain-de-Cèze,non,"
ruisseau qui prend sa source au flanc du mont Bannassac, sur la commune de Saint-Ambroix, traverse le territoire de cette commune et celui de la commune des Mages, entre lesquels il sert de limite, et se jette dans la Cèze un peu au-dessus du hameau de Saint-Germain-de-Cèze."
DT30-02320,"Escaillon (L'),",ruisseau,au-dessus du moulin Fouquet,non,"
ruisseau qui prend sa source sur la ferme de Campagnolles, commune de Générac, traverse la commune d’Aubord et se jette dans le Vistre un peu au-dessus du moulin Fouquet, commune d’Aubord."
DT30-02781,"Font-Vendargues,",ruisseau,au-dessus du moulin Villard,non,"
ruisseau qui prend sa source à la ferme d'Aubay, commune de Nimes, et se jette dans le Vistre au-dessus du moulin Villard, même commune."
DT30-05937,"Roubine de Jonquières (La),",ruisseau,bergerie de la Devèze,non,"
ruisseau qui prend sa source à la bergerie de la Devèze, commune de Jonquières-et-Saint-Vincent, traverse l'étang de Jonquières et se jette dans le Rhône."
DT30-02773,"Font-Saint-Martin,",ruisseau,bois de Campagnes,non,"
ruisseau qui a sa source dans le bois de Campagnes, commune de Nimes, et se perd dans les fossés de la route de Saint-Gilles."
DT30-05796,"Rieyre-de-Campagnes (La),",ruisseau,bois de Campagnes,non,"
ruisseau qui naît et se perd dans le bois de Campagnes, commune de Nimes."
DT30-00771,"Bois (Le Ruisseau des),",,bois de Caveirac,30075,prend sa source dans les bois de Caveirac et se jette dans le Rhôny sur le territoire de la même commune.
DT30-01391,"Canterane (La),",ruisseau,bois de Fouiller,non,"
ruisseau qui prend sa source dans le bois de Fouiller, commune de Crespian, et se jette dans le Doulibre sur le territoire de la même commune."
DT30-05724,"Resse (La),",ruisseau,bois de l'Aigoual,non,"
ruisseau qui prend sa source sur la commune de Meyrueis (Lozère), dans les bois de l'Aigoual, et se jette dans la rivière de Bonheur un peu au-dessus de la chapelle de Notre-Dame-de-Bonheur."
DT30-00080,"Aiguille (L'),",ruisseau,bois de la Chartreuse de Valbonne,non,"
ruisseau qui a sa source dans les bois de la Chartreuse de Valbonne, commune de Saint-Paulet-de-Caisson, et se jette dans l'Ardèche."
DT30-05505,"Puech-Cogul,",montagne,bois de la Coasse,non,"
montagne, commune de Remoulins, dans les bois de la Coasse."
DT30-04344,"Merlançon (Le),",ruisseau,bois de la Roque,non,"
ruisseau qui prend sa source dans le bois de la Roque, sur la commune de Saint-André-d'Olérargues, et se jette dans l'Aguillon à l'extrémité du territoire de la même commune."
DT30-03538,"Lens (Les),",ruisseau,bois de Lens,non,"
ruisseau qui prend sa source dans les bois de Lens et se jette dans la Braüne sur le Saint-Mametterritoire de la commune de ."
DT30-06864,"Tombarel (Le),",ruisseau,bois de Lens,non,"
ruisseau qui prend sa source dans les bois de Lens, commune de Combas, et se jette dans le Brié sur le territoire de la même commune."
DT30-06876,"Toulon (Le),",ruisseau,bois de Lens,non,"
ruisseau qui a sa source dans le bois de Lens, commune de Moulézan-et-Montagnac, traverse celles de Fons-outre-Gardon et de Saint-Bauzély-en-Malgoirès et se jette dans la Braüne sur le Gajanterritoire de la commune de ."
DT30-02249,"Dourbie (La),",rivière,bois de Montals,non,"
rivière qui prend sa source dans les bois de Montals, sur l'Espérou, traverse le Dourbieterritoire de la commune de , entre dans le département de l'Aveyron et va se jeter dans le Tarn à Milhau."
DT30-02001,"Coulès (Le),",ruisseau,bois de Paris,non,"
ruisseau qui prend sa source au bois de Paris, commune d’Aspères, et se jette dans le Vidourle sur le Salinellesterritoire de la commune de ."
DT30-05618,"Quiquilhan (Le),",ruisseau,bois de Paris,non,"
ruisseau qui prend sa source au bois de Paris, commune de Carnas, et se jette dans le Vidourle sur le Lèquesterritoire de la commune de ."
DT30-00299,"Aubezier (L'),",ruisseau,bois de Saint-Sauveur-des-Poursils,non,"
ruisseau qui prend sa source dans les bois de Saint-Sauveur-des-Poursils, sur le Camprieuterritoire du village de , et se jette dans le ruisseau de Bonheur un peu au-dessus de la Barraque-de-Michel, même commune."
DT30-02645,"Font-Barbarine,",ruisseau,bois de Signan,non,"
ruisseau qui prend sa source sur la ferme de Bouchet, commune de Bouillargues, et se perd dans le bois de Signan."
DT30-05797,"Rieyre-de-Signan (La),",ruisseau,bois de Signan,non,"
ruisseau qui prend sa source sur le mas Bouchet, commune de Nimes, et se perd dans le bois de Signan."
DT30-01058,"Brose (La),",ruisseau,bois de Valbonne,non,"
ruisseau qui prend sa source dans les bois de Valbonne et se jette dans l'Aiguille sur le Saint-Paulet-de-Caissonterritoire de la commune de ."
DT30-01434,"Carreisse (La),",ruisseau,bois de Valbonne,non,"
ruisseau qui prend sa source dans les bois de Valbonne, à la ferme de la Mangarelle, commune de Saint-Paulet-de-Caisson, et se jette dans le Sablier sur le territoire de la même commune."
DT30-01316,"Camplanier,",plateau,bois de Vaqueirolles,non,"
plateau du bois de Vaqueirolles, commune de Nimes."
DT30-01909,"Conne (La),",ruisseau,bois des Armes,non,"
ruisseau qui prend sa source au bois des Armes, commune de Concoules, et se jette dans la Cèze au hameau de Conflans, commune de Ponteils, qui en prend son nom (confluens)."
DT30-03249,"Homol (L'),",ruisseau,bois des Armes,non,"
ruisseau qui prend sa source au bois des Armes, commune de Concoules, traverse dans le département de la Lozère, la commune de Vialas, rentre dans le département du Gard par la commune de Génolhac et se jette dans la Cèze sur le Sénéchasterritoire de la commune de ."
DT30-05551,"Puech-Mézel (Le),",montagne,bois des Espeisses,non,"
montagne, commune de Nimes, dans le bois des Espeisses."
DT30-01140,"Cabane-de-Mirabeau (La),",maison isolée,bord de la Cubelle,non,"
maison isolée, commune de Saint-Laurent-d'Aigouze, au bord de la Cubelle."
DT30-06691,"Soubaou-de-Sant-Frédémou (Le),",grotte,bord du Gardon,non,"
grotte au bord du Gardon, commune de Colias."
DT30-06903,"Tour d'Anglas (La),",tour ruinée,bord du marais de Port-Vieil,non,"
tour ruinée, commune de Vauvert, au bord du marais de Port-Vieil."
DT30-06121,"Saint-Denys,",chapelle détruite,bords du Rhône,non,"
chapelle détruite, sur les bords du Rhône, commune de Beaucaire."
DT30-00392,"Baïsses (Les),","marais, aujourd'hui desséché",bords du Rhôny,non,"
marais, aujourd'hui desséché, commune du Caylar, sur les bords du Rhôny."
DT30-01329,"Campoussin,",section,"cadastre de Montfrin
",30179,"
section du cadastre de Montfrin
."
DT30-01388,"Canteperdrix,",section,"cadastre de Montfrin
",30179,"nom d'une section du cadastre de Montfrin
 (Trenquier, Mém. sur Montfrin)."
DT30-01789,"Coirane (La),",section,"cadastre de Montfrin
",30179,"
section du cadastre de Montfrin
."
DT30-01971,"Costebelle,",section,"cadastre de Montfrin
",30179,"
section du cadastre de Montfrin
."
DT30-02973,"Garrigue (La),",section,"cadastre de Montfrin
",30179,"
section du cadastre de Montfrin
."
DT30-03050,"Givalon,",section,"cadastre de Montfrin
",30179,"nom d'une section du cadastre de Montfrin
."
DT30-03123,"Grange (La),",section,"cadastre de Montfrin
",30179,"nom d'une section du cadastre de Montfrin
."
DT30-03169,"Graveron (Le),",section,"cadastre de Montfrin
",30179,"nom d'une section du cadastre de Montfrin
."
DT30-03286,"Ile (La Grande-),",section,"cadastre de Montfrin
",30179,"nom d'une section du cadastre de Montfrin
."
DT30-04545,"Moulières (Les),",section,"cadastre de Montfrin
",30179,"
section du cadastre de Montfrin
."
DT30-05771,"Ribière,",section,"cadastre de Montfrin
",30179,"nom d'une section du cadastre de Montfrin
."
DT30-05961,"Roumanès,",section,"cadastre de Montfrin
",30179,"nom d'une section du cadastre de Montfrin
."
DT30-00220,"Argentesse (L'),",rivière,Cambo et de la Cadière,30058/30058,"
rivière qui prend sa source sur le territoire de la commune de Cézas, arrose celles de Cambo et de la Cadière et se jette dans le Vidourle sur le Saint-Hippolyte-du-Fortterritoire de la commune de ."
DT30-04414,"Molinus-Adalbertencus,","moulin, aujourd'hui détruit",canal de la Fontaine-de-Nimes,non,"
moulin, aujourd'hui détruit, sur le canal de la Fontaine-de-Nimes."
DT30-04634,"Moulin Flaméjal,",,canal de la Fontaine-de-Nimes,non,sur le canal de la Fontaine-de-Nimes.
DT30-04639,"Moulin Gavagnac,",,canal de la Fontaine-de-Nimes,non,sur le canal de la Fontaine-de-Nimes.
DT30-00394,"Baix (Le),",ruisseau,Canaules-et-Argentières,30065,"
ruisseau qui prend sa source sur la commune de Saint-Jean-de-Serres, traverse celle de Canaules-et-Argentières et se jette dans le Crieulon sur le Logrian-et-Comiac-de-Florianterritoire de la commune de ."
DT30-00137,"Alzonenque (L'),",portion du ,canton actuel d'Alzon,non,"
portion du pagus
 

Arisitensis
, qui comprenait une grande partie du canton actuel d'Alzon, le long de la Vis, appelée autrefois rivière d'Alzon, rivière d'Alzonenque."
DT30-04793,"Notre-Dame-de-Nimes,",église,cathédrale de Nimes,30189,"
église, cathédrale de Nimes."
DT30-00232,"Arias (L'),",ruisseau,Cavalerie,non,"
ruisseau qui prend sa source sur la commune de Rousson et se jette dans l'Avène à la Cavalerie, commune de Saint-Privat-des-Vieux."
DT30-06218,"Saint-Guiral,",ermitage,chapelle de Saint-Géraud-de-Roquefeuil,non,"
ermitage, sur les ruines de la chapelle de Saint-Géraud-de-Roquefeuil 
(voy. ce nom), sur la montagne de Saint-Guiral, à la limite des communes de Dourbie et d'Arrigas."
