Vedette Longue (>30chars)
out:DT76-21215 Noe (La) ; Noe-de-Pistres (La) ; Noe-Surreau (La) ; Noe-Vinet,
out:DT76-21247 Noes (Les) ; Noe (Grande, Petite) ; Noe-Brunette (La) ; Noe-de-la-Forge (La) ; Noe-des-Champs (La) ; Noe-du-Vivier (La),
out:DT76-21249 Noes (Les), Noe-Bresil (La), Noe-Lambert (La),
out:DT76-21289 Nonnettes (Les) (Grandes et les Petites),
out:DT76-21597 Ormeau-le-Roux (L'), Ormeau-Marie (L'),
out:DT76-21914 Pas-du-Cheval-de-Gargantua (Le),
out:DT76-21945 Passée-des-Grands-Deffends (La),
out:DT76-22077 Pendants-des-Côtes-de-dessus (Les),
out:DT76-22616 Petit-Moulin-de-Thiergeville (Le),
out:DT76-22909 Pimont, Haut-Pimont, Bas-Pimont,
out:DT76-22914 Pimont (Bois de), Pimont-le-Comte et 
out:DT76-23050 Planches-de-Croisy, Planches de Perruel,
out:DT76-23394 Pont-de-Pierre-d'Orechier (Rivière du),
out:DT76-23449 Pont-Saint-Pierre (Sergenterie de),
out:DT76-23703 Prairies-sous-Paluel, Prairies-sur-Paluel.,
out:DT76-23775 Precieux-Sang (Fontaine ou source du),
out:DT76-24899 Renelle (La Grande et la Petite),
out:DT76-25030 Rideaux-de-Bellengreville (Les),
out:DT76-25031 Rideaux-de-Sauchay-le-Bas (Les),
out:DT76-25079 Riverette (La) Riverettes (Les),
out:DT76-25280 Roquefort-Sommery (Marquisat de),
out:DT76-25494 Roule-de-la-Vieille-Maison (Le),
out:DT76-25555 Route-de-Bures (Maison forestière de la),
out:DT76-25579 Route-tournante-du-Val-d'Annoy (Val d'Aulnoy),
out:DT76-25588 Routieux (Les), Bas-Routieux (Les),
out:DT76-25604 Routoirs-de-Bellozanne (Ruissel des),
out:DT76-26020 Rue-Saint-Julien-le-Haut, Rue-Saint-Julien-le-Bas,
out:DT76-26279 Saint-Antoine-de-la-Soubretonne,
out:DT76-26440 Sainte-Madeleine-de-la-Croix ou 
out:DT76-26454 Sainte-Marguerite-de-Bézancourt,
out:DT76-26457 Sainte-Marguerite-les-Aumale ou anc. 
out:DT76-26469 Sainte-Marie-du-Wast, anc. nom de 
out:DT76-26471 Sainte-Marie et Saint-Thomas, Martyr,
out:DT76-26503 Sainte-Trinité-du-Mont-de-Rouen,
out:DT76-26538 Saint-Georges-sur-Fontaine (c.-à-d. sur Fontaine-le-Bourg),
out:DT76-26599 Saint-Jacques-et-Saint-Christophe,
out:DT76-26744 Saint-Martin-Omonville ou plutôt 
out:DT76-26747 Saint-Mathurin, (Terres de la Ch. de)
out:DT76-26766 Saint-Michel-du-Mont-Gargan ou du 
out:DT76-26804 Saint-Nom-de-Jésus (Chapelle du),
out:DT76-26823 Saint-Ouen-de-Silveison (Forêt de).
out:DT76-26865 Saint-Pierre-et-Sainte-Madeleine,
out:DT76-26866 Saint-Pierre-et-Sainte-Marguerite,
out:DT76-27334 Six-Acres-du-Chemin-d'Ymare (Les),
out:DT76-27596 Terre-du-Saint-Esprit-de-Saint-Valery,
out:DT76-27988 Tournailles-de-Bois-l'Évêque (Les),
out:DT76-27990 Tournailles-de-Martainville (Les),
out:DT76-27991 Tournailles-de-Saint-Vaast (Les),
out:DT76-28979 Val-du-Port-de-Berneval (Bruneval),
out:DT76-29940 Vauchel (Le) Petit-Vauchel (Le),
out:DT76-30120 Vaux-des-Moutons-de-Saint-Laurent,
out:DT76-00023Eu
out:DT76-00767Eu
out:DT76-00815Eu
out:DT76-00848Eu
out:DT76-00863Eu
out:DT76-01325Eu
out:DT76-01393Ry
out:DT76-01508Ry
out:DT76-01965Ry
out:DT76-02038Ry
out:DT76-02201Eu
out:DT76-02328Ry
out:DT76-03417Eu
out:DT76-03444Eu
out:DT76-03627Eu
out:DT76-03933Ry
out:DT76-04074Eu
out:DT76-04753Eu
out:DT76-05502Eu
out:DT76-05755Ry
out:DT76-05999Eu
out:DT76-06037Eu
out:DT76-07305Eu
out:DT76-07797Ry
out:DT76-08365Eu
out:DT76-08515Eu
out:DT76-08776Eu
out:DT76-09029Eu
out:DT76-09030Eu
out:DT76-09048Eu
out:DT76-09988Eu
out:DT76-10169Eu
out:DT76-10319Ry
out:DT76-10426Ry
out:DT76-10851Eu
out:DT76-10938Eu
out:DT76-11065Eu
out:DT76-11428Ry
out:DT76-11963Eu
out:DT76-12914Eu
out:DT76-12937Ry
out:DT76-12953Ry
out:DT76-13377Eu
out:DT76-13585Ry
out:DT76-13668Ry
out:DT76-13916Ry
out:DT76-14597Eu
out:DT76-15151Eu
out:DT76-15740Eu
out:DT76-15955Eu
out:DT76-16116Eu
out:DT76-16201Eu
out:DT76-16737Eu
out:DT76-16994Eu
out:DT76-17124Eu
out:DT76-17211Eu
out:DT76-17234Ry
out:DT76-17442Eu
out:DT76-17494Eu
out:DT76-17562Eu
out:DT76-18228Eu
out:DT76-18429Eu
out:DT76-18429Eu
out:DT76-18462Ry
out:DT76-18642Eu
out:DT76-18805Eu
out:DT76-19088Eu
out:DT76-19096Eu
out:DT76-19190Eu
out:DT76-19303Eu
out:DT76-19516Eu
out:DT76-19575Eu
out:DT76-19642Eu
out:DT76-19683Ry
out:DT76-20265Eu
out:DT76-20528Ry
out:DT76-20563Ry
out:DT76-20904Ry
out:DT76-21952Eu
out:DT76-22017Ry
out:DT76-22033Eu
out:DT76-22380Eu
out:DT76-22551Eu
out:DT76-22652Eu
out:DT76-22677Eu
out:DT76-23424Eu
out:DT76-23526Eu
out:DT76-23529Eu
out:DT76-23532Eu
out:DT76-23539Eu
out:DT76-23540Eu
out:DT76-23928Eu
out:DT76-24350Ry
out:DT76-25155Ry
out:DT76-25171Eu
out:DT76-25295Ry
out:DT76-25717Ry
out:DT76-25774Ry
out:DT76-26329Ry
out:DT76-26485Eu
out:DT76-26657Eu
out:DT76-26742Eu
out:DT76-26780Eu
out:DT76-26863Eu
out:DT76-26876Eu
out:DT76-26892Eu
out:DT76-26893Eu
out:DT76-27008Ry
out:DT76-27013Ry
out:DT76-27158Eu
out:DT76-27279Eu
out:DT76-27419Eu
out:DT76-27552Eu
out:DT76-27670Ry
out:DT76-27718Eu
out:DT76-27718Eu
out:DT76-27758Eu
out:DT76-27804Eu
out:DT76-27934Eu
out:DT76-28043Eu
out:DT76-28067Eu
out:DT76-28111Eu
out:DT76-28182Eu
out:DT76-28217Eu
out:DT76-28653Eu
out:DT76-28718Eu
out:DT76-28769Eu
out:DT76-28884Eu
out:DT76-28935Eu
out:DT76-29210Eu
out:DT76-30220Ry
out:DT76-30308Eu
out:DT76-30350Eu
out:DT76-30412Eu
out:DT76-30483Eu
out:DT76-30504Eu
out:DT76-30686Eu
out:DT76-30762Eu
out:DT76-30846Ry
