Article,Vedette,Type vedette,Candidat,INSEE,Définition
DT44-19923,"Vigne (La Grande),",fief,Le Pèlerin,44120,"fief en Le Pèlerin, dépendant de l’abbaye de Buzay, 1468 (Arch. L.-Inf., H 36)."
DT44-06634,"Don (Le),",rivière,limite du Maine-et-Loire,non,"rivière qui prend sa source à la limite du Maine-et-Loire, dans le bois de Chanvaux. Elle arrose les communes de Juigné-les-Moûtiers, Saint-Julien-de-Vouvantes, Petit-Auverné, Grand-Auverné, Moisdon, Issé, Treffieuc, Jans, Marsac, Guémené-Penfao et sépare celle de Masserac de celle d’Avessac. Elle se jette dans la Vilaine au lac Murin. Sa longueur est de 104 kilomètres."
DT44-18393,"Sèvre-Nantaise (La),",rivière,Loire-Inférieure,non,"rivière qui prend sa source dans le département des Deux-Sèvres et entre dans celui de la Loire-Inférieure après avoir traversé la Vendée et le Maine-et-Loire. Elle arrose Getigne, Clisson Gorges, le Pallet, Monniere, la Haie-Fouassiere, Saint-Fiacre, Vertou, et se jette dans la Loire entre Pirmil et Reze."
DT44-18393,"Sèvre-Nantaise (La),",rivière,Maine-et-Loire,non,"rivière qui prend sa source dans le département des Deux-Sèvres et entre dans celui de la Loire-Inférieure après avoir traversé la Vendée et le Maine-et-Loire. Elle arrose Getigne, Clisson Gorges, le Pallet, Monniere, la Haie-Fouassiere, Saint-Fiacre, Vertou, et se jette dans la Loire entre Pirmil et Reze."
DT44-03267,"Brivet (Le),",rivière,marais de Cambon,non,"rivière qui prend sa source au nord des marais de Cambon. Elle arrose les communes de Cambon, Quilly, Guenrouët, Saint-Gildas-des-Bois, Sainte-Anne-de-Cambon, Drefféac, Pontchâteau, Besné, Crossac, Saint-Joachim, Montoir et se jette dans la Loire à Méans après avoir traversé la Brière."
DT44-10706,"Kergoarin,",étier,marais salants de Mesquer,44097,"étier dans les marais salants de Mesquer, 1415 (Mand. de Jean V, n° 1189)."
DT44-12841,"Mès (Le),",ruisseau,marais salants de Mesquer,44097,"ruisseau qui sort de l’étang du Cabinet en Guerande, traverse les marais tourbeux de Gras, Pontpas, les marais salants de Mesquer, en servant de limite aux communes de Guérande et de Saint-Lyphard, d’Assérac et de Saint-Molf ; il se jette dans le trait de Mesquer."
DT44-16053,"Poul-en-Lestre,",étier,marais salants de Mesquer,44097,"étier dans les marais salants de Mesquer, 1415 (Mand. de Jean V, n° 1190)."
DT44-13007,"Millac (L’étier de),",ruisseau,marais salants des Moûtiers,44106,ruisseau au fond de la baie de Bourgneuf qui alimente les marais salants des Moûtiers.
DT44-12841,"Mès (Le),",ruisseau,marais tourbeux de Gras,non,"ruisseau qui sort de l’étang du Cabinet en Guerande, traverse les marais tourbeux de Gras, Pontpas, les marais salants de Mesquer, en servant de limite aux communes de Guérande et de Saint-Lyphard, d’Assérac et de Saint-Molf ; il se jette dans le trait de Mesquer."
DT44-03267,"Brivet (Le),",rivière,Méans,44184,"rivière qui prend sa source au nord des marais de Cambon. Elle arrose les communes de Cambon, Quilly, Guenrouët, Saint-Gildas-des-Bois, Sainte-Anne-de-Cambon, Drefféac, Pontchâteau, Besné, Crossac, Saint-Joachim, Montoir et se jette dans la Loire à Méans après avoir traversé la Brière."
DT44-00218,"Arm,",ruisseau,Morbihan,non,"ruisseau qui prend sa source dans le Morbihan ; il sert de limite sur presque tout son parcours aux communes d’Assérac et d’Herbignac, et se jette dans le trait de Mesquer."
DT44-19044,"Torcé,",habitation et tenue,motte Saint-André,non,"habitation et tenue à Nantes, entre la motte Saint-André et l’Erdre."
DT44-07061,"Erdre (L’),",rivière,Nort,44110,"rivière qui prend sa source près du Loroux-Bécannais (Maine-et-Loire). Elle arrose les communes de Saint-Mars-la-Jaille, Bonnœuvre, Riaillé, Trans, Joué, Nort, Sucé, la Chapelle-sur-Erdre, Petit-Mars, Saint-Mars-du-Désert, Carquefou, Nantes. Elle se jette dans la Loire à Nantes. De Nantes à Nort elle est canalisée et fait partie du canal de Nantes à Brest. Elle a pour affluents le Cens et le ruisseau de la Verrière ou de Gesvres."
DT44-03446,"Brutz (Le),",ruisseau,Noyal,44112,"ruisseau, affluent du Semnon, passe à Noyal et à Rouge."
DT44-16585,"Rac (Le),",cueillette,paroisse de Batz,44010,ancienne cueillette de la paroisse de Batz.
DT44-20159,"Villeneuve,",abbaye,paroisse de Bignon,44014,abbaye de l’ordre de Cîteaux fondée en la paroisse de Bignon en 1155.
DT44-19441,"Troannel,",fief,paroisse de Donge,44052,"fief de la paroisse de Donge (?), 1219 (D. Morice, Pr., I, 842)."
DT44-17850,"Saint-Antoine,",commanderie,paroisse de Gétigné,44063,commanderie de l’ordre de Saint-Jean-de-Jérusalem fondée en la paroisse de Gétigné en 1433 par Richard de Bretagne.
DT44-17941,"Saint-Georges-de-la-Haie-Levêque,",église,paroisse de Saint-Donatien,44109,église en la paroisse de Saint-Donatien (XIIe siècle).
DT44-07050,"Er,",fief,paroisse de Saint-Donatien de Nantes,44109,"fief en la paroisse de Saint-Donatien de Nantes, devenu le prieuré de l’Angle-Chaillou (Arch. L.-Inf., B 766)."
DT44-19794,"Verrière (La),",fief,paroisse de Saint-Donatien de Nantes,44109,"fief en la paroisse de Saint-Donatien de Nantes, relevant du duc de Bretagne (Arch. L.-Inf., B 1883)."
DT44-12296,"Marais (Le),",ancienne seigneurie,paroisse du Cellier,44028,ancienne seigneurie de la paroisse du Cellier.
DT44-18059,"Saint-Philbert,",manoir,paroisse du Cellier,44028,"manoir en la paroisse du Cellier, XVIIe siècle (Arch. du Cellier, G G 9)."
DT44-13480,"Moulhetière (La),",manoir,paroisse du Loroux-Bottereau,44084,"manoir en la paroisse du Loroux-Bottereau, dépendant de la seigneurie de Goulaine (Arch. L.-Inf., E 458)."
DT44-14223,"Ondonneau,",seigneurie,paroisse du Loroux-Bottereau,44084,"seigneurie en la paroisse du Loroux-Bottereau, vassale du marquisat de Goulaine (Arch. L.-Inf., E 457)."
DT44-20437,"Hersendière (La),",métairie,paroisse du Loroux-Bottereau,44084,"métairie en la paroisse du Loroux-Bottereau, 1497 (Arch. L.-Inf., G 427)."
DT44-17896,"Sainte-Elisabeth,",succursale,paroisse Saint-Donatien de Nantes,44109,succursale de la paroisse Saint-Donatien de Nantes.
DT44-20425,"Gros-Chesne (Le),",habitation,paroisse Saint-Donatien de Nantes,44109,"habitation en la paroisse Saint-Donatien de Nantes, 1469 (Arch. L.-Inf., G 459)."
DT44-17871,"Saint-Cyr et Sainte-Julitte (L’Eglise),",église,paroisse Saint-Léonard,non,"à Nantes, aujourd’hui détruite. Cette église bâtie près du Port-Communeau, fut détruite une première fois par les Normands et rétablie en 1033 par le comte Budic ; donnée quelques années plus tard aux religieuses du Ronceray. Détruite pour les besoins des fortifications sous Pierre Mauclerc, au XIIIe siècle elle fut reconstruite rue Garde-Dieu et devint le centre de la paroisse Saint-Léonard (L. Maître ; — D. Lobineau, II, 112 ; — D. Morice I, 936)."
DT44-20329,"Ballues (Les),",habitation,paroisse Saint-Similien de Nantes,44109,"habitation en la paroisse Saint-Similien de Nantes « près la motte de Sauvetour », XVIIe siècle (Arch. de l’Hôtel-Dieu de Nantes, B 12)."
DT44-20560,"Poirine (La),",village,paroisse Sainte-Croix-de-Machecoul,44087,"village, en la paroisse Sainte-Croix-de-Machecoul(Arch. L.-Inf., G 429)."
DT44-20572,"Roche (La),",village,paroisse Sainte-Croix-de-Machecoul,44087,"village en la paroisse Sainte-Croix-de-Machecoul (Arch. L.-Inf., G 429)."
DT44-20353,"Breilengaut,",chapelle,paroisse Sion,44197,"chapelle en la paroisse Sion, au XVIIe siècle (Arch. de Sion, G G 5)."
DT44-15834,"Porcherie (La),",ruisseau,paroisses de Rouans et de Cheix,44145/44039,"ruisseau qui séparait les paroisses de Rouans et de Cheix en 1468 (cart. de Buzay, Arch. L.-Inf., H 30)."
DT44-20360,"Carons (La Tenue des),",,paroisses Saint-Clément et Saint-Léonard,non,"à Nantes, paroisses Saint-Clément et Saint-Léonard."
DT44-01643,"Bilis,",,pays de Guérande,44069,"aula dans le pays de Guérande, 855 (cart. Roto. p. 370)."
DT44-03073,"Bremesen,",île,pays de Retz,non,île en Loire (?) dans le pays de Retz.
DT44-10218,"Iseau (La rue de l’),",,Penhoët,44184,à Penhoët.
DT44-13491,"Moulin (La rue du),",,Penhoët,44184,à Penhoët.
DT44-14505,"Pas-Nicolas (La rue du),",,Penhoët,44184,à Penhoët.
DT44-18393,"Sèvre-Nantaise (La),",rivière,Pirmil,non,"rivière qui prend sa source dans le département des Deux-Sèvres et entre dans celui de la Loire-Inférieure après avoir traversé la Vendée et le Maine-et-Loire. Elle arrose Getigne, Clisson Gorges, le Pallet, Monniere, la Haie-Fouassiere, Saint-Fiacre, Vertou, et se jette dans la Loire entre Pirmil et Reze."
DT44-04956,"Chésine (La),",rivière,plateau de Montluc,non,"rivière qui prend sa source sur le plateau de Montluc. Elle arrose les communes de Couëron, de Sautron, de Saint-Herblain et de Chantenay et se jette dans la Loire au port de Nantes. Sa longueur est de 15 kilomètres."
DT44-10216,"Isac (L’),",rivière,plateau de Saffré,non,"rivière qui prend sa source sur le plateau de Saffré. Elle arrose Saffre, Blain, Saint-Omer, Guenrouet, Fegreac et se jette dans la Vilaine près de Téhillac."
DT44-03672,"Cale-Basse (La),",atterrissement,plateau du Four,non,"atterrissement sur le plateau du Four, commune du Croisic."
DT44-12841,"Mès (Le),",ruisseau,Pontpas,non,"ruisseau qui sort de l’étang du Cabinet en Guerande, traverse les marais tourbeux de Gras, Pontpas, les marais salants de Mesquer, en servant de limite aux communes de Guérande et de Saint-Lyphard, d’Assérac et de Saint-Molf ; il se jette dans le trait de Mesquer."
DT44-20335,"Beau-Séjour,",habitation,ponts de Nantes,44109,"habitation sur les ponts de Nantes, 1782 (Arch. L.-Inf., B 1949)."
DT44-20336,"Beauvoir,",habitation,ponts de Nantes,44109,"habitation sur les ponts de Nantes, 1782 (Arch. L.-Inf., B 1949)."
DT44-04956,"Chésine (La),",rivière,port de Nantes,44109,"rivière qui prend sa source sur le plateau de Montluc. Elle arrose les communes de Couëron, de Sautron, de Saint-Herblain et de Chantenay et se jette dans la Loire au port de Nantes. Sa longueur est de 15 kilomètres."
DT44-17890,"Sainte-Brigitte,",chapelle,près Bréhet,non,"chapelle, près Bréhet, commune de Guérande, 1572(Arch. L.-Inf., B 1473)."
DT44-03252,"Brischiot,",lieu dit,près Corset,44046,"lieu dit, près Corset, XIIe siècle(Cart. Saint-Aubin d’Angers, II, 189)."
DT44-04188,"Champ-Haupont (Le),",lieu dit,près Donge,44052,"lieu dit, près Donge, 1219(D. Morice, Pr., I, 842)."
DT44-17419,"Roiazes,",tenue,près Guémené-Penfao,44067,"tenue, près Guémené-Penfao, dépendant de l’abbaye de Blanche-Couronne, 1229 (Arch. L.-Inf., H 1)."
DT44-15340,"Place (La),",habitation et moulins,près Guérande,44069,"habitation et moulins, près Guérande."
DT44-20329,"Ballues (Les),",habitation,près la motte de Sauvetour,non,"habitation en la paroisse Saint-Similien de Nantes « près la motte de Sauvetour », XVIIe siècle (Arch. de l’Hôtel-Dieu de Nantes, B 12)."
DT44-13110,"Moine (La),",rivière,près le Coin,non,"rivière, affluent de la Sèvre-Nantaise, prend sa source à Sainte-Florence (Vendée), arrose Remouille, Aigrefeuille, Maisdon, Chateau-Thebaud, et se jette dans la Sèvre à Saint-Fiacre, près le Coin."
DT44-18807,"Tenue-Mérian (La),",habitation,près le manoir de Campzillon,non,"habitation, commune de Mesquer, près le manoir de Campzillon, 1572(Arch. L.-Inf., B 1473)."
DT44-15561,"Pohatonnerie (La),",manoir,près Nantes,44109,"manoir, près Nantes, dépendant des Régaires au XIVe siècle."
DT44-17241,"Roche (Le moulin de la),",,près Pont-Arm,non,"commune d’Assérac, près Pont-Arm, dépendant du marquisat d’Assérac, 1681 (Arch. L.-Inf., B 1503 f° 1273)."
DT44-20505,"Liscoët,",métairie,près Ranrouët,non,"métairie en Herbignac, près Ranrouët, 1681 (Arch. L.-Inf., B 1504)."
DT44-11593,"Lève (Le fort de),",,près Saint-Nazaire,44184,près Saint-Nazaire.
DT44-18180,"Sanguèze (La),",Rivière,près Villedieu,49375,"Rivière qui prend sa source près Villedieu (Maine-et-Loire), arrose Vallet, Mouzillon et se jette dans la Sèvre-Nantaise au Pallet."
DT44-18089,"Saint-Thomas,",chapelle,près Villeneuve,non,"chapelle, près Villeneuve, commune de Guérande, 1652(Arch. L.-Inf., B 1461)."
DT44-04243,"Champs-Libres (Les),",,Prigny,non,nom révolutionnaire des Moutiers et de Prigny réunis.
DT44-06609,"Divate (La),",rivière,Puiset-Doré,49252,"rivière qui prend sa source entre Saint-Christophe et le Puiset-Doré (Maine-et-Loire). Elle sert de limite aux départements du Maine-et-Loire et de la Loire-Inférieure et arrose les communes de la Boissière-du-Doré, la Remaudière, le Loroux-Bottereau, Barbechat, la Chapelle-Bassemer. Elle se jette dans la Boire d’Anjou (bras de Loire)."
DT44-16994,"Rigohic (La rue du),",,Quéniquen,44069,"à Quéniquen, 1678 (Arch. L.-Inf., B 1508 f° 419)."
