Article,Vedette,Type vedette,Candidat,INSEE,Définition
DT26-00265,"Aucelon,",ruisseau,"
Pas-de-la-Pousterle
",non,"
ruisseau, a sa source au 
Pas-de-la-Pousterle
, traverse la commune d’Aucelon, sépare celles de Pennes et de Pradelles, et se jette dans la Roanne près de Gleyzolles, après un cours de 5,550 mètres."
DT26-08799,"Pommerole (La),",ruisseau,"
Pertus
",non,"
ruisseau qui a sa source au 
Pertus
, traverse la commune de Pommerol et se jette dans l'Oulle, sur celle de la Charce, après 5,750 mètres de cours."
DT26-06053,"Juillanne,",ruisseau,"
Préaux
",non,"
ruisseau qui, faisant suite à celui des 
Préaux
, traverse la commune de Valdrôme et se jette dans la Drôme après 2,200 mètres de cours."
DT26-03214,"Combe-Doyon,",ravin,"
Saint-Genis
",non,"
ravin qui fait suite à celui de 
Saint-Genis
 et se jette dans les Courriols après 2,250 mètres de cours."
DT26-07664,"Noble (Le),","ferme, commune et quartier","
Saint-Martin-d'Août
",26314,"
ferme, commune et quartier de 
Saint-Martin-d'Août
."
DT26-04294,"le Ru-des-Faures (Les),",ruisseau,"
Saint-Moirans
",non,"
ruisseau, affluent de Contècle passant à 
Saint-Moirans
, commune de Chastel-Arnaud, et ayant 1,800 mètres de cours."
DT26-05912,"Jabion,",ruisseau,"
Tourtres
",non,"
ruisseau qui a sa source à 
Tourtres
, commune de Saint-Julien-en-Quint, et se jette dans la Sure après 3,400 mètres de cours."
DT26-12075,"Vèbre (La),",ruisseau,"
Trois-Becs
",non,"
ruisseau qui prend sa source aux 
Trois-Becs
, traverse la forêt, le village et la commune de Saoû et se jette dans le Roubion après 1,180 mètres de cours."
DT26-09335,"Rebousson,",ruisseau,"
Vaumane
",non,"
ruisseau qui a sa source à 
Vaumane
, commune de Chabrillan, et se jette dans le ruisseau de Saint-Pierre, sur la même commune, après 4,400 mètres de cours."
DT26-03996,"Drôme (La),",rivière,Aix,26001,"
rivière qui donne son nom au département, a sa source sous le presbytère de la Bâtie-des-Fonts
, traverse cette commune, celles de Valdrome et des Pres, sépare celles de Beaurieres et de Charens, de Beaumont et de Lesches, traverse celle de Luc-en-Diois, où elle formait jadis le lac de ce nom et qu'elle sépare ensuite de la commune de Montlaur ; traverse les communes de Recoubeau, de Jansac et de Barnave, sépare celles de Montmaur et de Saint-Roman, traverse celles d'Aix, de Die, de Ponet-Saint-Auban, de Sainte-Croix et de Pontaix ; sépare la commune de Vercheny de celles d'Aurel et d'Espenel, traverse cette dernière commune, le bourg et la commune de Saillans qu'il sépare ensuite des communes de Saint-Sauveur et d'Aubenasson ; sépare la commune de Mirabel-et-Blacons de celle de Piegros-la-Clastre, traverse la commune et la ville de Crest, sépare les communes de Divajeu, de Chabrillan, de Grâne et de Loriol, de celles d'Eurre, d'Allex et de Livron ; enfin se jette dans le Rhône après un cours de 101 kilomètres, tout entier dans le département."
DT26-10018,"Royans (Le),",partie,ancien pays des Vertacomicores,non,"
partie de l'ancien pays des Vertacomicores, comprenant avec le canton du Pont-en-Royans (Isère) celui de Saint-Jean-en-Royans et la commune de Saint-Nazaire-en-Royans (Drôme), et vulgairement connu sous le nom de Royannais."
DT26-05642,"Grimone,",ruisseau,au-dessous de Glandage,26142,"
ruisseau qui a sa source au col de Ventecul et qui, joint à la Vierre un peu au-dessous de Glandage, forme le Charans, qui est ensuite le ruisseau des Gas."
DT26-09578,"Rioussec,",ruisseau,"au-dessous de l'église de Véronne
",26371,"
ruisseau qui a sa source au-dessous de l'église de Véronne
, traverse cette commune où il porte le nom d'Aiguebelle, puis celle de Saillans, et se jette dans la Drôme après un cours de 6,100 mètres."
DT26-02540,"Chossorel,",ruisseau,"au-dessous de Saint-Andéol
",non,"
ruisseau, a sa source au-dessous de Saint-Andéol
, commune de Claveyson, traverse la commune de Bren et se jette dans l'Herbasse."
DT26-05904,"Izerette,",ruisseau,au-dessus de Francillon,non,"
ruisseau qui a sa source sur la montagne de Rocherousse, sépare la commune de Mornans de celle de Saou et se jette dans le Roubion, un peu au-dessus de Francillon, après un cours de 5,200 mètres."
DT26-01722,"Céans (Le),",torrent,au-dessus de Lagrand,non,"
torrent qui a sa naissance dans la commune de Laborel, traverse celles d'Orpierre et de Saint-Colombe (Hautes-Alpes) et se jette dans Blaisance, au-dessus de Lagrand."
DT26-01557,"Buesch (Le),",rivière,Basses-Alpes,non,"
rivière, a une de ses sources sur la commune de Lus-la-Croix-Haute, qu'il traverse et qui, entrant ensuite dans le département des Hautes-Alpes, puis dans celui des Basses-Alpes, se jette dans la Durance, à Sisteron."
DT26-04187,"Eygues (L'),",rivière,"bois de Laux-Montaux
",non,"
rivière qui a sa source dans les bois de Laux-Montaux
, entre ensuite dans le département des Hautes-Alpes, puis, revenant dans celui de la Drôme, longe les communes de Montferrand et de Lemps et sépare celle de Remuzat de la commune de Verclause."
DT26-10175,"Saint-Apollinaire,",église,"cathédrale de Valence
",26362,"
église, cathédrale de Valence
."
DT26-03435,"Cope (Le),",quartier,château du Cope ,non,"
quartier, commune d’Hostun ; où se trouvait, je crois, le château du Cope ou de Copier sur lequel les évêques de Valence avaient des droits qui furent confirmés en 1238 par les empereurs germaniques, 111et dont il n'est plus question au siècle suivant."
DT26-00958,"Bez (Le),",rivière,Châtillon,26086,"
rivière formée au hameau de Mensac, commune de Creyers, de la réunion des ruisseaux d'Archianne et des Gas, passe à Châtillon, sépare la commune de ce nom de celle de Menglon, celles de Menglon et de Jansac de la commune de Saint-Roman, et se jette dans la Drôme après un parcours d'environ 10 kilomètres, parcours qui est de 25 kilomètres si, comme le font quelques auteurs, on comprend sous le nom de Bez le ruisseau de la Vierre."
DT26-07831,"Ozon (L'),",ruisseau,chemin d'Allex à Upie,non,"
ruisseau, a sa source dans le chemin d'Allex à Upie, sur cette dernière commune, traverse celles de Montoison et d'Allex, sépare celles d'Ambonil et d'Etoile de la commune de Livron, et se jette dans la Véore après 12,442 mètres de parcours."
DT26-02134,"Charlieu,",ruisseau,chemin de Charpey,non,"
ruisseau, a sa source dans le chemin de Charpey au Bourg-de-Peage, traverse les communes de Marches, de Chatuzange et du Bourg-de-Péage, et se jette dans l'Isère après 10,840 mètres de parcours."
DT26-06730,"Marette (La),",ruisseau,chemin de Châteaudouble à la Vacherie,non,"
ruisseau qui a sa source dans le chemin de Châteaudouble à la Vacherie, traverse la commune de Peyrus, celle de Chateaudouble, et se jette dans la Véore après 5,500 mètres de parcours."
DT26-05730,"Guimand,",ruisseau,chemin de Croisière à Saint-Vincent,non,"
ruisseau qui a sa source dans le chemin de Croisière à Saint-Vincent, traverse les communes de Charpey, de Montélier, de Chabeuil et de Beaumont-lès-Valence, enfin se jette dans la Véore après un cours de 23,470 mètres."
DT26-07819,"Ourches,",ruisseau,chemin de la Baume-Cornillane à Cobonne,non,"
ruisseau, a sa source dans le chemin de la Baume-Cornillane à Cobonne, traverse la commune d’Ourches et se jette dans l'Oye, sur celle d'Upie, après un parcours de 5,650 mètres."
DT26-09587,"Riquette (La),",ruisseau,chemin des Fières,non,"
ruisseau qui a sa source dans le chemin des Fières, commune de Loriol, traverse la commune de Saulce et se jette dans le Rhône après un cours de 5,000 mètres."
DT26-00190,"Argentelle (L'),",ruisseau,chemin du hameau des Épars,non,"
ruisseau prend sa source dans le chemin du hameau des Épars, commune de Moras, traverse les communes d'Anneyron et d'Albon, et se jette dans le Bancel après un cours de 14,140 mètres."
DT26-09523,"Rif (Le),",ruisseau,col de la Motte,non,"
ruisseau qui a sa source au col de la Motte, traverse la commune de la Motte-Chalancon et se jette dans l'Aiguebelle."
DT26-09560,"Rioufroid,",ruisseau,col de Lantores,non,"
ruisseau qui a sa source au col de Lantores, traverse la commune de Saint-Julien-en-Bauchêne (Hautes-Alpes) et se jette dans le Trabuesch, sur la commune de Lus-la-Croix-Haute, après 1,800 mètres de cours dans notre département."
DT26-10225,"Saint-Cernin,",ruisseau,col de Marignac,non,"
ruisseau qui a sa source au col de Marignac, traverse les communes de Marignac et de Die et se jette dans la Drôme après un cours de 3,300m."
DT26-10781,"Sayremont,",ruisseau,col de Menée,non,"
ruisseau qui a sa source au col de Menée, commune de Treschenu, et se jette dans les Nonnières, sur la même commune."
DT26-03885,"Derboux,",ruisseau,col de Plaisians,non,"
ruisseau qui a sa source au col de Plaisians, traverse la commune de ce nom, celles d'Eygaliers et du Buis-les-Baronnies et se jette dans l'Ouvèze après 7,200m de cours."
DT26-03087,"Comane,",ruisseau,col de Rousset,non,"
ruisseau qui a sa source au col de Rousset, traverse la commune de Chamaloc et se jette dans la Drôme sur celle de Die, après 9,400 mètres de cours."
DT26-05642,"Grimone,",ruisseau,col de Ventecul,non,"
ruisseau qui a sa source au col de Ventecul et qui, joint à la Vierre un peu au-dessous de Glandage, forme le Charans, qui est ensuite le ruisseau des Gas."
DT26-03603,"Cougoir,",ruisseau,col de Venterol,non,"
ruisseau qui a sa source au col de Venterol et se jette dans la Suffie, à Aubres."
DT26-00044,"Aiguebelle,",ruisseau,Col des Roustans,non,"
ruisseau, a sa source au Col des Roustans, traverse les communes de Chalancon et de la Motte-Chalancon, et se jette dans l'Oule après un parcours de 7,000 mètres."
DT26-10066,"Ruisseau-de-Piconne (Le),",ruisseau,col du Faux,non,"
ruisseau qui a sa source au col du Faux, commune de Pommerol, sépare cette commune de celle de Cornillac, la commune de la Charce de celle de Rottier, et se jette dans l'Oulle."
DT26-07005,"Merlet (Le),",ruisseau,col Lagier,non,"
ruisseau, a sa source au col Lagier, commune de Lesches, sépare les communes de Boulc et de Ravel, et se jette dans le ruisseau de Boulc, près du village de ce nom."
DT26-11448,"Temple (Le),",lieu détruit,commanderie de Templiers,non,"
lieu détruit, commune de Valence ou du Bourg-lès-Valence, dans lequel se trouvait une commanderie de Templiers qui fut unie à celle que l'ordre de Saint-Jean de Jérusalem avait déjà à Valence, lors de la suppression de l'ordre du Temple."
DT26-07656,"Niére-Gousine,",ravin,commune ,26036,"
ravin, affluent du ruisseau de Beaumont, commune 245de Beaumont."
DT26-02738,"Cognet (Le),",ferme,commune Hostun,26149,"
ferme, commune Hostun."
DT26-02730,"Coët (Le),",hameau et quartier,commune Lesches,26164,"
hameau et quartier, commune Lesches."
DT26-05894,"Isère (L'),",rivière,Confolens,26058,"
rivière qui a sa source dans les montagnes de la Tarantaise et traverse le département de son nom, entre dans le département de la Drôme, à Saint-Nazaire-en-Royans, longe cette commune et celle d'Eymeux, sépare les communes de la Baume-d'Hostun et de Beauregard de celle de Saint-Paul-les-Romans, la commune de Chatuzange et la commune et la ville du Bourg-de-Péage de la commune et de la ville de Romans, la commune de Châteauneuf-d'Isère de celle de Beaumont-Monteux, enfin celle du Bourg-les-Valence de la commune du Pont-de-l'Isère, et se jette dans le Rhône à Confolens, après un cours de près de 300 kilomètres, dont 39 dans notre département."
DT26-01347,"Bourne (La),",rivière,département de l'Isère,non,"
rivière, a sa source dans les montagnes du Villard-de-Lans (Isère), touche à la commune de Saint-Julien-en-Vercors, rentre dans le département de l'Isère, qu'il sépare des communes de Sainte-Eulalie, de Saint-Thomas et de Saint-Nazaire-en-Royans, et se jette dans l'Isère au port de Rochebrune après un parcours de 40 kilomètres, dont 11,950 mètres dans le département de la Drôme."
DT26-06323,"Lentiol (Le),",ruisseau,département de l'Isère,non,"
ruisseau, affluent du Dolure, venant du département de l'Isère et ayant un parcours de 3,780 mètres sur la commune de Lens-Lestang."
DT26-12127,"Vernaison,",rivière,département de l'Isère,non,"
rivière qui, faisant suite au ravin de Combe, traverse les communes de Saint-Agnan-en-Vercors et de la Chapelle-en-Vercors, touche à celle de Saint-Martin-en-Vercors, sépare les communes d'Échevis et de Sainte-Eulalie du département de l'Isère et se jette enfin dans la Bourne après 27,800 mètres de cours."
DT26-01347,"Bourne (La),",rivière,département de la Drôme,non,"
rivière, a sa source dans les montagnes du Villard-de-Lans (Isère), touche à la commune de Saint-Julien-en-Vercors, rentre dans le département de l'Isère, qu'il sépare des communes de Sainte-Eulalie, de Saint-Thomas et de Saint-Nazaire-en-Royans, et se jette dans l'Isère au port de Rochebrune après un parcours de 40 kilomètres, dont 11,950 mètres dans le département de la Drôme."
DT26-04837,"Galaure (La),",rivière,département de la Drôme,non,"
rivière, a sa source près de Roybon (Isère), traverse la commune du Grand-Serre, celles d'Hauterives, de Chateauneuf-de-Galaure, de Mureils, de la Motte-de-Galaure, de Claveyson, de Saint-Barthelemy-de-Vals, de Saint-Uze et de Saint-Vallier, enfin se jette dans le Rhône après un cours d'environ 56 kilomètres, dont 36,370 mètres dans le département de la Drôme."
DT26-05894,"Isère (L'),",rivière,département de la Drôme,non,"
rivière qui a sa source dans les montagnes de la Tarantaise et traverse le département de son nom, entre dans le département de la Drôme, à Saint-Nazaire-en-Royans, longe cette commune et celle d'Eymeux, sépare les communes de la Baume-d'Hostun et de Beauregard de celle de Saint-Paul-les-Romans, la commune de Chatuzange et la commune et la ville du Bourg-de-Péage de la commune et de la ville de Romans, la commune de Châteauneuf-d'Isère de celle de Beaumont-Monteux, enfin celle du Bourg-les-Valence de la commune du Pont-de-l'Isère, et se jette dans le Rhône à Confolens, après un cours de près de 300 kilomètres, dont 39 dans notre département."
DT26-07828,"Ouvèze (L'),",rivière,département de la Drôme,non,"
rivière, a sa source à la montagne de Chamouse, traverse les communes de Montauban, Montguers, Saint-Auban, Sainte-Euphémie, Vercoiran, le Buis-les-Baronnies, la Penne, Pierrelongue et Mollans, et entre dans le département de Vaucluse, où elle se jette dans la Sorgues après un parcours de 95 kilomètres, dont 38,500 mètres dans le département de la Drôme."
DT26-01097,"Bluye,",montagne,département de Vaucluse,non,"
montagne sépare les communes d'Eygaliers et de Plaisians du département de Vaucluse."
DT26-05016,"Geine (La),",montagne,département de Vaucluse,non,"
montagne qui sépare la commune de Plaisians du département de Vaucluse, et dont l'altitude est de 1,268 mètres."
DT26-06273,"Lauzon (Le),",ruisseau,département de Vaucluse,non,"
ruisseau, affluent du Rhône, qui a sa source sur la commune de Montségur, la traverse ainsi que celles de Solerieux et de Saint-Restitut, puis entre dans le département de Vaucluse après un parcours de 7,000 mètres dans notre département."
DT26-06363,"Lez (Le),",rivière,département de Vaucluse,non,"
rivière, a sa source à la montagne de la Lance, traverse les communes de Teyssières, Montjoux, Béconne, Montbrison, Taulignan, Grignan, Chamaret, Colonzelle, Montségur, la Baume-de-Transit, Bouchet et Suze-la-Rousse, puis entre dans le département de Vaucluse, où il se jette dans le Rhône après un parcours de 54,600 mètres."
DT26-07828,"Ouvèze (L'),",rivière,département de Vaucluse,non,"
rivière, a sa source à la montagne de Chamouse, traverse les communes de Montauban, Montguers, Saint-Auban, Sainte-Euphémie, Vercoiran, le Buis-les-Baronnies, la Penne, Pierrelongue et Mollans, et entre dans le département de Vaucluse, où elle se jette dans la Sorgues après un parcours de 95 kilomètres, dont 38,500 mètres dans le département de la Drôme."
DT26-09512,"Rieumaud,",ruisseau,département de Vaucluse,non,"
ruisseau qui a sa source dans la montagne de la Lance, traverse la commune de Rousset, qu'il sépare ensuite de celle de Venterol, de celle de Saint-Pantaleon, et, réuni à la Fosse, entre dans le département de Vaucluse, où il se jette dans la Coronne."
DT26-05914,"Jabron (Le),",ruisseau,département des Basses-Alpes,non,"
ruisseau qui a sa source sur la commune de Montfroc, aux rochers des Baumes, et entre ensuite dans le département des Basses-Alpes, où il se jette dans la Durance après un cours de 36 kilomètres, dont 800 mètres sur notre département."
DT26-00196,"Armalause,",ruisseau,département des Hautes-Alpes,non,"
ruisseau prend sa source sur la commune de Laux-Montaux, la traverse ainsi que celle de Chauvac, 10sépare la commune de Roussieux du département des Hautes-Alpes et se jette dans l'Eygues."
DT26-01557,"Buesch (Le),",rivière,département des Hautes-Alpes,non,"
rivière, a une de ses sources sur la commune de Lus-la-Croix-Haute, qu'il traverse et qui, entrant ensuite dans le département des Hautes-Alpes, puis dans celui des Basses-Alpes, se jette dans la Durance, à Sisteron."
DT26-04187,"Eygues (L'),",rivière,département des Hautes-Alpes,non,"
rivière qui a sa source dans les bois de Laux-Montaux
, entre ensuite dans le département des Hautes-Alpes, puis, revenant dans celui de la Drôme, longe les communes de Montferrand et de Lemps et sépare celle de Remuzat de la commune de Verclause."
DT26-06968,"Meuge,",rivière,département des Hautes-Alpes,non,"
rivière, prend sa source à la Combe, commune de Barret-de-Lioure, traverse les communes de Séderon, Eygalayes, Lachau et Ballons, et entre dans le département des Hautes-Alpes, où elle se jette dans le Buesch après un parcours de 19,000 mètres dans notre département."
DT26-07767,"Ollière (L'),",ruisseau,département du Vaucluse,non,"
ruisseau, affluent du Lez, sépare la commune de Montségur du département du Vaucluse."
DT26-03947,"Diois (Le),",partie,diocèse de Die,non,"
partie du pays des Voconces, ayant approximativement la même étendue que le diocèse de Die."
DT26-04839,"Galavaison (Le),",ruisseau,domaine de Bossan,non,"
ruisseau, a sa source au domaine de Bossan, sur les limites des départements de la Drôme et de l'Isère, traverse les communes du Grand-Serre et d'Hauterives et se jette dans la Galaure après un parcours de 6,750 mètres."
DT26-06852,"Mas (Le),",ruisseau,domaine de Chanegat,non,"
ruisseau, a sa source au domaine de Chanegat, commune de Jansac, et se jette dans Barnavette, sur la commune de Barnave, après 1,100 mètres de parcours."
DT26-10514,"Saint-Pierre,",ruisseau,domaine de Cobonne,non,"
ruisseau qui a sa source au domaine de Cobonne, commune de Chabrillan, et se jette dans la Drôme, sur la même commune, après un cours de 5,400 mètres."
DT26-03337,"Combe-Tourmente,",ravin,domaine de Fromentières,non,"
ravin qui a sa source au domaine de Fromentières, commune de Sainte-Uze, et se jette dans la Galaure après 2,720 mètres de cours."
DT26-00668,"Sillas (Le),",ruisseau,domaine de Gaste,non,"
ruisseau, a sa source au domaine de Gaste, commune de Peyrins, traverse cette commune et celles de Beaumont-Monteux et de Romans, et se jette dans l'Isère après 6,900 mètres de parcours."
DT26-07006,"Merlet (Le),",ruisseau,domaine de l'Hermeson,non,"
ruisseau, a sa source au domaine de l'Hermeson, commune de Saint-Julien-en-Quint, et se jette dans la Sure après 1,800 mètres de parcours."
DT26-06980,"Ruisseau des Poncets,",ruisseau,domaine de Magnet,non,"
ruisseau, a sa source au domaine de Magnet, commune de Divajeu, traverse cette commune et se jette dans Lambres après 2,000 mètres de parcours."
DT26-01449,"Brette,",ruisseau,domaine de Marasine,non,"
ruisseau, a sa source au domaine de Marasine, commune de Volvent, traverse celle de Brette, et se jette sur celle de Pradelles dans la Roane, après 10,500 mètres de parcours."
DT26-03425,"Contède,",ruisseau,domaine des Amas,non,"
ruisseau qui a sa source au domaine des Amas, commune de Chastel-Arnaud, et se jette dans la Drôme, à Saillans, après 6,500 mètres de cours."
DT26-09919,"Roussas,",ruisseau,domaine des Aubres,non,"
ruisseau qui a sa source au domaine des Aubres, traverse la commune de Valdrôme et se jette dans la Drôme après 4,800 mètres de cours."
DT26-11343,"Sûre (La),",ruisseau,domaine des Granges,non,"
ruisseau qui a sa source au domaine des Granges, commune de Saint-Julien-en-Quint, traverse les communes de Saint-Andéol-et-Saint-Étienne-en-Quint, Vachères et Sainte-Croix, et se jette dans la Drôme après 12,500 mètres de cours."
DT26-00303,"Aurel,",ruisseau,domaine du Petit-Viopis,non,"
ruisseau, a sa source au domaine du Petit-Viopis, commune d’Aurel, traverse cette commune et se jette dans la Drôme, après un cours de 3,500 mètres."
DT26-04187,"Eygues (L'),",rivière,Drôme,non,"
rivière qui a sa source dans les bois de Laux-Montaux
, entre ensuite dans le département des Hautes-Alpes, puis, revenant dans celui de la Drôme, longe les communes de Montferrand et de Lemps et sépare celle de Remuzat de la commune de Verclause."
DT26-05099,"Gilfort,",chemin,Échevis à Sainte-Eulalie,non,"nom que l'on donnait autrefois au chemin qui, passant par la montagne du Penas, conduisait d'Échevis à Sainte-Eulalie, avant le percement de la route des Petits-Goulets."
DT26-09577,"Riousset,",ruisseau,en face de Manas,non,"
ruisseau qui a sa source sur la commune d’Eyzahut, traverse la commune du Pont-de-Barret et se jette dans le Roubion, en face de Manas."
DT26-05770,"Herbasse (L'),",rivière,entre Beaumont-Monteux et Romans,non,"
rivière qui a sa source non loin de Montrigaud
, traverse les communes de Saint-Bonnet-de-Valclérieux, Onay, Miribel, Crépol, Charmes, Margès, Saint-Donat et Clérieu, enfin se jette dans l'Isère entre Beaumont-Monteux et Romans après un cours de 35,230 mètres."
DT26-00891,"Berre (La),",rivière,entre Donzère et Pierrelatte,non,"
rivière prend sa source sur la commune de Salles, traverse celle de Grignan, sépare la commune de Chantemerle de celles de Valaurie et de Roussas, et celle des Granges-Gontardes de la commune de la Garde-Adhémar, passe au hameau de Berre, et se jette dans le Rhône entre Donzère et Pierrelatte après 26,000 mètres de parcours."
DT26-02136,"Charmagnieu,",port,entre le Pont-de-l'Isère et l'embouchure de l'Herbasse,non,"
port sur l'Isère, dont l'emplacement ne saurait être précisé, mais qui était évidemment sur la rive droite de cette rivière, entre le Pont-de-l'Isère et l'embouchure de l'Herbasse, et dans lequel les barons de Clérieu jouissaient d'un droit de péage, en vertu d'une concession des empereurs germaniques datant de 1153."
DT26-03461,"Corianson (Le),",ruisseau,entre Venterol et Vinsobres,non,"
ruisseau qui a sa source entre Venterol et Vinsobres, sépare cette dernière commune de celle de Nyons, et se jette dans l'Eygues après un cours de 4,800 mètres."
DT26-12073,"Veaune (La),",ruisseau,étang du Mouchet,non,"
ruisseau qui sort de l'étang du Mouchet, commune de Chavannes, traverse les communes de Veaunes, de Chanos-Curson, de Beaumont-Monteux et de la Roche-de-Glun, et se jette dans l'Isère après 13,220 mètres de cours."
DT26-09306,"Ravit (Le),",ruisseau,ferme Peyrot,non,"
ruisseau qui a sa source à la ferme Peyrot, commune de Peyrins, et se jette dans la Savasse après 4,500 mètres de cours."
DT26-11979,"Valcroissant,",ruisseau,flancs du Glandas,non,"
ruisseau qui a sa source dans les flancs du Glandas, traverse une partie de la commune de Die, touche à celle de Molieres et se jette dans la Drôme après 4,900 mètres de cours."
DT26-09439,"Riaille (La),",ruisseau,fontaine du Merle,non,"
ruisseau qui a sa source à la fontaine du Merle, commune d’Upie, sépare les communes d'Allex et d'Eurre et se jette dans la Drôme après 6,450m de cours."
DT26-09514,"Rieussec,",ruisseau,Grillon,84053,"
ruisseau, affluent du Lez, qui a sa source sur la commune de Valréas, traverse celle de Grillon et sépare ensuite celle de Richerenches (Vaucluse) des communes de Colonzelle et de Montségur (Drôme)."
DT26-00891,"Berre (La),",rivière,hameau de Berre,26145,"
rivière prend sa source sur la commune de Salles, traverse celle de Grignan, sépare la commune de Chantemerle de celles de Valaurie et de Roussas, et celle des Granges-Gontardes de la commune de la Garde-Adhémar, passe au hameau de Berre, et se jette dans le Rhône entre Donzère et Pierrelatte après 26,000 mètres de parcours."
DT26-02475,"Cheylard (Le),",commune,hameau de l'Escoulin,non,"
commune du canton de Saillans, dont le chef-lieu est au hameau de l'Escoulin."
DT26-06137,"Lambres,",ruisseau,hameau de Lambres,non,"
ruisseau qui fait suite au ravin des Trois-Vernes, commune de Divajeu, passe au hameau de Lambres, sépare la commune de Divajeu de celles de Chabrillan et de Crest, et se jette dans la Drôme après 7,400 mètres de cours."
DT26-00958,"Bez (Le),",rivière,hameau de Mensac,non,"
rivière formée au hameau de Mensac, commune de Creyers, de la réunion des ruisseaux d'Archianne et des Gas, passe à Châtillon, sépare la commune de ce nom de celle de Menglon, celles de Menglon et de Jansac de la commune de Saint-Roman, et se jette dans la Drôme après un parcours d'environ 10 kilomètres, parcours qui est de 25 kilomètres si, comme le font quelques auteurs, on comprend sous le nom de Bez le ruisseau de la Vierre."
DT26-11355,"Sye,",ruisseau,hameau de Ribière,non,"
ruisseau qui a sa source au hameau de Ribière, commune de Gigors, traverse la commune de Cobonne, celle d'Aouste, et se jette dans la Drôme après un cours de 11,500 mètres."
DT26-00013,"Adouin (L'),",ruisseau,hameau de Tourtres,non,"
ruisseau traverse le hameau de Tourtres, commune de Saint-Martin-en-Vercors, et se jette dans le Ban après un parcours de 1,700 mètres."
DT26-03633,"Courance (La),",ruisseau,hameau de Valcourte,non,"
ruisseau qui a sa source au hameau de Valcourte, commune de la Chaudière, traverse cette commune et celle de Pradelles et se jette dans Roanne après 6,200 mètres de cours."
DT26-02263,"Châteauneuf-de-Bordette,",chef-lieu,hameau des Bayles,non,"
commune du canton de Nyons, dont le chef-lieu est au hameau des Bayles."
DT26-04449,"Fleurs,",ruisseau,hameau des Chapons,non,"
ruisseau, a sa source au hameau des Chapons, commune de Rochefort-Samson, traverse cette commune et celle de Chatuzange, où, réuni à l'Ozon, il devient le Riousset."
DT26-04302,"Fauries (Les),",ruisseau,hameau des Fauries,non,"
ruisseau, affluent de Lunel, qui traverse le hameau des Fauries, commune de Lus-la-Croix-Haute, et dont le cours est de 2,500 mètres."
DT26-00818,"Bénivay,",commune,hameau des Granges,non,"
commune du canton du Buis-les-Baronnies, commune dont le chef-lieu est au hameau des Granges."
DT26-11349,"Suze,",chef-lieu,hameau des Jeaux,non,"
commune du canton de Crest-Nord, dont le chef-lieu est au hameau des Jeaux."
DT26-03653,"Courriols (Les),",ravin,hameau des Maillets,non,"
ravin qui a sa source au hameau des Maillets, commune de Rochefort-Samson, et se jette dans la Béauze après 800 mètres de cours."
DT26-02534,"Chorache (La),",ruisseau,hameau des Maillons,non,"
ruisseau, a sa source au hameau des Maillons, commune de Peyrins, et se jette dans l'Isère, sur la commune de Romans, après un parcours de 6,800 mètres."
DT26-12061,"Vaure (Le),",ruisseau,hameau des Moutiers,non,"
ruisseau qui a sa source au hameau des Moutiers, commune d’Allex, sépare cette commune de celle de Livron et se jette dans la Drôme après 3,200 mètres de cours."
