Article,Vedette,type vedette,Candidat,INSEE,Definition,Correction,Commentaire
DT80-04893,Tilleroye,lieu,chemin du Bosquel,non,"
         lieu sur le chemin du Bosquel à Amiens.",,
DT80-02376,Haute-Borne.,lieux dits,Citernes,80196,"On rencontre des lieux dits de ce nom à AIRAINES, ARREST, AILLY-SUR-NOYE, ABLAINCOURT, BACOUEL, BERNES, BIACHES, BONNEVILLE, BOUCHAVESNE, BOUVAINCOURT, BRAY-SUR-SOMME, BREILLY, BRIE, BROUCHY, Bussu, CAHON, CAPPY, CARDONNETTE, CHILLY, CHIRMONT, CHUIGNOLLES, Citernes, DARGNIES, DERNANCOURT, DOUILLY, Eaucourt, EMBREVILLE, EQUANCOURT, ERCHEU, La Faloise, FINS, FLIXECOURT, FOREST-L'ABBAYE, FOUILLOY, FREMONTIERS, 468
         GAPENNES, GORENFLOS, GUILLEMONT, GUYENCOURT-SAULCOURT, HALLU, HERLEVILLE, HESBECOURT, HOMBLEUX, LANGUEVOISIN, LEALVILLERS, LONGUEVAL, MAMETZ, Maresmontiers, MARQUIVILLERS, MERICOURT-L'ABBE, MESNIL-SAINT-GEORGES, MIRAUMONT, MOLLIENS-AUX-BOIS, La Motte-Buleux, NAMPONT, NESLE, QUEVAUVILLERS, QUIVIERES, RAMBURES, REMIENCOURT, RIVERY, ROSIERES, ROUVREL, SAIGNEVILLE, SAINT-LEGER-LES-AUTHIE, TILLOY-FLORIVILLE, Tours-en-Vimeu, VAUX-MARQUENNEVILLE, VECQUEMONT, VIGNACOURT, Villers-Tournelles, YZENGREMER.",,
DT80-01430,"Cujaval,",fief,Corniamont,non,"
         fief sis à AUTHIEULLE, réuni en 1531 à celui de Corniamont. — Daire. Hist. de Doullens.",,
DT80-02613,"Lefelcheroi,",lieu,"côté de Cottenchy
         ",80213,"
         lieu sis du côté de Cottenchy
         .",,
DT80-04125,Rivière des Parquets.,Rivière,Courcelles,80219,"
         Rivière qui prend sa source à THOIX, passe à Courcelles, et se jette à CONTRE dans la rivière de Poix. La longueur est de 13 kil.",,
DT80-03426,Notre-Dame de Pitié.,chapelles,Crécy-en-Ponthieu,80222,"On trouve des chapelles de ce nom à AUBIGNY (1757. Cassini), à BEAUVAL (1757. Cassini), BRESLE, CAMPS-L'AMIENOIS (1757. Cassini. Chapelle, 
         1836. Etat-Major), Crécy-en-Ponthieu (1757. Cassini. — 1764. Desnos), CROTOY (1757. 
         117Cassini. — 1764. Desnos), CURLU (Notre-Dame de Cuerlu, 
         1414. Monstrelet), FALVY, La Faloise (1757. Cassini. — 1836. Etat-Major), GAPENNES, Les Bœufs (Chapelle Labroyée), LICOURT, Pont-Noyelles (1757. Cassini), SOUPLICOURT.",,
DT80-04788,Sommette,Petit affluent,dép. de l’Aisne,non,"
         Petit affluent qui, venant de 
            Sommette
         , village du dép. de l’Aisne, vient se perdre à HAM dans la Somme.",,
DT80-01190,"Chaussée romaine,",,Dieppe,76217,"d’
            Amiens
          à Dieppe.",,
DT80-00071,"Amancourt,",fief,Dom Léger,80245,"
         fief sis à Dom Léger.",Dom-Léger,
DT80-02688,"Luce,",rivière,Domart,80242,"
         rivière qui prend sa source vers Caix
         , passe à Cayeux, IGNAUCOURT, AUBERCOURT, DEMUIN, entre Hourges et Domart, entre Bertaucourt et THENNES et se jette dans l’Avre à Glimont.",,
DT80-04104,Rivière de Domart.,Ruisseau,Domart,80241,"
         Ruisseau qui vient de BONNEVILLE, de Saint-Hilaire et de Domart et se jette dans la Nièvre près de Saint-Léger.",,
DT80-04310,Ruisseau des Sœurs-Grises.,,Doyenné de Doullens,non,Daire. Doyenné de Doullens.,,
DT80-02596,Landon,rivière,Dreuil,80554,"
         rivière qui prend sa source à 
            Molliens-Vidame
         , coule du S. au N. par Dreuil, OISSY, RIENCOURT, le MESGE, SOUES et Hangest, jusqu’à la Somme.",,
DT80-03400,"Notre-Dame-de-Délivrance,",chapelles,Dury,80261,"
         chapelles à BEAUCAMP-LE-VIEUX, Dury, NAMPS-AU-VAL, La Neuville-au-Bois.",,
DT80-03541,Parc,fiefs,Dury,80261,"
         fiefs sis à PONT-REMY, — à COCQUEREL, — à Dury, — à VISMES. M. de Rosny.",,
DT80-02376,Haute-Borne.,lieux dits,Eaucourt,80262,"On rencontre des lieux dits de ce nom à AIRAINES, ARREST, AILLY-SUR-NOYE, ABLAINCOURT, BACOUEL, BERNES, BIACHES, BONNEVILLE, BOUCHAVESNE, BOUVAINCOURT, BRAY-SUR-SOMME, BREILLY, BRIE, BROUCHY, Bussu, CAHON, CAPPY, CARDONNETTE, CHILLY, CHIRMONT, CHUIGNOLLES, Citernes, DARGNIES, DERNANCOURT, DOUILLY, Eaucourt, EMBREVILLE, EQUANCOURT, ERCHEU, La Faloise, FINS, FLIXECOURT, FOREST-L'ABBAYE, FOUILLOY, FREMONTIERS, 468
         GAPENNES, GORENFLOS, GUILLEMONT, GUYENCOURT-SAULCOURT, HALLU, HERLEVILLE, HESBECOURT, HOMBLEUX, LANGUEVOISIN, LEALVILLERS, LONGUEVAL, MAMETZ, Maresmontiers, MARQUIVILLERS, MERICOURT-L'ABBE, MESNIL-SAINT-GEORGES, MIRAUMONT, MOLLIENS-AUX-BOIS, La Motte-Buleux, NAMPONT, NESLE, QUEVAUVILLERS, QUIVIERES, RAMBURES, REMIENCOURT, RIVERY, ROSIERES, ROUVREL, SAIGNEVILLE, SAINT-LEGER-LES-AUTHIE, TILLOY-FLORIVILLE, Tours-en-Vimeu, VAUX-MARQUENNEVILLE, VECQUEMONT, VIGNACOURT, Villers-Tournelles, YZENGREMER.",,
DT80-02553,Immaculée conception,chapelle,Echelle-Saint-Taurin,80263,"
         chapelle. On en trouve de ce nom à CARREPUITS, — l’Echelle-Saint-Taurin, — DRESLINCOURT, — FRESNOY-LES-ROYE, — MORCOURT, — RIBEAUCOURT.",,
DT80-04109,Rivière de la Plume.,Bras,en aval de Saint-Vulfran,non,"
         Bras de la Somme qui traversait 
            Abbeville
         , reprenait la Somme un peu en aval de Saint-Vulfran ; il a été supprimé un peu avant la Révolution.",,
DT80-04110,Rivière de Mareuil.,Petite rivière,en face d’Eaucourt,non,"
         Petite rivière qui prend sa source à 
            Bellifontaine
         , va se jeter dans la Somme en face d’Eaucourt après un parcours de 7 kil. environ.",,
DT80-00427,"Bercq,",lieu,en face du Crotoy,80228,"
         lieu dans le 
            Marquenterre
         , placé en face du Crotoy.",,
DT80-03135,"Mont aux Aigles,",lieu dit,entre Amiens et La Neuville,80021/non,"
         lieu dit 
         entre Amiens et La Neuville.",,
DT80-03770,"Pont-a-Vaches,",,entre Amiens et le Petit-St-Jean,80021/non,"
         entre Amiens et le Petit-St-Jean, sur la Selle.",,
DT80-02824,Malacquis,lieu,entre Amiens et Rivery,80021/80674,"
         lieu sis entre Amiens et Rivery.",,
DT80-03826,"Poste de Douane,",,entre Ault et Mers,80039/80533,"
         entre Ault et Mers.",,
DT80-04279,"Ruisseau de la Buse,",,entre Bonnay et Heilly,80112/80426,"
         entre Bonnay et Heilly.",,
DT80-03562,"Pavery,",lieu,entre Boves et Cottenchy,80131/80213,"
         lieu sis entre Boves et Cottenchy.",,
DT80-03854,"Pré Bana,",fief,entre Bray-sur-Somme et Capy,80136/80172,"
         fief sis entre Bray-sur-Somme et Capy.",,
DT80-04112,Rivière de Neuilly.,Ruisseau,entre Canchy et Neuilly-l’Hôpital,80167/80590,"
         Ruisseau qui prend sa source entre Canchy et Neuilly-l’Hôpital, passe à DRUCAT, y reçoit une source qui prend naissance dans le parc du château, y reçoit une autre source appelée la Fontaine St-Martin et se jette dans le Scardon près le moulin de Verité, à la Bouvaque.",,
DT80-04842,"Talsaques,",marais,entre Caubert et Mareuil,80512/80512,"
         marais 
         entre Caubert et Mareuil. M. Prarond.",,
DT80-03188,"Montigny,",fief,entre Caux et Millencourt,80171/80548,"
         fief sis entre Caux et Millencourt.",entre Caours et Millencourt,
DT80-04739,Sehu,lieu dit,entre Colincamps et S. Léger,80203/80705,"
         lieu dit 
         entre Colincamps et S. Léger.",entre Colincamps et Saint-Léger,
DT80-04115,Rivière de Poix.,Rivière,entre Contre et Fleury,80210/80317,"
         Rivière qui prend sa source à SOUPLICOURT, passe à SAULCHOY-SOUS-POIX, à la Chapelle, à POIX où elle se divise et prend le nom de Rivière du grand et du petit Moulin, à Blangy, à FAMECHON, reçoit la rivière des Evoissons à Uzenneville, celle des Parquets entre Contre et Fleury, et se jette dans la Selle au-dessous de Conty. Longueur 12 kil.",,
DT80-04950,"Torigny,",lieu,entre Corbie et Bonnay,80212/80112,"
         lieu sis entre Corbie et Bonnay. — Pic. mérid.",,
DT80-03017,"Mesnil-Saint-Quentin,",,entre Croix-Molignaux et Quivières,80226/80658,"
         entre Croix-Molignaux et Quivières, village détruit au 
            xv
            e siècle.",,
DT80-04795,"Sotelinoxe,",écluse,entre Crouy et le Gard,80229/non,"
         écluse située entre Crouy et le Gard.",,
DT80-05130,Vasseurs,,entre Doullens et Outrebois,80253/80614,"
         entre Doullens et Outrebois, sur l’Authie.",,
DT80-05173,"Verneuil,",fief,entre Fouilloy et Hamelet,80338/80412,"
         fief 
         entre Fouilloy et Hamelet.",,
DT80-03365,Noc-d’Offoi.,Petit cours d’eau,entre Hurt et Wattihurt,80182/80464,"
         Petit cours d’eau qui partant de LANCHERES passe entre Hurt et Wattihurt, laisse à droite la ferme Malassise et se perd dans la Somme au-dessus de la pointe du Hourdel.",,
DT80-05158,"Vaux,",hameau,entre Morchain et Mesnil-Saint-Nicaise,80568/80542,"ce hameau sis entre Morchain et Mesnil-Saint-Nicaise est détruit, mais on trouve encore le bois de Vaux.",,
DT80-03714,"Place as jours,",lieu,entre Naours et Wargnies,80584/80819,"
         lieu sis entre Naours et Wargnies.",,
DT80-04187,"Roqueville,",lieu,entre Quend et S. Quentin,80649/80713,"
         lieu sis entre Quend et S. Quentin.",entre Quend et Saint-Quentin,
DT80-04731,"Savonnières,",fief,entre Raineville et Molliens-aux-Bois,80661/80553,"
         fief sis entre Raineville et Molliens-aux-Bois.",,
DT80-02488,"Hoiermont,",lieu inconnu,"environs de Nesle
         ",80585,"
         lieu inconnu sis aux environs de Nesle
         .",,
DT80-02396,"Hay,",lieu,"environs de Nesle
         ",80585,"
         lieu sis aux environs de Nesle
         , détruit.",,
DT80-04819,"Suscourt,",lieu,"environs de Nesle
         ",80585,"
         lieu sis aux environs de Nesle
         . Inconnu.",,
DT80-03124,Montagne verte,,faubourg d’Abbeville,80001,"
         faubourg d’Abbeville, partie de Thuyson.",,
DT80-04817,"Sur-Somme,",,faubourg d’Abbeville,80001,"
         faubourg d’Abbeville.",,
DT80-04552,"S. Pierre,",,faubourg d’Amiens,80021,"
         faubourg d’Amiens.",,
DT80-03876,Près Forets,,faubourg de la Hotoie,non,"dép. d’
            Amiens
         , faubourg de la Hotoie.",,
DT80-03108,"Monplaisir,",habitation isolée,"faubourg de Noyon
         ",non,"
         habitation isolée 
         faubourg de Noyon
         , dép. d’Amiens.",,
DT80-00339,"Beaurepaire,",habitation isolée,"faubourg de Noyon
         ",non,"
         habitation isolée, sise au faubourg de Noyon
         , près Amiens, appartenant au chapitre, détruite vers le commencement du xviii
            e siècle. Ms Pagès.",,
DT80-04534,"S. Nicolas,",cense,faubourg de Noyon d’Amiens,80021,"
         cense sise entre le château de la vallée et le 
            Pleinseau
         , au faubourg de Noyon d’Amiens jointe à la vallée en 1707. Daire. Hist. d’Am.",,
DT80-00762,"Bretagne,",,"faubourg de Péronne
         ",80620,"
         faubourg de Péronne
         .",,
DT80-04521,"S. Medard de Toulle,",,"faubourg de Roye
         ",80685,"
         faubourg de Roye
         .",,
DT80-04213,Rouge-Maison,fief,"faubourg de Saint-Riquier
         ",80716,"
         fief sis au faubourg de Saint-Riquier
         .",,
DT80-04103,Rivière de Bray-les-Mareuil.,Dérivation,faubourg des Planches,80001,"
         Dérivation de la Somme grossie de l’eau des sources de Mareuil et des environs, qui perd son nom au bas des monts de Caubert où elle rentre dans la Somme au faubourg des Planches.",,
DT80-05189,"Vicourt,",fief,faubourg Saint-Georges de Roye,80685,"
         fief sis au faubourg Saint-Georges de Roye. Passé en 1782 de Célestins au Chapitre d’Amiens.",,
DT80-05094,"Val Levret,",fief,faubourg Saint-Gilles d’Abbeville,80001,"
         fief sis au faubourg Saint-Gilles d’Abbeville.",,
DT80-03365,Noc-d’Offoi.,Petit cours d’eau,ferme Malassise,80182,"
         Petit cours d’eau qui partant de LANCHERES passe entre Hurt et Wattihurt, laisse à droite la ferme Malassise et se perd dans la Somme au-dessus de la pointe du Hourdel.",,
DT80-05260,"Vincheneux,",fief,Ferté de St-Riquier,80716,"
         fief sis à la Ferté de St-Riquier.",Ferté-de-Saint-Riquier,
DT80-01597,"Entre deux villes,",lieu,fief de Vaquerie,80086,"
         lieu sis entre BERNAVILLE et le fief de Vaquerie.",,
DT80-04299,Ruisseau de Vron.,Ruisseau,Fresne,80580,"
         Ruisseau qui prend sa source à VRON, coule de l’est à l’ouest, passe à Avesnes, à Fresne, et se perd dans l’Authie.",,
DT80-01664,"Essarts,",fief,Fresnoy,80359,"
         fief sis entre LIANCOURT-FOSSE et Fresnoy.",,
DT80-02688,"Luce,",rivière,Glimont,80752,"
         rivière qui prend sa source vers Caix
         , passe à Cayeux, IGNAUCOURT, AUBERCOURT, DEMUIN, entre Hourges et Domart, entre Bertaucourt et THENNES et se jette dans l’Avre à Glimont.",,
DT80-02577,"Kilienne,",ruisseau,Grincourt,62389,"
         ruisseau indiqué sans nom par Cassini ; il prend sa source à 
            Warlincourt-lès-Pas
          (Pas-de-Calais), passe à Grincourt, Pas, FAMECHON et se jette à THIEVRES dans l’Authie, après un parcours de 7 kil. ; il fait mouvoir 6 moulins.",,
DT80-02262,Grosse Borne,bornes,Hallivillers,non,"On trouve des bornes ou des lieux dits portant ce nom à AILLY-SUR-SOMME, Beaufort, BOUGAINVILLE, CAIX, CONDE-FOLIE, FAVEROLLES, FLOXICOURT, Hallivillers, MESNIL-EN-ARROUAISE, NURLU, ROLLOT, ROUY-LE-GRAND, SOREL-LE-GRAND, Tincourt, VAUVILLERS, Vraignes et YTRES.",,
DT80-00082,"Amourettes,",fief,Hanchy,non,"
         fief sis à COULONVILLERS et à Hanchy.",,
DT80-01533,Eauette,petit ruisseau,Hangest,80416,"
         petit ruisseau qui va du terroir de Crouy
          à Hangest et se perd dans la Somme.",,
DT80-02596,Landon,rivière,Hangest,80416,"
         rivière qui prend sa source à 
            Molliens-Vidame
         , coule du S. au N. par Dreuil, OISSY, RIENCOURT, le MESGE, SOUES et Hangest, jusqu’à la Somme.",,
DT80-01429,"Cujamont,",fief,Haudrimont,non,"
         fief sis à AUTHIEULLE, réuni en 1531 à celui d’Haudrimont. — Daire. Hist. de Doullens.",,
DT80-03389,Notre-Dame-de-Bon-Secours.,chapelles,Hescamps,80436,"On trouve des chapelles de ce nom sur les terroirs de Ailly-sur-Noye, 114
         AIZECOURT-LE-HAUT, ARGOULES, ASSEVILLERS, BEAUCAMP-LE-VIEUX, BERNAVILLE, BOVES (1757. Cassini), BOUZINCOURT, CANNESSIERES, DOMMARTIN, EPLESSIER, FOREST-MONTIERS, FOUCAUCOURT-HORS-NESLE, FOURCIGNY (1836. Etat-Major), FRANVILLERS, GENTELLES, GLISY, Hescamps, HEUDICOURT, Lestocq, LIOMER, LAMARONDE, MONTMARQUET, MORCHAIN (Chap. de Morchain, 
         1757. Cassini. — N.-D. de Morchain, 
         1778. De Vauchelle), MOREUIL (1757. Cassini), NOUVION, OISSY, POZIERES (1757. Cassini), QUEVAUVILLERS, QUEND, Saint-Ouen, TERRAMESNIL, TRONCHOY (N.-D. de Vertu), VRELY et WOIREL.",,
DT80-02756,"Maison-Dubromel,",habitation isolée,Hesdin,non,"
         habitation isolée dép. d’
            Abbeville
         . Route de Calais à Hesdin.",,
DT80-00229,"Baillon,",,Hesdin,non,"
         près Abbeville
         , entre les routes de Montreuil et d’Hesdin.",,
DT80-01919,"Fonds des batailles,",Vallon,Houdent,non,dép. de TOURS. — Vallon entre TOURS et Houdent.,,
DT80-00945,Canal de Lanchères.,canal,Hourdel,80228,"Ce canal qui a sa source au 
            Hable
          se jette dans la baie de Somme au Hourdel.",,
DT80-02688,"Luce,",rivière,Hourges,80242,"
         rivière qui prend sa source vers Caix
         , passe à Cayeux, IGNAUCOURT, AUBERCOURT, DEMUIN, entre Hourges et Domart, entre Bertaucourt et THENNES et se jette dans l’Avre à Glimont.",,
DT80-02426,"Hemon,",,Humel,80303,"dép. du CROTOY, entre Morlay et le Humel.",,
DT80-02630,"Liger,",rivière,Inval,80450,"
         rivière qui prend sa source à GUIBERMESNIL, passe à BROCOURT, LIOMER, Le Quesne, Saint-Aubin-Rivière, le MAZIS, Inval et se jette à SENARPONT dans la Bresle.",,
DT80-04122,Rivière des Hebbillons.,Rivière,jardins de la Tannerie,80001,"
         Rivière qui n’était peut-être qu’un bras de celle des pécheurs d’eau douce, entrait en ville à peu près au même endroit et coulait derrière les jardins de la Tannerie dans la direction de la rue du Lillier, faisait mouvoir le moulin Clapet supprimé en 1500, et se déchargeait dans la Somme derrière les etiaux où on vendoit les pichons.
      ",,
DT80-04675,Vierge,chapelle,La Boissière,80453,"
         chapelle dép. de La Boissière. (Montdidier.)",,
DT80-01949,"Forestil,",ferme,La Boissière,80453,"
         ferme dép. de La Boissière (canton de Montdidier), 14 habitants.",,
DT80-00867,"Busseau,",,La Boissière,80453,dép. de La Boissière (canton de Montdidier).,,
DT80-00909,"Cambuse,",,La Boissière,80453,"dép. de La Boissière, canton de Montdidier, 6 habitants.",,
DT80-04491,"S. Martin aux Champs,",,La Boissière,80456,dép. de La Boissière. (Canton d’Hornoy).,,
DT80-04908,"Tirancourt,",,La Chaussée-Tirancourt,80187,dép. de La Chaussée-Tirancourt. 103 habitants.,,
DT80-01398,Cressonnières,fief,La Faloise,80299,"
         fief sis à La Faloise. — Daire. Doy. de Moreuil.",,
DT80-03441,"Notre-Dame-des-Vertus,",,La Faloise,80299,"à 
            Bersaucourt
         , La Faloise, ERCHES.",,
DT80-01117,"Chapelle Madame,",,La Faloise,80299,dép. de La Faloise.,,
DT80-04195,Rosoy,,La Faloise,80299,dép. de La Faloise.,,
DT80-02376,Haute-Borne.,lieux dits,La Faloise,80299,"On rencontre des lieux dits de ce nom à AIRAINES, ARREST, AILLY-SUR-NOYE, ABLAINCOURT, BACOUEL, BERNES, BIACHES, BONNEVILLE, BOUCHAVESNE, BOUVAINCOURT, BRAY-SUR-SOMME, BREILLY, BRIE, BROUCHY, Bussu, CAHON, CAPPY, CARDONNETTE, CHILLY, CHIRMONT, CHUIGNOLLES, Citernes, DARGNIES, DERNANCOURT, DOUILLY, Eaucourt, EMBREVILLE, EQUANCOURT, ERCHEU, La Faloise, FINS, FLIXECOURT, FOREST-L'ABBAYE, FOUILLOY, FREMONTIERS, 468
         GAPENNES, GORENFLOS, GUILLEMONT, GUYENCOURT-SAULCOURT, HALLU, HERLEVILLE, HESBECOURT, HOMBLEUX, LANGUEVOISIN, LEALVILLERS, LONGUEVAL, MAMETZ, Maresmontiers, MARQUIVILLERS, MERICOURT-L'ABBE, MESNIL-SAINT-GEORGES, MIRAUMONT, MOLLIENS-AUX-BOIS, La Motte-Buleux, NAMPONT, NESLE, QUEVAUVILLERS, QUIVIERES, RAMBURES, REMIENCOURT, RIVERY, ROSIERES, ROUVREL, SAIGNEVILLE, SAINT-LEGER-LES-AUTHIE, TILLOY-FLORIVILLE, Tours-en-Vimeu, VAUX-MARQUENNEVILLE, VECQUEMONT, VIGNACOURT, Villers-Tournelles, YZENGREMER.",,
DT80-03426,Notre-Dame de Pitié.,chapelles,La Faloise,80299,"On trouve des chapelles de ce nom à AUBIGNY (1757. Cassini), à BEAUVAL (1757. Cassini), BRESLE, CAMPS-L'AMIENOIS (1757. Cassini. Chapelle, 
         1836. Etat-Major), Crécy-en-Ponthieu (1757. Cassini. — 1764. Desnos), CROTOY (1757. 
         117Cassini. — 1764. Desnos), CURLU (Notre-Dame de Cuerlu, 
         1414. Monstrelet), FALVY, La Faloise (1757. Cassini. — 1836. Etat-Major), GAPENNES, Les Bœufs (Chapelle Labroyée), LICOURT, Pont-Noyelles (1757. Cassini), SOUPLICOURT.",,
DT80-05349,"Watiéville,",ferme,La Fresnoye,80456,"
         ferme dép. de La Fresnoye, 6 habitants.",,
DT80-00786,Briqueterie,habitation isolée,La Fresnoye,80456,dép. de La Fresnoye.,,
DT80-04750,"Sénéchal,",fief,La Houssoye,80458,"
         fief sis à BACOUEL, — à La Houssoye, — à FRANVILLERS, — à MONTONVILLERS.",,
DT80-01208,"Le Chemin de la Mer,",route,La Motte-Brebière,80461,"
         route passant à La Motte-Brebière.",,
DT80-01140,"Chapelle du chemin d’Amiens,",,La Motte-Brebière,80461,dép. de La Motte-Brebière.,,
DT80-02446,"Hermel,",fief,La Motte-Buleux,80462,"
         fief sis à La Motte-Buleux.",,
DT80-02376,Haute-Borne.,lieux dits,La Motte-Buleux,80462,"On rencontre des lieux dits de ce nom à AIRAINES, ARREST, AILLY-SUR-NOYE, ABLAINCOURT, BACOUEL, BERNES, BIACHES, BONNEVILLE, BOUCHAVESNE, BOUVAINCOURT, BRAY-SUR-SOMME, BREILLY, BRIE, BROUCHY, Bussu, CAHON, CAPPY, CARDONNETTE, CHILLY, CHIRMONT, CHUIGNOLLES, Citernes, DARGNIES, DERNANCOURT, DOUILLY, Eaucourt, EMBREVILLE, EQUANCOURT, ERCHEU, La Faloise, FINS, FLIXECOURT, FOREST-L'ABBAYE, FOUILLOY, FREMONTIERS, 468
         GAPENNES, GORENFLOS, GUILLEMONT, GUYENCOURT-SAULCOURT, HALLU, HERLEVILLE, HESBECOURT, HOMBLEUX, LANGUEVOISIN, LEALVILLERS, LONGUEVAL, MAMETZ, Maresmontiers, MARQUIVILLERS, MERICOURT-L'ABBE, MESNIL-SAINT-GEORGES, MIRAUMONT, MOLLIENS-AUX-BOIS, La Motte-Buleux, NAMPONT, NESLE, QUEVAUVILLERS, QUIVIERES, RAMBURES, REMIENCOURT, RIVERY, ROSIERES, ROUVREL, SAIGNEVILLE, SAINT-LEGER-LES-AUTHIE, TILLOY-FLORIVILLE, Tours-en-Vimeu, VAUX-MARQUENNEVILLE, VECQUEMONT, VIGNACOURT, Villers-Tournelles, YZENGREMER.",,
DT80-01867,Flauval,ferme,La Motte-Croix-au-Bailly,80714,"
         ferme dép. de La Motte-Croix-au-Bailly, 5 habitants.",,
DT80-00321,"Beaumanoir,",fief,La Motte-en-Santerre,80463,"
         fief sis à La Motte-en-Santerre.",,
DT80-02162,"Gonet,",fief,La Motte-en-Santerre,80463,"
         fief sis à La Motte-en-Santerre.",,
DT80-02590,"Lambre,",fief,La Motte-en-Santerre,80463,"
         fief sis à La Motte-en-Santerre.",,
DT80-03471,"Obvillers,",fief,La Motte-en-Santerre,80463,"
         fief sis à La Motte-en-Santerre.",,
DT80-03400,"Notre-Dame-de-Délivrance,",chapelles,La Neuville-au-Bois,80591,"
         chapelles à BEAUCAMP-LE-VIEUX, Dury, NAMPS-AU-VAL, La Neuville-au-Bois.",,
DT80-03788,"Pont de Longueau,",habitation isolée,La Neuville-lès-Amiens,80021,"
         habitation isolée dép. de La Neuville-lès-Amiens.",,
DT80-03896,"Puchoir-aux-Dames,",Lieu,La Neuville-lès-Amiens,80021,"
         Lieu sis à La Neuville-lès-Amiens.",,
DT80-03976,"Quiry-le-Vert,",ferme,La Neuville-sire-Bernard,80595,"
         ferme dép. de La Neuville-sire-Bernard.",La Neuville-Sire-Bernard,
DT80-01744,"Fausse rivière,",cours d’eau,La Neuville-Sire-Bernard,80595,affluent de l’Avre à La Neuville-Sire-Bernard.,,
DT80-02770,Maison-Neuve,habitation isolée,La Vicogne,80792,"
         habitation isolée dép. de La Vicogne.",,
DT80-04191,"Rosel,",,La Vicogne,80792,"dép. de La Vicogne, 45 habitants.",,
DT80-04337,"Sacquespée,",fief,La Viefville,80468,"
         fief sis à La Viefville.",,
DT80-01995,Fosses de Lannoy,,Lannoy,non,entre RUE et Lannoy.,,
DT80-03058,"Moismont,",,Le Boisle,80109,"dép. de Le Boisle, 12 habitants.",,
DT80-01119,"Chapelle Mention,",,Le Boisle,80109,dép. de Le Boisle.,,
DT80-01139,"Chapelle de Paris,",,Le Boisle,80109,dép. de Le Boisle.,,
DT80-01091,"Champ St.-Gille,",bois,Le Cardonnois,80174,"
         bois dép. de Le Cardonnois.",,
DT80-01087,Champ neuf,ferme,Le Crotoy,80228,"
         ferme, dép. de Le Crotoy.",,
DT80-01345,Coufignon,écart,Le Forest,80521,"
         écart, dép. de Le Forest.",,
DT80-02497,"Hôpital-au-Bois,",,Le Forest,80521,dép. de Le Forest.,,
DT80-02960,"Meillard (-le-Grand),",ferme,Le Meillard,80526,"
         ferme dép. de Le Meillard, 7 habitants.",,
DT80-02630,"Liger,",rivière,Le Quesne,80651,"
         rivière qui prend sa source à GUIBERMESNIL, passe à BROCOURT, LIOMER, Le Quesne, Saint-Aubin-Rivière, le MAZIS, Inval et se jette à SENARPONT dans la Bresle.",,
DT80-03649,"Petit-Quesnel,",,Le Quesnel,80652,dép. de Le Quesnel.,,
DT80-02122,Garenne,habitation isolée,Le Titre,80763,"
         habitation isolée, dép. de Le Titre.",,
DT80-01171,"Chateau du Titre,",,Le Titre,80763,dép. de Le Titre.,,
DT80-03426,Notre-Dame de Pitié.,chapelles,Les Bœufs,80472,"On trouve des chapelles de ce nom à AUBIGNY (1757. Cassini), à BEAUVAL (1757. Cassini), BRESLE, CAMPS-L'AMIENOIS (1757. Cassini. Chapelle, 
         1836. Etat-Major), Crécy-en-Ponthieu (1757. Cassini. — 1764. Desnos), CROTOY (1757. 
         117Cassini. — 1764. Desnos), CURLU (Notre-Dame de Cuerlu, 
         1414. Monstrelet), FALVY, La Faloise (1757. Cassini. — 1836. Etat-Major), GAPENNES, Les Bœufs (Chapelle Labroyée), LICOURT, Pont-Noyelles (1757. Cassini), SOUPLICOURT.",,
DT80-03389,Notre-Dame-de-Bon-Secours.,chapelles,Lestocq,80558,"On trouve des chapelles de ce nom sur les terroirs de Ailly-sur-Noye, 114
         AIZECOURT-LE-HAUT, ARGOULES, ASSEVILLERS, BEAUCAMP-LE-VIEUX, BERNAVILLE, BOVES (1757. Cassini), BOUZINCOURT, CANNESSIERES, DOMMARTIN, EPLESSIER, FOREST-MONTIERS, FOUCAUCOURT-HORS-NESLE, FOURCIGNY (1836. Etat-Major), FRANVILLERS, GENTELLES, GLISY, Hescamps, HEUDICOURT, Lestocq, LIOMER, LAMARONDE, MONTMARQUET, MORCHAIN (Chap. de Morchain, 
         1757. Cassini. — N.-D. de Morchain, 
         1778. De Vauchelle), MOREUIL (1757. Cassini), NOUVION, OISSY, POZIERES (1757. Cassini), QUEVAUVILLERS, QUEND, Saint-Ouen, TERRAMESNIL, TRONCHOY (N.-D. de Vertu), VRELY et WOIREL.",,
DT80-03532,Panneteries.,établissements isolés,Lœuilly-lès-Conty,80485,"On trouve des habitations et des établissements isolés sous ces noms à BOUCHAVESNE, CANDAS, CAPPY, DERNANCOURT, Lœuilly-lès-Conty, Mailly, MARTAINEVILLE-LES-BUS, MEAULTE, MEZIERES, Monchel-lès-Ayencourt, RAINECOURT, 137
         ROUVROY-EN-SANTERRE, Saint-Maulvis, SAILLY-LE-SEC, TAISNIL.",,
