Article,Vedette,Type vedette,Candidat,INSEE,Définition
DT05-01172,"Buffère (Col de),",col,vallée de la Guisane,non,"
col, commune du Monêtier-de-Briançon, conduisant de la vallée de la Guisane dans celle de la Clarée."
DT05-01172,"Buffère (Col de),",col,Clarée,non,"
col, commune du Monêtier-de-Briançon, conduisant de la vallée de la Guisane dans celle de la Clarée."
DT05-01351,"Céans,",torrent,au-dessous de Lagrand,non,"
torrent. Prend naissance dans la commune de Laborel (Drôme), traverse celles d'Orpierre, de Sainte-Colombe, et se jette dans Blaisance au-dessous de Lagrand."
DT05-01904,Châteauneuf-de-Chabre (Mandement de).,Ancien mandement,"commune actuelle de Châteauneuf-de-Chabre
",05034,"
Ancien mandement comprenant la commune actuelle de Châteauneuf-de-Chabre
."
DT05-01908,Châteauroux (Mandement de).,Ancien mandement,"commune actuelle de Châteauroux
",05036,"
Ancien mandement comprenant la seule commune actuelle de Châteauroux
."
DT05-02018,"Chaylar (Col du),",col,département de la Drôme,non,"
col, commune de la Piarre, conduisant dans le département de la Drôme."
DT05-02096,"Christol,",montagne et col,vallée de la Guisane,non,"
montagne et col, communes de la Salle et de Névache, conduisant de la vallée de la Guisane dans celle de 40la Clarée."
DT05-02096,"Christol,",montagne et col,Clarée,non,"
montagne et col, communes de la Salle et de Névache, conduisant de la vallée de la Guisane dans celle de 40la Clarée."
DT05-02396,"Col de la Nuit (Le),",col,Cézanne,non,"
col, commune d’Abriés, conduisant à Cézanne (Italie)."
DT05-02910,"Croix (Col la),",col et maison de refuge,Italie,non,"
col et maison de refuge, commune de Ristolas, conduisant de la vallée du Guil en Italie."
DT05-02961,"Crottes (Mandement des),",ancien mandement,commune actuelle des Crottes,05045,"
ancien mandement comprenant la commune actuelle des Crottes jusqu'au torrent de Boscodon seulement."
DT05-02961,"Crottes (Mandement des),",ancien mandement,torrent de Boscodon,non,"
ancien mandement comprenant la commune actuelle des Crottes jusqu'au torrent de Boscodon seulement."
DT05-03089,Dévoluy (Le).,Ancien mandement,"canton actuel de Saint-Étienne-en-Dévoluy
",05139,"
Ancien mandement comprenant tout le canton actuel de Saint-Étienne-en-Dévoluy
."
DT05-03164,"Durance (La),",rivière,mont Genèvre,non,"
rivière. Prend sa source sur le mont Genèvre et sort du département dans la commune du Poët, après avoir servi de limites presque continuelles entre les Hautes et les Basses-Alpes, depuis l'extrémité de la commune de Savines."
DT05-03480,Faudon (Mandement de).,Ancien mandement,"hameaux de Manse, du Château-d'Ancelle, de Saint-Hilaire",non,"
Ancien mandement qui comprenait les communes actuelles d'Ancelle, de Saint-Léger et les hameaux de Manse, du Château-d'Ancelle, de Saint-Hilaire, etc."
DT05-03976,"Galibier (Le),",montagne et col,Savoie,non,"
montagne et col, communes du Monêtier-de-Briançon et de Bonne-Nuit (Haute-Savoie), conduisant de la vallée de la Guisane en Savoie."
DT05-04707,Jarjayes (Mandement de).,Ancien mandement,"commune actuelle de Jarjayes
",05068,"
Ancien mandement comprenant la seule commune actuelle de Jarjayes
."
DT05-05012,Lazer (Mandement de).,Ancien mandement,"commune actuelle de Lazer
",05073,"
Ancien mandement comprenant la commune actuelle de Lazer
."
DT05-05263,Manteyer (Mandement de).,Ancien mandement,"commune actuelle de Manteyer
",05075,"
Ancien mandement comprenant la seule commune actuelle de Manteyer
."
DT05-05480,"Meouge (La),",rivière,"
Mevouillon
",26181,"
rivière. Prend sa source à 
Mevouillon
 (Drôme) et se jette dans le Buech, après avoir traversé les communes de Salérans, Barret-le-Bas, Antonaves et Pomet."
DT05-05497,Méreuil (Mandement de).,Ancien mandement,"commune actuelle de Méreuil
",05076,"
Ancien mandement comprenant la seule commune actuelle de Méreuil
."
DT05-05631,"Montalquier (Mandement de),",ancien mandement,hameaux de Montalquier et de Saint-Jean,non,"
ancien mandement comprenant les hameaux de Montalquier et de Saint-Jean qui font partie de la commune de Gap ; siège d'une châtellenie."
DT05-05648,Montéglin (Mandement de).,Ancien mandement,"commune actuelle de Montéglin
",05070,"
Ancien mandement comprenant la commune actuelle de Montéglin
."
DT05-05665,Montjay (Mandement de).,Ancien mandement,"commune actuelle de Montjay
",05086,"
Ancien mandement comprenant la commune actuelle de Montjay
."
DT05-05669,Montmaur (Mandement de).,Ancienne baronnie,"commune actuelle de Montmaur
",05087,"
Ancienne baronnie, la quatrième du Dauphiné, comprenant la commune actuelle de Montmaur
, avec les maisons fortes du Devez et de la Bâtie-de-Montmaur."
DT05-05675,Montorcier (Mandement de).,Ancien mandement,"canton actuel d'Orcières
",05096,"
Ancien mandement qui comprenait tout le canton actuel d'Orcières
."
DT05-05678,Montrond (Mandement de).,Ancien mandement,"commune actuelle de Montrond
",05089,"
Ancien mandement comprenant la commune actuelle de Montrond
."
DT05-05827,Moydans (Mandement de).,Ancien mandement,"commune actuelle de Moydans
",05091,"
Ancien mandement comprenant la commune actuelle de Moydans
."
DT05-06076,Pallon (Mandement de).,Ancien mandement,"hameaux de Pallon, Dormillouse",non,"
Ancien mandement comprenant les communes actuelles de Freyssinières, Champcella, la Roche, et les hameaux de Pallon, Dormillouse, ainsi que l'ancienne ville de Rame aujourd'hui détruite."
DT05-06367,Piarre (Mandement de la).,Ancien mandement,"commune actuelle de la Piarre
",05102,"
Ancien mandement comprenant la commune actuelle de la Piarre
."
DT05-06682,Poët (Mandement du).,Ancien mandement,commune actuelle du Poët,05103,"
Ancien mandement comprenant la commune actuelle du Poët."
DT05-06728,"Pont-de-Beynon (Le),",pont et écart,torrent de Beynon,non,"
pont et écart, commune de Ventavon, sur le torrent de Beynon."
DT05-07284,Queyras (Le).,Ancien mandement et châtellenie,"canton actuel d'Aiguilles
",05003,"
Ancien mandement et châtellenie comprenant tout le canton actuel d'Aiguilles
."
DT05-07677,Roche-des-Arnauds (Mandement de la).,Ancien mandement,"commune actuelle de la Roche-des-Arnauds
",05123,"
Ancien mandement comprenant la commune actuelle de la Roche-des-Arnauds
."
DT05-07746,"Romanche (La),",rivière,Isère,non,"
rivière. Elle prend sa source dans la commune du Villard-d'Arène et quitte le département des Hautes-Alpes pour entrer dans celui de l'Isère dans la commune de la Grave au lieu dit de l'Oche.
"
DT05-07765,Rosanais (Le).,Ancienne circonscription territoriale,"diocèse de Gap
",non,"
Ancienne circonscription territoriale comprenant presque toute la partie du diocèse de Gap
 située sur la rive droite du Buëch."
DT05-08068,Sainte-Colombe (Vallée de).,Ancien mandement,"commune actuelle de Sainte-Colombe
",05135,"
Ancien mandement comprenant la commune actuelle de Sainte-Colombe
 et quelques autres terres actuellement dans la Drôme."
DT05-08095,Saint-Eusèbe (Mandement de).,Ancien mandement,"commune actuelle de Saint-Eusèbe
",05141,"
Ancien mandement comprenant la commune actuelle de Saint-Eusèbe
."
DT05-08107,Saint-Genis (Mandement de).,Ancien mandement,"commune actuelle de Saint-Genis
",05143,"
Ancien mandement comprenant la commune actuelle de Saint-Genis
."
DT05-08323,Saléon (Mandement de).,Ancien mandement,"commune actuelle de Saléon
",05159,"
Ancien mandement comprenant la seule commune actuelle de Saléon
."
DT05-08432,Savournon (Mandement de).,Ancien mandement,hameaux du Plan-du-Bourg et de Ville-Longue,,"
Ancien mandement comprenant les communes du Bersac et de Savournon et les hameaux du Plan-du-Bourg et de Ville-Longue qui avaient été détachés au 
xv
e siècle du mandement de la Val-d'Oze."
DT05-08763,Sigottier (Mandement de).,Ancien mandement,"commune actuelle de Sigottier
",05167,"
Ancien mandement comprenant la commune actuelle de Sigottier
."
DT05-08828,"Soyans,",torrent,département de la Drôme,non,"
torrent. Prend naissance dans le département de la Drôme, traverse les communes d'Étoile, Saint-Cyrice, Orpierre, Nossage-et-Bénévent, Saléon, et se jette dans le Buëch."
DT05-08873,Tallard (Duché de).,Ancien mandement,"canton actuel de Tallard
",05170,"
Ancien mandement comprenant tout le canton actuel de Tallard
, sauf les communes de Jarjayes et Sigoyer."
DT05-09129,Trescléoux (Mandement de).,Ancien mandement,"commune actuelle de Trescléoux
",05172,"
Ancien mandement comprenant la commune actuelle de Trescléoux
."
DT05-09246,"Ubaye (L'),",rivière,vallée de Barcelonnette,non,"
rivière. Prend sa source au fond de la vallée de Barcelonnette (Basses-Alpes) et se jette dans la Durance après avoir longé la commune du Sauze."
DT05-09249,Upaix (Mandement d').,Ancien mandement,commune actuelle d'Upaix,05173,"
Ancien mandement comprenant la commune actuelle d'Upaix."
DT05-09291,Valgaudemar (Le).,Ancien mandement,"canton actuel de Saint-Firmin
",05142,"
Ancien mandement qui comprenait tout le canton actuel de Saint-Firmin
, sauf les communes d'Aubessagne, d'Aspres-les-Corps, de 164Saint-Firmin et du Glaizil."
DT05-09336,"Vallon-Pierre (Col de),",col,vallée de la Severaisse,non,"
col, commune de Guillaume-Pérouse ; conduisant de la vallée de la Severaisse dans celle du Drac."
DT05-09336,"Vallon-Pierre (Col de),",col,Drac,non,"
col, commune de Guillaume-Pérouse ; conduisant de la vallée de la Severaisse dans celle du Drac."
DT05-09340,Vallouise (La).,Ancienne châtellenie,"canton actuel de l'Argentière
",05006,"
Ancienne châtellenie comprenant tout le canton actuel de l'Argentière
, sauf les communes de l'Argentière, Saint-Martin-de-Queyrières et la Roche-de-Briançon."
DT05-09436,Veynes (Mandement de).,Ancien mandement,communauté de Veynes,05179,"
Ancien mandement comprenant la communauté de Veynes avec les hameaux de Châteauvieux, Saint-Marcellin, Auriol, etc."
DT05-09436,Veynes (Mandement de).,Ancien mandement,"hameaux de Châteauvieux, Saint-Marcellin, Auriol",non,"
Ancien mandement comprenant la communauté de Veynes avec les hameaux de Châteauvieux, Saint-Marcellin, Auriol, etc."
DT05-09639,Vitrolles (Vallée de).,Ancien mandement et baronnie,"canton actuel de Barcillonnette
",05013,"
Ancien mandement et baronnie comprenant le canton actuel de Barcillonnette
."
