Article,Vedette,Type vedette,Candidat,INSEE,Définition
DT28-01550,"Chartrain (Pays),",ferme,Beauce,non,"faisant partie de la Beauce et correspondant à la Beauce Chartraine, moins l’élection de Dourdan, était borné à l’O. par le Grand Perche et le Thimerais ; au N. par le Thimerais, le Drouais et le comté de Montfort ; à l’E. il était séparé de l’élection de Dourdan par une ligne passant par Greffiers, Menainville, Ablis, Boinville-le-Gaillard, Sainville, Abonville et Fresnay-l'Eveque ; enfin au S. 42il était borné par le Dunois et le Perche-Gouet."
DT28-02266,"Dunois (Le),",pays,Beauce,non,"pays, faisant partie de la Beauce, appelé aussi la Beauce dunoise, avait 12 lieues de l’E. à l’O. et 10 du N. au S."
DT28-01550,"Chartrain (Pays),",ferme,Beauce Chartraine,non,"faisant partie de la Beauce et correspondant à la Beauce Chartraine, moins l’élection de Dourdan, était borné à l’O. par le Grand Perche et le Thimerais ; au N. par le Thimerais, le Drouais et le comté de Montfort ; à l’E. il était séparé de l’élection de Dourdan par une ligne passant par Greffiers, Menainville, Ablis, Boinville-le-Gaillard, Sainville, Abonville et Fresnay-l'Eveque ; enfin au S. 42il était borné par le Dunois et le Perche-Gouet."
DT28-00632,"Boischantault,",vassal,Belluet,non,"fief, commune de Dangers, vassal du Belluet."
DT28-06681,"Touche (La),",ferme,Bertouville,non,"ferme, commune de Frétigny, réunie à Bertouville vers 1640."
DT28-04368,"Maumusset,",bois,Blainville,non,"bois, à Blainville, commune de Marville-Moutier-Brûlé."
DT28-06841,"Vaince-Monnaie (Sente de),",hameau,Blainville,non,du Luat-Clairet (commune de Luray) à Blainville (commune de Marville-Moutiers-Brûlé).
DT28-01393,"Chambons (Fief des),",vassal,Blanville,non,"commune de Bailleau-le-Pin, vassal de Blanville."
DT28-01847,"Cochons (Chemin des),",écart,Blois,non,"de Blois à Paris, chemin romain qui entre dans le département d’Eure-et-Loir près d’Échelles, commune de Terminiers, et passe à Lumeau et à Allaines."
DT28-04573,"de Cîteaux,",chemin romain,Blois,non,"chemin romain de Chartres à Bourges, passant par Blois, qu’il traverse sur les ponts Chartrains ; ainsi nommé parce qu’il touche l’abbaye de Cîteaux près de Marchenoir (Loir-et-Cher) ; appelé aussi chemin de Jules César ; chemin du Comte, du comte Thibaut le Tricheur ou parce qu’il faisait communiquer Chartres et Blois, dépendant du même comté, et enfin chemin du Diable."
DT28-01550,"Chartrain (Pays),",ferme,Boinville-le-Gaillard,non,"faisant partie de la Beauce et correspondant à la Beauce Chartraine, moins l’élection de Dourdan, était borné à l’O. par le Grand Perche et le Thimerais ; au N. par le Thimerais, le Drouais et le comté de Montfort ; à l’E. il était séparé de l’élection de Dourdan par une ligne passant par Greffiers, Menainville, Ablis, Boinville-le-Gaillard, Sainville, Abonville et Fresnay-l'Eveque ; enfin au S. 42il était borné par le Dunois et le Perche-Gouet."
DT28-06232,"Saint-Jean-de-la-Forêt,",chapelle,bois de la Plesse,non,"chapelle aujourd’hui détruite, dans le bois de la Plesse, commune du Favril."
DT28-02936,"Gaudicheaux (Bois des),",écart,bois de Moléans,non,"commune de Moléans, font partie des bois de Moléans."
DT28-05547,"Poirier-Rouge (Bois du),",ferme,bois de Moléans,non,"commune de Moléans, fait partie du bois de Moléans."
DT28-01977,"Coudraye (Bois de la Petite-),",hameau,bois de Saint-Aubin,non,"près des Rôtis, commune de Saint-Arnoult-des-Bois, comprenait 18 arpents et faisait partie des bois de Saint-Aubin."
DT28-02211,"Désert (Bois du),",hameau,bois de Saint-Aubin,non,"commune de Saint-Arnoult-des-Bois, comprenait 50 arpents et faisait partie du bois de Saint-Aubin."
DT28-02634,"Forges (Bois des),",hameau,bois de Saint-Aubin,non,"commune de Saint-Aubin-des-Bois, faisait partie des bois de Saint-Aubin."
DT28-02641,"Forte-Vallée (Bois de la),",hameau,bois de Saint-Aubin,non,"commune de Fontaine-la-Guyon, comprenait 90 arpents et faisait partie des bois de Saint-Aubin."
DT28-02957,"Gazon (Bois du),",ferme,bois de Saint-Aubin,non,"commune de Saint-Arnoult-des-Bois, comprenait 29 arpents et faisait partie des bois de Saint-Aubin."
DT28-01892,"Conie-Palue (La),",rivière,bois des Bouleaux,non,"rivière prend sa source dans le bois des Bouleaux près de Cambray et se jette dans la Conie à Spoy, après avoir arrosé les communes de Germignonville, Fontenay-sur-Conie, Courbehaye, Cormainville et Nottonville."
DT28-05214,"Pavé-des-Géants (Le),",dolmen,bois des Rigoles,non,"dolmen, dans le bois des Rigoles, commune de Morancez, aujourd’hui détruit."
DT28-00281,"Baudeval (Ruisseau de),",ferme,bois du Groussay,non,"prend sa source dans les bois du Groussay (Seine-et-Oise) et se jette dans le ruisseau de Mouilletrou, après avoir arrosé les communes de Faverolles et de Bréchamps."
DT28-05346,"Pied-de-Fée (Le),",dolmen,bois Glanier,non,"dolmen, dans le bois Glanier, commune de Lèves."
DT28-00535,"Billardière (La),",vassal,Bois-des-Fourches,non,"fief, commune de Hanches, vassal du Bois-des-Fourches."
DT28-06676,"Touche (La),",vassal,Bois-des-Fourches,non,"fief, commune de Bouglainval, vassal du Bois-des-Fourches."
DT28-03681,"Hutière (La),",vassal,Bois-Gasnier,non,"fief, à Aigneville, commune de Pré-Saint-Martin, vassal du Bois-Gasnier."
DT28-03740,"Jaunet (Chemin),",ferme,Bois-Richeut,non,de Bois-Richeut (commune de Néron) à Nogent-le-Roi.
DT28-06735,"Tramblots (Chemin des),",moulin,Bois-Saint-Père,non,"du Bois-Saint-Père (commune de Chuisnes) au Thieulin, figuré sur un plan de 1724."
DT28-02400,"Étendart (L’),",fief,Bonville,non,"fief, à Bonville, commune de Bleury, vassal de Gallardon."
DT28-01735,"Chevaliers (Sente des),",ferme,Bordes,non,de la Bourdinière (commune de Boisvillette) aux Bordes (même commune).
DT28-00020,"Aigre (L’),",rivière,Bouche-d’Aigre,non,"rivière prend sa source près du Moulin-Rouge, commune de la Ferté-Villeneuil, et se jette dans le Loir à Bouche-d’Aigre, après avoir traversé les communes de la Ferté-Villeneuil, Charray et Romilly-sur-Aigre."
DT28-01497,"Chardonville,",vassal,Bouconville,non,"fief, commune de Serazereux, vassal de Bouconville."
DT28-04334,"Martinière (La),",ferme,Boullay,non,"ferme au Boullay, commune de Pré-Saint-Évroult."
DT28-04286,"Maries (Sente des),",hameau,Boullay-d’Achères,non,"du Boullay-d’Achères (commune de Clévilliers-le-Moutiers) à Chartres, figurée sur un plan de 1723."
DT28-04912,"Moussy,",vassal,Boullay-d’Achères,non,"fief, commune de Serazereux, vassal du Boullay-d’Achères."
DT28-01735,"Chevaliers (Sente des),",ferme,Bourdinière,non,de la Bourdinière (commune de Boisvillette) aux Bordes (même commune).
DT28-05697,"Prieur (Sente au),",pont,Bourdinière,non,"de la Bourdinière (commune de Boisvillette) à Mauny (même commune), mentionnée en 1216 (ch. du pr. de la Bourdinière)."
DT28-06053,"Rouliers (Chemin des),",ferme,Bourdinière,non,de Thivars à la Bourdinière (commune de Boisvillette) ; mentionné en 1643 (ch. du pr. de la Bourdinière).
DT28-04573,"de Cîteaux,",chemin romain,Bourges,non,"chemin romain de Chartres à Bourges, passant par Blois, qu’il traverse sur les ponts Chartrains ; ainsi nommé parce qu’il touche l’abbaye de Cîteaux près de Marchenoir (Loir-et-Cher) ; appelé aussi chemin de Jules César ; chemin du Comte, du comte Thibaut le Tricheur ou parce qu’il faisait communiquer Chartres et Blois, dépendant du même comté, et enfin chemin du Diable."
DT28-00297,"Beauce (Doyenné de),",pays,Bourneville,non,"Decanatus Castriduni ou Belsiæ, dépendant de l’archidiaconé de Dunois, comprenait, dans le département d’Eure-et-Loir, les paroisses d’Autheuil ; Bazoches-en-Dunois ; Baignollet ; Bourneville ; Courbehaye ; Cormainville ; Charray ; Donnemain-Saint-Mamert ; Dancy ; Fains ; Fontenay-sur-Conie ; Guillonville ; Jallans ; Lolon ; Lutz ; Loigny ; Moleans ; Moriers ; le Mee ; Nottonville ; Neuvy-en-Beauce ; Orgeres ; Ozoir-le-Breuil ; Pre-Saint-Martin ; Peronville ; Romilly-sur-Aigre ; la Chapelle-du-Noyer ; Saint-Denis-des-Ponts ; la Madeleine ; Saint-Aignan ; Saint-Lubin ; Saint-Médard ; Saint-Pierre et Saint-Valérien de Châteaudun ; Saint-Martin et Saint-Pierre de la Ferté-Villeneuil ; Saint-Georges et Saint-Lubin de Cloyes ; Notre-Dame ; Saint-Maurice ; Saint-Michel et Saint-Sauveur de Bonneval ; Saint-Maur ; le Gault-en-Beauce ; Sancheville ; Saint-Cloud ; Viabon ; Villampuy et Villiers-Saint-Orien."
DT28-00717,"Bois-Robert,",vassal,Boussart,non,"fief, commune de Digny, vassal de Boussart."
DT28-06927,"Vaucelas,",vassal,Bretheucourt,non,"fief, commune de Garancières-en-Beauce, vassal de Bretheucourt."
DT28-05362,"Pierre-Complissée (La),",chemin,Brétigny,non,"dolmen, près de Sours, donne son nom au chemin de Bercheres-l'Eveque à Brétigny (commune de Sours)."
DT28-02250,"Drouais (Le),",pays,Breuil-Benoît,non,"pays, était borné au N. par l’Avre, depuis Nonancourt jusqu’à son confluent dans l’Eure ; à l’E. par le Pinserais, dont il était séparé par une ligne passant par le Breuil-Benoît, Abondant, Serville, Broue, Boutigny et la Hauteville ; au S. par le pays Chartrain, et à l’O. par le Thimerais, dont il était séparé par une ligne passant par le Tremblay-le-Vicomte, Gironville, Saulnieres, Chataincourt et Escorpain."
DT28-03229,"Grenelle,",vassal,Bréval,non,"fief, commune de Guainville, vassal de Bréval."
DT28-04985,"Noe (La),",fief vassal,Bréval,non,"hameau, commune de Gilles, autrefois fief vassal de Bréval."
DT28-06032,"Rotys (Les),","fief, vassal",Bréval,non,"hameau, commune de Gilles ; autrefois fief, vassal de Bréval."
DT28-06217,"Saint-Germain-le-Gaillard,",fief vassal,Bréval,non,"hameau, commune de Guainville, aujourd’hui détruit ; prieuré dépendant de l’abbaye de Grandchamp ; fief vassal de Bréval."
DT28-04779,"Mouilletrou (Ruisseau de),",ferme,Brichanteau,non,"appelé aussi ruisseau de Senantes et ruisseau de Saint-Lucien, prend sa source à Brichanteau et se jette dans l’Eure, après avoir arrosé les communes de Coulombs, Saint-Lucien, Senantes et Bréchamps."
DT28-01044,"Brémaudière (La),",vassal,Cacardière,non,"fief, commune du Gault-en-Beauce, vassal de la Cacardière."
DT28-05810,"Rambouillet (Rivière de),",vassal,canaux de Rambouillet,non,"dite aussi rivière de Guéville, de Saint-Hilarion et de Gazeran, prend sa source dans les canaux de Rambouillet (Seine-et-Oise) et, après avoir arrosé les communes de Droue, Hanches et Épernon, se jette dans la Drouette, en amont du moulin de Savonnières."
DT28-04922,"Muids-et-Mine (Fief de),",vassal,Chamblay,non,"commune de Prunay-le-Gillon, vassal de Chamblay."
DT28-04743,"Morts (Chemin des),",hameau,Champigny,non,"de Chene-Chenu à Champigny (commune de Chêne-Chenu), figuré sur un plan de 1724."
DT28-05130,"Paille (Fief de),",vassal,Champigny,non,"commune de Chêne-Chenu, vassal de Champigny."
DT28-03943,"Loens (Mairie de),",chef-lieu,chapitre de Chartres,non,"à Chartres, chef-lieu de la juridiction temporelle du chapitre de Chartres."
DT28-05521,"Plomberie (La),",fief,Chaunay,non,"fief, à Chaunay, mentionné en 1207 (ch. du chap. de Chartres), tirait son nom de Raoul le Plombier."
DT28-05861,"Renault (Vallée),",hameau,Chazay,non,"part de Chazay (commune de Saint-Aubin-des-Bois), puis, après avoir parcouru la commune de Cintray, traverse l’ancien étang de la Motte (commune de Saint-Georges-sur-Eure), à l’extrémité duquel était un pont, dit de la Vallée-Renault, sur l’ancien chemin ferré de Chartres au Mans, et enfin, après avoir rencontré le Fossé-Piégeux, se jette dans l’Eure près d’Andrevilliers."
DT28-03708,"Ivilliers,",hameau,Chenay,non,"hameau, commune d’Ymonville, aujourd’hui détruit, faisait partie de la centena Caunonensis, district du pays Chartrain, dont le chef-lieu était Chenay, hameau également détruit de la commune d’Ymonville."
DT28-05004,"Normant (Chemin au),",ferme,Chenonville,non,"de Chenonville (commune de Saint-Loup) à Dammarie, mentionné en 1643 (ch. du pr. de la Bourdinière)."
DT28-03777,"Jourdain (Fief),",vassal,Cherville,non,"commune du Boullay-Mivoye, vassal de Cherville, ressortissait pour la justice au comté de Nogent-le-Roi."
DT28-06821,"Tuleras (Chemin),",ferme,Cherville,non,de Cherville (commune de Villemeux) à Dreux.
DT28-04082,"Maillardière (La),",ruisseau,Chevalerie,non,"ferme, commune de Saint-Jean-Pierre-Fixte, donne son nom à un ruisseau qui prend sa source au Jambin et à la Chevalerie, commune de Souancé, et se jette dans la Jambette au-dessous de la Godelière, commune de Nogent-le-Rotrou."
DT28-02743,"Franche (Voie),",chemin,Chigneaux,non,"chemin de Chigneaux à Saint-Aubin-des-Bois, mentionné en 1471 (reg. des contrats du chap. de Chartres)."
DT28-05340,"Picorée (Sente de la),",fief vassal,Cinq-Ormes,non,de Génerville (commune de Sours) à Cinq-Ormes (commune d’Houville).
DT28-04397,"Meignanerie (La),",vassal,Cormier,non,"fief, commune de Frazé, vassal du Cormier."
DT28-03284,"Groseiller (Chemin du),",dolmen,Cottainville,non,de Cottainville (commune d’Oinville-Saint-Liphard) à Toury.
DT28-07114,"Villeneuve,",fief,Crépainville,non,"fief, à Crépainville, commune de Châteaudun, mentionné en 1525 (not. de Châteaudun)."
DT28-03227,"Grelonière (La),",vassal,Crotte,non,"fief, commune de Cloyes, vassal de la Crotte."
DT28-01559,"Chasseurs (Chemin des),",hameau,Davisserie,non,"à la Davisserie, commune de Chapelle-Guillaume."
DT28-00297,"Beauce (Doyenné de),",pays,département d’Eure-et-Loir,non,"Decanatus Castriduni ou Belsiæ, dépendant de l’archidiaconé de Dunois, comprenait, dans le département d’Eure-et-Loir, les paroisses d’Autheuil ; Bazoches-en-Dunois ; Baignollet ; Bourneville ; Courbehaye ; Cormainville ; Charray ; Donnemain-Saint-Mamert ; Dancy ; Fains ; Fontenay-sur-Conie ; Guillonville ; Jallans ; Lolon ; Lutz ; Loigny ; Moleans ; Moriers ; le Mee ; Nottonville ; Neuvy-en-Beauce ; Orgeres ; Ozoir-le-Breuil ; Pre-Saint-Martin ; Peronville ; Romilly-sur-Aigre ; la Chapelle-du-Noyer ; Saint-Denis-des-Ponts ; la Madeleine ; Saint-Aignan ; Saint-Lubin ; Saint-Médard ; Saint-Pierre et Saint-Valérien de Châteaudun ; Saint-Martin et Saint-Pierre de la Ferté-Villeneuil ; Saint-Georges et Saint-Lubin de Cloyes ; Notre-Dame ; Saint-Maurice ; Saint-Michel et Saint-Sauveur de Bonneval ; Saint-Maur ; le Gault-en-Beauce ; Sancheville ; Saint-Cloud ; Viabon ; Villampuy et Villiers-Saint-Orien."
DT28-01847,"Cochons (Chemin des),",chemin romain,département d’Eure-et-Loir,non,"de Blois à Paris, chemin romain qui entre dans le département d’Eure-et-Loir près d’Échelles, commune de Terminiers, et passe à Lumeau et à Allaines."
DT28-02410,"Eure (L’),",rivière,département d’Eure-et-Loir,non,"rivière prend sa source entre Longny et la Lande (Orne) et se jette dans la Seine près du Pont-de-l’Arche (Eure), après avoir arrosé, dans le département d’Eure-et-Loir, les communes de Manou, Fontaine-Simon, Belhomert, Saint-Maurice-de-Gasloup, Pontgouin, Landelles, Chuisnes, Courville, Saint-Luperce, Saint-Georges-sur-Eure, Nogent-sur-Eure, Fontenay-sur-Eure, Thivars, Ver-lès-Chartres, Morancez, Barjouville, le Coudray, Luisant, Chartres, Lèves, Saint-Prest, Jouy, Soulaires, Chartainvilliers, Saint-Piat, Mévoisins, Maintenon, Pierres, Villiers-le-Morhier, Lormaye, Nogent-le-Roi, Chaudon, Villemeux, Charpont, Écluselles, Luray, Saint-Denis-de-Moronval, Chérisy, Montreuil, Abondant, Sorel, Saussay, Anet, Oulins, la Chaussée-d’Ivry et Guainville."
DT28-04232,"Mantois,",doyenné,département d’Eure-et-Loir,non,"doyenné de l’archidiaconé de Pinserais, decanatus Meduntensis, ne comprenait dans le département d’Eure-et-Loir que les paroisses suivantes : Anet, Boncourt, Bu, Champagne, la Chaussee-d'Ivry, Faverolles, Gilles, Goussainville, Havelu, le Mesnil-Simon, Prouais, Rouvres, Saint-Sulpice et Saint-Lubin-de-la-Haye, Saint-Projet, Saussay, Sorel et Vert-en-Drouais."
DT28-05961,"Rochefort (Doyenné de),",hameau,département d’Eure-et-Loir,non,"decanatus Rupifortis ou Ruppefortensis, dépendant de l’archidiaconé de Chartres, comprenait, dans le département d’Eure-et-Loir, les paroisses d’Ardelu, Barmainville, Baudreville, Châtenay, Dommerville, Garancières-en-Beauce, Gaudreville, Gommerville, Grandville, Neuvy-en-Beauce, Oinville-Saint-Liphard, Orlu, Oisonville, Rouvray-Saint-Denis, Sainville, Theuville, Trancrainville et Vierville."
DT28-00170,"Avre (L’),",rivière,département de l’Eure,non,"rivière, prend sa source près de Tourouvre (Orne) et se jette dans l’Eure près de Motelles (Eure), après avoir touché les communes de Rueil, Montigny-sur-Avre, Berou, Dampierre-sur-Avre, Saint-Remy-sur-Avre, Vert-en-Drouais, Dreux et Montreuil, auxquelles elle sert presque partout de limite avec le département de l’Eure."
DT28-06236,"Saint-Jean-des-Murgers,",ancienne commune,département de l’Orne,non,"hameau, commune de Meaucé ; ancienne commune du département de l’Orne réunie à Meaucé le 17 juin 1846."
DT28-02681,"Fossés-le-Roy (Les),",fossés,départements actuels d’Eure-et-Loir et de l’Eure,non,"fossés faisant la séparation de la Normandie et de la France, aujourd’hui détruits, encore indiqués sur la carte de l’évesché de Chartres par Jaillot (1701), longeaient l’Avre depuis Verneuil jusqu’à l’Eure probablement, séparant ainsi les départements actuels d’Eure-et-Loir et de l’Eure."
DT28-04932,"la Couture,",ferme,Dessainville,non,"ferme à Dessainville, commune de Villampuy, aujourd’hui détruite."
DT28-06780,"Trois-Fontaines (Ruisseau des),",hameau,déversoir du Moulin-le-Comte,non,"commune de Luisant, prend sa source au déversoir du Moulin-le-Comte et se jette dans l’Eure."
DT28-01189,"Buchot (Le),",vassal,Dondainville,non,"fief, commune d’Amilly, vassal de Dondainville."
DT28-01550,"Chartrain (Pays),",ferme,Dourdan,non,"faisant partie de la Beauce et correspondant à la Beauce Chartraine, moins l’élection de Dourdan, était borné à l’O. par le Grand Perche et le Thimerais ; au N. par le Thimerais, le Drouais et le comté de Montfort ; à l’E. il était séparé de l’élection de Dourdan par une ligne passant par Greffiers, Menainville, Ablis, Boinville-le-Gaillard, Sainville, Abonville et Fresnay-l'Eveque ; enfin au S. 42il était borné par le Dunois et le Perche-Gouet."
DT28-01550,"Chartrain (Pays),",ferme,Drouais,non,"faisant partie de la Beauce et correspondant à la Beauce Chartraine, moins l’élection de Dourdan, était borné à l’O. par le Grand Perche et le Thimerais ; au N. par le Thimerais, le Drouais et le comté de Montfort ; à l’E. il était séparé de l’élection de Dourdan par une ligne passant par Greffiers, Menainville, Ablis, Boinville-le-Gaillard, Sainville, Abonville et Fresnay-l'Eveque ; enfin au S. 42il était borné par le Dunois et le Perche-Gouet."
DT28-06617,"les Terres-Démembrées,",pays,Drouais,non,"ainsi nommées depuis qu’elles furent séparées de la couronne par Henri II en faveur d’Antoine de Bourbon, duc de Vendôme ; pays, faisant partie du Perche, était borné au N. par l’Avre, à l’E. par le Drouais, au S. E. par le pays Chartrain et à l’O. par le Grand-Perche."
DT28-03927,"Lignière (La),",vassal,duché Chartres,non,"fief, commune de Sancheville, vassal du duché Chartres."
DT28-01550,"Chartrain (Pays),",ferme,Dunois,non,"faisant partie de la Beauce et correspondant à la Beauce Chartraine, moins l’élection de Dourdan, était borné à l’O. par le Grand Perche et le Thimerais ; au N. par le Thimerais, le Drouais et le comté de Montfort ; à l’E. il était séparé de l’élection de Dourdan par une ligne passant par Greffiers, Menainville, Ablis, Boinville-le-Gaillard, Sainville, Abonville et Fresnay-l'Eveque ; enfin au S. 42il était borné par le Dunois et le Perche-Gouet."
DT28-07008,"Verte (Sente),",ferme,Émerville,non,"de Morteveille (commune de Gâtelles) à Émerville (commune de Vérigny), figurée sur un plan de 1723."
DT28-04918,"Mozanne (La),",bras,Épassé,non,"bras de l’Ozanne, prend sa source près des Mézardières et rejoint le bras principal à Épassé, après avoir arrosé les communes de Beaumont-le-Chartif, Miermaigne, Moulhard, Unverre et Dampierre-sous-Brou."
DT28-05880,"le Rhum,",rivière,étang de la Goguerie,non,"rivière, prend sa source à l’étang de la Goguerie, près d’Authon, et se jette dans l’Huisne, après avoir arrosé les communes d’Authon, Coudray-au-Perche, Souancé, Saint-Jean-Pierre-Fixte et Nogent-le-Rotrou."
DT28-05348,"Fossé des Lavoires,",ruisseau,étang de la Motte,non,"ruisseau, commune de Saint-Georges-sur-Eure, prenait sa naissance à l’étang de la Motte et se jetait dans l’Eure."
DT28-06885,"Vallée des Communes,",ferme,étang de la Tesserie,non,"prend sa source à l’étang de la Tesserie, commune de Montlandon, et se jette dans l’Eure, après avoir parcouru les communes de Montlandon, de Champrond-en-Gâtine et de Pontgouin."
DT28-06622,"Thironne (La),",rivière,étang de Sainte-Anne,non,"rivière prend sa source à la fontaine Saint-Bernard et à l’étang de Sainte-Anne, commune de Thiron, et se jette dans le Loir, après avoir arrosé les communes de Thiron, Chassant et Montigny-le-Chartif."
DT28-05289,"le Livier,",hameau,étang des Personnes,non,prend sa source à l’étang des Personnes (Orne) et se jette dans la Loupe auprès de Meauce.
DT28-05122,"Ozanne (L’),",rivière,étang Neuf,non,"rivière prend sa source dans l’étang Neuf, sous Miermaigne, et se jette dans le Loir à Bonneval, après avoir arrosé les communes de Dampierre-sous-Brou, Unverre, Brou, Yèvres, Dangeau, Trizay-lès-Bonneval et Bonneval."
DT28-03361,"Guesle (La),",rivière,étangs de Guiperreux,non,"rivière nommée aussi rivière d’Hermeray et rivière Notre-Dame-le-Raiseux, prend sa source aux étangs de Guiperreux (Seine-et-Oise) et, après avoir arrosé les communes d’Épernon et de Hanches, se jette dans la Drouette, en amont du moulin de Vinerville."
